N	2gram	Propp_Russ_2	Problemy
1	и в	29	35
2	как бы	18	31
3	и не	1	27
4	что он	1	24
5	в его	1	21
6	но в	5	19
7	как и	11	18
8	к себе	1	18
9	не может	5	18
10	в нем	1	16
11	то же	4	15
12	и все	4	15
13	в этом	11	14
14	и его	1	14
15	для него	1	14
16	может быть	13	14
17	но и	8	14
18	все это	10	14
19	к нему	4	13
20	с другим	2	13
21	и с	10	12
22	в другом	1	12
23	прежде всего	2	12
24	в пределах	1	11
25	в то	2	11
26	не только	10	10
27	не в	4	10
28	то что	5	10
29	на самом	2	9
30	мы уже	1	8
31	все же	2	8
32	как мы	3	8
33	так и	1	8
34	и для	2	8
35	потому что	5	8
36	еще не	6	7
37	на них	4	7
38	и наконец	1	7
39	там где	2	7
40	таким образом	6	7
41	в виде	4	7
42	так же	4	7
43	с ним	1	7
44	а в	9	7
45	и на	6	6
46	но не	5	6
47	отношение к	1	6
48	что они	1	6
49	в самом	1	6
50	что у	1	6
51	в одном	1	6
52	и что	5	6
53	только в	1	6
54	но это	1	6
55	от него	1	6
56	что в	22	6
57	и то	2	5
58	как в	7	5
59	в конце	1	5
60	во время	12	5
61	на него	1	5
62	и это	1	5
63	в глаза	2	5
64	в том	22	5
65	с ними	1	5
66	так что	4	5
67	и даже	1	5
68	этого слова	1	5
69	так чтобы	2	4
70	он в	1	4
71	нет и	1	4
72	же и	1	4
73	сливается с	1	4
74	та же	2	4
75	что это	3	4
76	но на	1	4
77	но все	1	4
78	его в	8	4
79	в них	4	4
80	рядом с	1	4
81	в эту	3	4
82	в своей	2	4
83	в такой	1	4
84	но он	3	4
85	никогда не	2	4
86	во всем	2	4
87	как раз	1	4
88	как будто	1	4
89	еще в	2	4
90	между тем	3	4
91	все время	1	4
92	и так	1	4
93	только на	1	4
94	всяком случае	1	4
95	так как	13	4
96	тем что	3	4
97	с другой	2	4
98	до конца	3	4
99	а не	4	4
100	по своему	1	4
101	тот же	1	4
102	во всяком	1	4
103	а между	1	3
104	как его	1	3
105	это и	2	3
106	говорить о	1	3
107	в виду	2	3
108	как символ	1	3
109	во всех	3	3
110	совсем не	2	3
111	а он	2	3
112	в одной	1	3
