N	2gram	Bakhtin_Pr_5	Tvorches
1	у достоевского	12	30
2	и в	35	20
3	в романе	1	15
4	в романах	5	13
5	романах достоевского	4	13
6	не только	10	13
7	никогда не	4	11
8	как бы	31	11
9	в преступлении	1	10
10	таким образом	7	10
11	в то	11	10
12	в его	21	10
13	достоевского в	3	9
14	и его	14	9
15	и не	27	9
16	ивана карамазова	4	8
17	при этом	2	8
18	достоевского как	2	8
19	и с	12	8
20	в том	5	8
21	может быть	14	8
22	в этом	14	8
23	прежде всего	12	8
24	но и	14	8
25	то же	15	7
26	это не	3	7
27	же время	10	7
28	иван карамазов	2	7
29	потому что	8	7
30	не может	18	7
31	братьях карамазовых	3	7
32	что в	6	7
33	из подполья	35	6
34	в целом	3	6
35	в братьях	3	6
36	как и	18	6
37	в своей	4	6
38	что он	24	6
39	так и	8	6
40	в конце	5	6
41	у него	4	6
42	а не	4	6
43	в бесах	1	6
44	в основном	1	6
45	все это	14	6
46	например в	2	5
47	еще не	7	5
48	и на	6	5
49	но не	6	5
50	все же	8	5
51	героев достоевского	3	5
52	в этой	1	5
53	и сам	7	5
54	в мире	4	5
55	достоевский не	1	5
56	то есть	16	5
57	о том	2	5
58	и даже	5	5
59	достоевского с	1	5
60	в творчестве	4	5
61	но это	6	5
62	так же	7	5
63	мы не	1	4
64	все эти	3	4
65	что они	6	4
66	отнюдь не	1	4
67	настасьи филипповны	7	4
68	как в	5	4
69	хотя и	2	4
70	когда он	3	4
71	но в	19	4
72	за собой	3	4
73	не в	10	4
74	в дальнейшем	2	4
75	на его	4	4
76	что у	6	4
77	об этом	1	4
78	настасье филипповне	1	4
79	если бы	1	4
80	настасья филипповна	5	4
81	первая часть	1	4
82	ничего не	3	4
83	братьев карамазовых	2	4
84	в чем	4	4
85	герои достоевского	1	4
86	в душе	2	4
87	творчестве достоевского	7	4
88	а в	7	4
89	если не	1	4
90	и потому	1	4
91	и от	3	4
92	героя в	5	4
93	том что	3	4
94	но у	1	4
95	одним из	1	3
96	и отчасти	2	3
97	и через	1	3
98	что достоевский	1	3
99	с большим	1	3
100	он сам	6	3
101	а с	3	3
102	по отношению	6	3
103	в одной	3	3
104	это определение	1	3
105	в письмах	1	3
106	отношению к	7	3
107	в себе	5	3
108	в нем	16	3
109	он не	13	3
110	в записках	2	3
111	в плане	6	3
112	так например	1	3
113	человека в	1	3
114	я бы	4	3
115	а затем	2	3
116	его в	4	3
117	и мы	1	3
118	но уже	2	3
119	в самом	6	3
120	в котором	3	3
121	в их	1	3
122	в которых	2	3
123	своего рода	2	3
124	тем что	4	3
125	одна из	1	3
126	и это	5	3
127	с ним	7	3
128	мире достоевского	3	3
129	до сих	1	3
130	любви к	1	3
131	между тем	4	3
132	достоевского это	3	3
133	этот вопрос	1	3
134	уже не	3	3
135	записках из	1	3
136	в начале	3	3
137	для него	14	3
138	так как	4	3
139	то что	10	3
140	что не	4	3
141	превращается в	1	3
142	в рассказе	2	3
143	вместе с	2	3
144	несколько раз	2	3
145	главного героя	1	3
146	с этой	2	3
147	сих пор	1	3
148	нет ничего	1	3
149	один из	1	3
150	не является	1	3
151	достоевского нет	3	3
152	своих героев	1	3
153	но зато	4	3
154	одной из	2	3
155	в своих	1	3
156	к этому	1	3
157	начинается с	1	2
158	самом деле	10	2
159	от этой	1	2
160	по преимуществу	1	2
161	проникает в	2	2
162	достоевского мы	1	2
163	говорить о	3	2
164	я не	8	2
165	подполья в	1	2
166	и он	2	2
167	характера а	1	2
168	с народом	1	2
169	в ее	3	2
170	тут же	1	2
171	нет и	4	2
172	во многом	1	2
173	так что	5	2
174	и поэтому	1	2
175	и наконец	7	2
176	с генералом	1	2
177	в этот	2	2
178	но эта	2	2
179	в которой	2	2
180	бы не	2	2
181	тоже не	1	2
182	особое место	1	2
183	тому же	3	2
184	во многих	1	2
185	но ведь	2	2
186	так сказать	2	2
187	и если	1	2
188	в статье	1	2
189	характер в	1	2
190	и по	2	2
191	том же	1	2
192	достоевским как	1	2
193	говорил что	1	2
194	особенно в	2	2
195	известно что	1	2
196	к миру	1	2
197	к героям	1	2
198	достоевского и	2	2
199	которой он	3	2
200	произведениях достоевского	2	2
201	такой же	3	2
202	в такой	4	2
203	в отличие	2	2
204	что я	13	2
205	их в	2	2
206	что этот	1	2
207	в устах	1	2
208	так он	1	2
209	не менее	2	2
210	я буду	1	2
211	на него	5	2
212	в процессе	1	2
213	и лишь	2	2
214	другой стороны	3	2
215	в роман	2	2
216	что на	2	2
217	с иваном	1	2
218	же не	4	2
219	достоевского к	1	2
220	так в	2	2
221	приводит к	2	2
222	роль в	1	2
223	действующих лиц	1	2
224	сводится к	3	2
225	и что	6	2
226	что его	2	2
227	самого достоевского	1	2
228	достоевского всегда	1	2
229	и только	1	2
230	крайней мере	1	2
231	всяком случае	4	2
232	в ту	1	2
233	все время	4	2
234	о своих	1	2
235	к которому	1	2
236	не случайно	2	2
237	с ними	5	2
238	только в	6	2
239	в стороне	1	2
240	и ее	1	2
241	всегда с	2	2
242	достоевского ибо	1	2
243	себя в	2	2
244	и у	4	2
245	уже в	3	2
246	героя с	1	2
247	в виде	7	2
248	или даже	1	2
249	и других	1	2
250	из них	3	2
251	его и	3	2
252	в одном	6	2
253	вовсе не	7	2
254	давно уже	1	2
255	записки из	1	2
256	друг друга	2	2
257	только с	3	2
258	отличие от	2	2
259	рядом с	4	2
260	с другим	13	2
261	с другой	4	2
262	марья лебядкина	1	2
263	на этот	2	2
264	по крайней	1	2
265	в произведениях	2	2
266	и вообще	2	2
267	не знал	2	2
268	это его	1	2
269	образ и	1	2
270	в первой	1	2
271	него в	1	2
272	только для	1	2
273	это уже	2	2
274	себя на	1	2
275	в силах	2	2
276	в основе	1	2
277	для достоевского	2	2
278	с другими	2	2
279	это все	1	2
280	и вдруг	3	2
281	к самому	5	2
282	героя и	10	2
283	и без	4	2
284	из этого	2	2
285	сам в	1	2
286	но эти	2	2
287	а я	10	2
288	уже после	1	2
289	во всяком	4	2
290	ну что	1	1
291	ту же	1	1
292	нем нет	1	1
293	если б	3	1
294	кто бы	1	1
295	о героях	1	1
296	так я	1	1
297	как его	3	1
298	с кем	1	1
299	а между	3	1
300	не имел	1	1
301	и должно	1	1
302	это и	3	1
303	ты и	1	1
304	по старой	1	1
305	в первом	2	1
306	поэтому он	3	1
307	из его	2	1
308	в доме	1	1
309	обступили и	1	1
310	мышкиным и	1	1
311	приходит к	1	1
312	смерти отца	2	1
313	мы уже	8	1
314	той же	2	1
315	еще нет	1	1
316	со всех	1	1
317	бы уже	4	1
318	достоевского очень	3	1
319	и тут	2	1
320	что уже	1	1
321	которой достоевский	1	1
322	разве я	1	1
323	мира достоевского	1	1
324	ты как	3	1
325	как я	1	1
326	то это	1	1
327	сказать о	1	1
328	всех сторон	1	1
329	свою очередь	1	1
330	он был	1	1
331	быть в	2	1
332	это действительно	3	1
333	глубокой и	1	1
334	это означало	1	1
335	с его	7	1
336	во всех	3	1
337	ставрогина или	1	1
338	суда над	1	1
339	его собственным	1	1
340	отказ от	1	1
341	но как	4	1
342	себе он	1	1
343	к которой	1	1
344	в противоречии	1	1
345	не все	1	1
346	ответ на	1	1
347	менее всего	1	1
348	макара девушкина	1	1
349	него с	1	1
350	в жизни	2	1
351	отношение к	6	1
352	это сказать	2	1
353	считать ее	1	1
354	теперь не	2	1
355	из достоевского	1	1
356	в иване	1	1
357	чем же	1	1
358	с этим	3	1
359	сострадания и	1	1
360	в душу	2	1
361	перед нами	1	1
362	по внешним	1	1
363	романа но	1	1
364	и как	2	1
365	говорит что	1	1
366	из письма	2	1
367	его к	3	1
368	и к	12	1
369	главных героев	1	1
370	на всем	1	1
371	внедряется в	2	1
372	сливается с	4	1
373	автор в	2	1
374	что это	4	1
375	всего романа	2	1
376	говорили что	4	1
377	бы с	2	1
378	романа это	1	1
379	он начинает	1	1
380	вообще а	1	1
381	нами в	1	1
382	и до	1	1
383	мы чувствуем	1	1
384	очень важно	2	1
385	его но	1	1
386	героя к	2	1
387	в убийстве	1	1
388	сцену в	1	1
389	главным образом	1	1
390	мысли и	1	1
391	не говорит	1	1
392	он ни	1	1
393	еще раньше	1	1
394	высшей степени	3	1
395	и эти	1	1
396	идеи и	1	1
397	к одному	3	1
398	и вот	4	1
399	свои собственные	2	1
400	мечты о	1	1
401	на свое	1	1
402	и издевательские	1	1
403	на жизнь	1	1
404	из мертвых	1	1
405	можно было	2	1
406	слова не	2	1
407	в каждом	6	1
408	совпадают с	1	1
409	что все	2	1
410	значение в	1	1
411	в глубине	1	1
412	а его	1	1
413	себя не	1	1
414	боли о	1	1
415	входит в	1	1
416	того или	1	1
417	его личности	1	1
418	понять его	1	1
419	было бы	3	1
420	то все	2	1
421	сделать его	2	1
422	более глубокой	1	1
423	по себе	4	1
424	мышкина и	3	1
425	мог бы	2	1
426	в ином	1	1
427	ни в	2	1
428	из нее	1	1
429	в них	4	1
430	нет в	3	1
431	дальнейшем но	1	1
432	всю жизнь	2	1
433	его все	1	1
434	мы видели	2	1
435	мы знаем	2	1
436	должно быть	3	1
437	время был	1	1
438	все произведение	1	1
439	в один	1	1
440	убил не	1	1
441	остается в	1	1
442	их на	1	1
443	не мог	3	1
444	я делаю	1	1
445	перед собой	1	1
446	лиц в	1	1
447	его образ	1	1
448	в эту	4	1
449	в этих	2	1
450	достоевского приближается	1	1
451	мы как	1	1
452	в г	1	1
453	во время	5	1
454	с настасьей	1	1
455	таким же	1	1
456	я его	1	1
457	о герое	1	1
458	смердякова и	1	1
459	сам и	3	1
460	самого в	1	1
461	еще с	1	1
462	он дает	2	1
463	точнее не	1	1
464	признать что	1	1
465	из области	1	1
466	мышкина с	2	1
467	но он	4	1
468	ту ночь	1	1
469	в диалоге	3	1
470	была не	1	1
471	и более	1	1
472	однако в	2	1
473	в таких	1	1
474	любовь к	1	1
475	даже в	5	1
476	нас к	1	1
477	тому что	2	1
478	душе раскольникова	1	1
479	его обступили	1	1
480	место занимает	1	1
481	в идеологическом	1	1
482	в соборе	1	1
483	для меня	1	1
484	она не	1	1
485	что с	2	1
486	русского романа	1	1
487	меня не	4	1
488	дело в	1	1
489	на себе	1	1
490	душу героя	1	1
491	героев и	1	1
492	творчества достоевского	1	1
493	но только	3	1
494	чем не	1	1
495	это еще	1	1
496	себе самом	5	1
497	он с	6	1
498	и сознание	1	1
499	ибо не	1	1
500	но очень	1	1
501	это сделать	1	1
502	к ней	2	1
503	к аглае	1	1
504	настасьей филипповной	1	1
505	уже говорили	5	1
506	мире и	2	1
507	с своей	1	1
508	же он	1	1
509	со своим	2	1
510	событий и	1	1
511	как будто	4	1
512	тогда в	2	1
513	в канцелярии	2	1
514	именно потому	2	1
515	к читателю	1	1
516	ли это	2	1
517	и страстный	1	1
518	перед ним	1	1
519	записок из	3	1
520	и со	3	1
521	есть у	1	1
522	у меня	6	1
523	от их	1	1
524	свое собственное	1	1
525	к себе	18	1
526	не могут	1	1
527	лежит в	2	1
528	одно только	1	1
529	только еще	1	1
530	к тому	6	1
531	исповеди ипполита	1	1
532	что оно	2	1
533	за что	1	1
534	бы он	2	1
535	той или	4	1
536	с алешей	3	1
537	в применении	1	1
538	для себя	7	1
539	я тебя	1	1
540	героя для	1	1
541	как мы	8	1
542	меня в	2	1
543	карамазова с	1	1
544	для читателя	1	1
545	характер и	2	1
546	сочетается с	1	1
547	мысль о	1	1
548	в себя	1	1
549	с самого	8	1
550	то время	1	1
551	в пределах	11	1
552	мы наблюдаем	1	1
553	в живых	1	1
554	некоторого времени	1	1
555	здесь он	2	1
556	в келье	1	1
557	сознаний в	1	1
558	связан с	2	1
559	собой в	1	1
560	к самой	1	1
561	чем у	1	1
562	с собой	2	1
563	еще в	4	1
564	она была	1	1
565	в изображении	1	1
566	том как	1	1
567	жизнь и	2	1
568	является в	1	1
569	поэтому в	1	1
570	был не	1	1
571	сам иван	1	1
572	в исповеди	5	1
573	с человеком	3	1
574	форме в	1	1
575	образом в	1	1
576	в построении	2	1
577	в виду	3	1
578	говорят что	1	1
579	о нем	2	1
580	приближается к	1	1
581	алеша с	2	1
582	достоевского эта	1	1
583	же необходимо	1	1
584	это я	3	1
585	о своей	3	1
586	в другом	12	1
587	характер этого	1	1
588	всем протяжении	1	1
589	на вопрос	2	1
590	столь же	2	1
591	вновь начать	1	1
592	с одной	1	1
593	и ставит	1	1
594	почему же	2	1
595	лишь в	7	1
596	самому себе	1	1
597	от него	6	1
598	таких вопросов	1	1
599	а у	1	1
600	и требует	1	1
601	и события	2	1
602	он прямо	1	1
603	очень важна	1	1
604	этот момент	1	1
605	героя он	1	1
606	по разным	1	1
607	выше в	1	1
608	в середине	1	1
609	нем и	1	1
610	не знаю	2	1
611	как она	1	1
612	и мир	2	1
613	нас интересует	1	1
614	в формах	1	1
615	образом как	1	1
616	в петербурге	1	1
617	сразу же	1	1
618	нуждается в	3	1
619	но ни	2	1
620	то в	2	1
621	дана в	1	1
622	и рогожина	1	1
623	то он	1	1
624	а лишь	1	1
625	такое же	2	1
626	приходит в	1	1
627	мышкин настасья	1	1
628	достоевского есть	1	1
629	на мир	1	1
630	хотя во	1	1
631	этого рассказа	1	1
632	он приходит	1	1
633	не то	1	1
634	без этого	1	1
635	алеши и	1	1
636	его он	1	1
637	связи с	1	1
638	переходит в	2	1
639	вот что	1	1
640	только борется	1	1
641	в большинстве	2	1
642	отношений к	1	1
643	когда герой	1	1
644	к богу	1	1
645	чтобы спасти	1	1
646	и вновь	1	1
647	здесь же	1	1
648	о стиле	1	1
649	участие в	1	1
650	что герои	1	1
651	она действительно	1	1
652	свой собственный	1	1
653	и прямой	1	1
654	и их	1	1
655	в письме	1	1
656	руки и	1	1
657	достоевского его	1	1
658	человек так	1	1
659	при всей	1	1
660	не о	4	1
661	противоречии с	1	1
662	проговорил алеша	2	1
663	как раз	4	1
664	не просто	2	1
665	достоевский и	1	1
666	же это	1	1
667	десять лет	1	1
668	покушением на	1	1
669	до начала	1	1
670	что и	3	1
671	или иной	4	1
672	в высшей	3	1
673	диалоге с	2	1
674	и рогожин	1	1
675	его с	5	1
676	уходит в	1	1
677	и прежде	4	1
678	и между	1	1
679	он продолжает	1	1
680	его из	1	1
681	выше и	1	1
682	так это	1	1
683	и считает	1	1
684	сам себе	1	1
685	в идиоте	1	1
686	человек в	1	1
687	самого начала	8	1
688	жизнь в	1	1
689	под влиянием	3	1
690	произвел на	1	1
691	в речи	2	1
692	уже давно	1	1
693	на фоне	1	1
694	устах ивана	1	1
695	и она	1	1
696	он жесток	1	1
697	эти слова	3	1
698	с первого	1	1
699	и особенно	1	1
700	но кто	1	1
701	я уже	2	1
702	раскольникова когда	1	1
703	бы меня	1	1
704	образа героя	3	1
705	требует от	1	1
706	с каким-то	2	1
707	нет ни	2	1
708	на ивана	1	1
709	который на	1	1
710	которому пришел	1	1
711	он говорит	1	1
712	не он	1	1
713	его участие	1	1
714	что весь	1	1
715	после убийства	1	1
716	что же	7	1
717	самого себя	1	1
718	не признал	1	1
719	у ивана	2	1
720	федора павловича	1	1
721	других романах	1	1
722	все сильнее	1	1
723	этого слова	5	1
724	в вас	1	1
725	карамазову в	1	1
726	но почему	1	1
727	ней в	1	1
728	комментируя его	1	1
729	отличается от	1	1
730	характерные для	1	1
731	свое последнее	1	1
732	поступков и	1	1
733	пока еще	2	1
734	при всем	1	1
735	которых я	2	1
736	под названием	1	1
737	глубине души	1	1
738	и для	8	1
739	отвечает на	1	1
740	пор еще	1	1
741	должна была	2	1
742	всего произведения	1	1
743	и человек	1	1
744	этот принцип	1	1
745	к диалогу	1	1
746	в результате	1	1
747	это как	3	1
748	своей собственной	1	1
749	человек и	4	1
750	об этих	1	1
751	себя самого	7	1
752	еще более	1	1
753	и ни	2	1
754	не должен	1	1
755	в сердце	1	1
756	будто бы	2	1
757	действительной жизни	1	1
758	теперь же	2	1
759	самоопределения героев	1	1
760	тот же	4	1
761	отношении к	7	1
762	за этим	1	1
763	может и	1	1
764	в свою	1	1
765	достоевским так	1	1
766	достоевский заставляет	2	1
767	между ними	1	1
768	с ней	1	1
769	не знает	6	1
770	сказать что	3	1
771	не принимают	1	1
772	из-под венца	1	1
773	но этот	1	1
774	в последнем	2	1
775	себе не	1	1
776	ни был	2	1
777	к действию	1	1
778	к другим	2	1
779	этого протеста	1	1
780	и другие	1	1
781	того времени	2	1
782	или во	1	1
783	как на	1	1
