N	4gram	Bakhtin_fo_1	FransuaR
1	в то же время	6	10
2	и в то же	4	5
3	но в то же	1	2
4	ни с одной из	1	2
5	дело в том что	2	2
6	в том числе и	2	2
7	и до сих пор	1	2
8	может быть и речи	1	1
9	с одной стороны и	2	1
10	в его существенных моментах	1	1
11	говорит о том что	1	1
12	в одном ряду с	1	1
13	как мы уже сказали	2	1
14	в то время когда	1	1
15	так и в особенности	1	1
16	его существенных моментах и	1	1
17	в той или иной	1	1
18	их удельный вес в	1	1
19	были чрезвычайно распространены в	1	1
20	в том что все	1	1
21	как мы уже говорили	3	1
22	остановимся здесь на одном	1	1
23	можно прямо сказать что	2	1
24	не может быть и	1	1
25	в этих условиях не	1	1
26	той или иной степени	1	1
27	играют громадную роль в	1	1
