N	3gram	Potebnia_M_4	Problemy
1	то же время	3	12
2	в то же	3	12
3	на самом деле	3	10
4	с самого начала	1	8
5	и т п	4	6
6	не может быть	5	6
7	по отношению к	8	5
8	во всяком случае	3	5
9	с точки зрения	3	4
10	но на самом	1	4
11	а между тем	4	3
12	как и у	1	3
13	он ни был	1	3
14	по крайней мере	5	3
15	и не в	1	3
16	что у меня	1	3
17	и все это	1	3
18	и в самом	1	3
19	с другой стороны	1	3
20	бы он ни	1	3
21	смысле этого слова	1	2
22	то что я	7	2
23	и к тому	1	2
24	подобно тому как	2	2
25	в этом случае	5	2
26	и не может	1	2
27	хотя бы и	2	2
28	вместе с тем	3	2
29	а может быть	1	2
30	что в нем	1	2
31	к тому чтобы	1	2
32	что все это	1	2
33	к другому и	1	2
34	того что он	1	2
35	что он в	1	2
36	и в этом	4	2
37	а не в	1	2
38	о том что	5	2
39	и в слове	1	2
40	тем не менее	4	2
41	на всю жизнь	1	2
42	в большинстве случаев	2	2
43	и т д	3	2
44	сплошь да рядом	1	1
45	хотя и не	1	1
46	он сам не	1	1
47	потому что в	3	1
48	и что только	1	1
49	бы ни был	1	1
50	если б и	1	1
51	вопрос что такое	2	1
52	и в отношении	1	1
53	и по отношению	2	1
54	в том и	2	1
55	в том же	2	1
56	что же касается	1	1
57	потому что не	1	1
58	находится в непосредственной	1	1
59	себе в этом	1	1
60	не было и	2	1
61	до сих пор	4	1
62	мы должны признать	1	1
63	заключают в себе	1	1
64	слова и мысли	1	1
65	мы могли бы	2	1
66	в этом отношении	1	1
67	то что в	2	1
68	того и другого	1	1
69	заключает в себе	8	1
70	рано или поздно	2	1
71	с ними в	1	1
72	со всех сторон	1	1
73	т п но	1	1
74	и то что	4	1
75	есть своего рода	1	1
76	к тому что	1	1
77	в этом роде	1	1
78	может быть что	1	1
79	в данном случае	2	1
80	что может быть	1	1
81	в которой есть	1	1
82	но при этом	1	1
83	главным образом в	1	1
84	что я в	1	1
85	и как бы	2	1
86	до того что	1	1
87	все более и	2	1
88	может быть и	1	1
89	что даже и	1	1
90	один из моментов	1	1
91	друг к другу	1	1
92	но и не	1	1
93	и тот же	2	1
94	и в том	2	1
95	мы видели что	1	1
96	мы должны рассмотреть	1	1
97	один и тот	2	1
98	на вопрос что	1	1
99	это потому что	2	1
100	можно представить в	1	1
101	может быть не	1	1
102	что в сущности	1	1
103	и было бы	1	1
104	но тем не	2	1
105	и вместе с	1	1
106	как и в	1	1
107	в свою очередь	1	1
108	и того же	1	1
109	не только не	3	1
110	более и более	2	1
111	можно сказать что	4	1
112	как бы ни	1	1
113	бы они ни	1	1
114	на то что	4	1
115	одного и того	1	1
116	вопрос о том	2	1
117	человек не только	1	1
118	для того чтобы	4	1
119	в них не	1	1
120	представить в виде	1	1
121	лицом к лицу	1	1
122	в том что	7	1
123	что и в	2	1
124	можем сказать что	2	1
125	полном убеждении в	1	1
126	его в другом	1	1
