N	2gram	Propp_Isto_4	Mirosoze
1	может быть	14	30
2	не только	15	29
3	и в	26	28
4	не может	6	28
5	но и	12	25
6	а не	6	25
7	он не	7	24
8	в этом	7	20
9	не было	1	18
10	у него	5	17
11	не в	5	16
12	потому что	6	16
13	в ней	1	15
14	в своей	4	15
15	переходит в	3	15
16	и есть	2	14
17	он был	1	14
18	никогда не	2	14
19	человека в	1	13
20	в нем	2	13
21	и он	3	12
22	и это	1	12
23	и не	9	11
24	в своем	2	10
25	было бы	2	10
26	бога и	1	10
27	что в	14	10
28	прежде всего	1	10
29	что он	10	10
30	был бы	1	10
31	и все	2	10
32	с тем	2	9
33	но он	4	9
34	и его	10	9
35	не есть	2	9
36	в его	5	9
37	человек в	1	9
38	в котором	1	8
39	но не	5	8
40	но в	5	7
41	в себе	2	7
42	к нему	6	7
43	того что	2	7
44	он весь	1	7
45	должна быть	2	6
46	и на	2	6
47	он сам	1	6
48	лишь в	2	6
49	в этой	2	6
50	только в	3	6
51	он уже	2	6
52	вместе с	6	6
53	все это	2	6
54	в том	3	6
55	это не	5	5
56	в самую	2	5
57	как и	7	5
58	что есть	2	5
59	у нас	2	5
60	не могут	2	5
61	то что	16	5
62	и я	1	5
63	это и	5	4
64	есть не	1	4
65	отношение к	2	4
66	духа и	1	4
67	увидим что	2	4
68	привести к	1	4
69	не к	2	4
70	не как	1	4
71	и по	5	4
72	должен был	3	4
73	в них	1	4
74	в этих	7	4
75	точки зрения	1	4
76	в которых	4	4
77	к ней	1	4
78	она не	3	4
79	иной мир	6	4
80	мог бы	1	4
81	что и	9	4
82	в середине	1	4
83	один из	1	4
84	в человека	1	4
85	уже не	5	4
86	уже в	2	4
87	а в	8	4
88	тем что	5	4
89	и вместе	1	4
90	не знал	1	4
91	и там	2	4
92	с этой	2	4
93	на пути	1	4
94	которых он	1	4
95	от него	2	4
96	не знает	1	4
97	небо и	1	4
98	вряд ли	1	3
99	не была	1	3
100	к богу	1	3
101	с этим	2	3
102	когда он	6	3
103	вера в	1	3
104	на том	2	3
105	и вот	2	3
106	на этом	2	3
107	и с	5	3
108	его в	9	3
109	не мог	3	3
110	том что	3	3
111	но если	1	3
112	не имеет	3	3
113	ничего не	5	3
114	в момент	1	3
115	к тому	1	3
116	особенно в	1	3
117	с собой	5	3
118	все его	1	3
119	нет у	1	3
120	в него	1	3
121	себя в	2	3
122	конечно не	2	3
123	одно из	1	3
124	и их	2	3
125	так как	9	3
126	не хотел	1	3
127	в иных	1	3
128	такого отношения	1	3
129	в мир	1	3
130	для человека	1	3
131	он должен	3	3
132	для нас	3	3
133	самого человека	1	3
134	хотя бы	2	3
135	будто бы	1	3
136	в свете	3	3
137	в иной	6	3
138	мы увидим	3	3
139	есть и	2	3
140	на своем	1	3
141	доступ к	1	3
142	одним из	1	2
143	в этот	4	2
144	связана с	2	2
145	не хочет	2	2
146	века в	1	2
147	к чему	1	2
148	а как	2	2
149	вопрос о	4	2
150	время как	1	2
151	в виду	1	2
152	или от	2	2
153	природу в	1	2
154	поле битвы	1	2
155	не все	1	2
156	себе и	1	2
157	относится к	3	2
158	в истории	2	2
159	т е	18	2
160	в центре	1	2
161	как в	7	2
162	все же	9	2
163	есть что-то	1	2
164	на человека	1	2
165	и как	5	2
166	и к	1	2
167	и у	5	2
168	он в	4	2
169	все эти	3	2
170	приводит к	1	2
171	вообще не	1	2
172	как он	6	2
173	если бы	2	2
174	к миру	1	2
175	легенды о	1	2
176	людей и	1	2
177	этом он	1	2
178	и мы	1	2
179	от его	1	2
180	сих пор	5	2
181	он живет	2	2
182	мир он	1	2
183	на земле	3	2
184	в то	1	2
185	в иное	7	2
186	к этим	2	2
187	в основе	1	2
188	по своей	2	2
189	когда мы	1	2
190	есть только	3	2
191	могут быть	6	2
192	его с	2	2
193	то время	1	2
194	и что	5	2
195	живет в	2	2
196	по сравнению	3	2
197	с ним	1	2
198	о нем	1	2
199	о том	4	2
200	с того	3	2
201	и во	2	2
202	и те	1	2
203	показывает как	2	2
204	достигает вершины	1	2
205	и она	1	2
206	мы видим	6	2
207	нем не	1	2
208	жизни и	1	2
209	человека с	3	2
210	как будто	1	2
211	даже и	2	2
212	момент в	1	2
213	в свой	2	2
214	во власти	1	2
215	до сих	5	2
216	в пути	2	2
217	мы еще	1	2
218	духа это	1	2
219	связано с	1	2
220	на этот	2	2
221	человеческой жизни	1	2
222	его как	2	2
223	долгое время	1	2
224	о чем	3	2
225	он и	1	2
226	есть одно	1	2
227	мир но	1	2
228	этот случай	9	2
229	как бы	3	2
230	в начале	1	2
231	в более	1	2
232	она может	1	2
233	бы в	1	2
234	уже нет	3	2
235	сказать что	2	2
236	к этой	3	2
237	к этому	5	2
238	все что	4	2
239	эта новая	1	1
240	а под	1	1
241	и т	27	1
242	открывает новый	1	1
243	и то	6	1
244	людей на	1	1
245	переход от	1	1
246	руки в	1	1
247	между двумя	12	1
248	к другому	1	1
249	был и	1	1
250	в зависимости	1	1
251	бы уже	1	1
252	мы имеем	7	1
253	мы не	1	1
254	уже более	1	1
255	установить что	2	1
256	начинается с	2	1
257	но она	1	1
258	что иное	3	1
259	принадлежит к	1	1
260	не вполне	1	1
261	отразился в	1	1
262	ему в	2	1
263	то это	5	1
264	зависимости от	1	1
265	существо не	1	1
266	собой в	2	1
267	еще не	6	1
268	за это	2	1
269	иное как	3	1
270	что люди	1	1
271	во всех	1	1
272	то мы	2	1
273	в юности	1	1
274	иных случаях	1	1
275	сам его	1	1
276	к которой	1	1
277	когда будет	1	1
278	тех же	2	1
279	если в	1	1
280	культуру и	1	1
281	и действительно	3	1
282	иногда и	2	1
283	что они	6	1
284	которые не	1	1
285	как говорит	1	1
286	тут дьявол	1	1
287	в одной	3	1
288	его на	4	1
289	как к	1	1
290	в различные	1	1
291	говорит что	2	1
292	был связан	1	1
293	его к	3	1
294	это более	1	1
295	него до	1	1
296	всегда был	1	1
297	человеке на	1	1
298	идет не	1	1
299	человек этот	1	1
300	жизни так	1	1
301	что же	1	1
302	на могиле	1	1
303	переходит на	1	1
304	роль в	1	1
305	говорят о	1	1
306	интересно что	4	1
307	имеем в	2	1
308	ее как	1	1
309	в мышлении	2	1
310	благодати в	1	1
311	люди а	1	1
312	они идут	1	1
313	он открывает	2	1
314	он все	1	1
315	человек всегда	1	1
316	силой и	1	1
317	которой не	1	1
318	и почему	1	1
319	всех этих	1	1
320	в силу	5	1
321	него есть	1	1
322	которое может	1	1
323	из него	1	1
324	его от	2	1
325	человеку но	1	1
326	указывали на	1	1
327	них не	1	1
328	на все	1	1
329	знает что	1	1
330	дома и	1	1
331	а что	1	1
332	которой он	2	1
333	с такой	1	1
334	без этой	1	1
335	в царстве	1	1
336	его нельзя	1	1
337	во время	7	1
338	от своего	3	1
339	этой связи	1	1
340	можно найти	2	1
341	там есть	1	1
342	есть та	1	1
343	и действует	1	1
344	знает и	2	1
345	было очень	1	1
346	он дает	1	1
347	не от	1	1
348	есть явление	1	1
349	что я	2	1
350	должны были	1	1
351	ответить на	1	1
352	мир и	1	1
353	болезнь и	1	1
354	и эти	1	1
355	на небо	7	1
356	и более	3	1
357	и наоборот	2	1
358	не должно	1	1
359	вовсе не	4	1
360	сам он	1	1
361	ему как	2	1
362	а от	1	1
363	с миром	3	1
364	не менее	2	1
365	идет на	2	1
366	вплоть до	1	1
367	чтобы иметь	2	1
368	в русской	3	1
369	то чего	3	1
370	на два	1	1
371	быть решен	1	1
372	двумя мирами	11	1
373	не могло	2	1
374	так много	2	1
375	человека за	1	1
376	находятся в	1	1
377	и необычайно	1	1
378	действительно в	1	1
379	отношения людей	1	1
380	во всем	3	1
381	же он	4	1
382	его он	1	1
383	вопрос же	1	1
384	не приведет	1	1
385	только с	2	1
386	в области	2	1
387	не потому	1	1
388	от того	2	1
389	у меня	1	1
390	не заставляет	1	1
391	к себе	3	1
392	борются в	1	1
393	родство с	1	1
394	все еще	3	1
395	в самые	1	1
396	можно и	1	1
397	на нем	5	1
398	и этим	2	1
399	в пределах	1	1
400	так в	4	1
401	но раньше	1	1
402	встреча с	1	1
403	слова а	1	1
404	в образе	3	1
405	так и	10	1
406	дела никакого	1	1
