N	2gram	Bakhtin_Pr_1	RusskieA
1	и в	29	29
2	т е	21	24
3	том что	7	22
4	в том	8	22
5	что в	8	22
6	как бы	19	18
7	в других	1	15
8	и другие	1	14
9	так как	6	13
10	может быть	24	13
11	в этом	22	11
12	как и	12	11
13	одна из	3	11
14	не только	15	10
15	и с	4	10
16	е в	2	10
17	все это	6	10
18	а на	1	9
19	о том	1	9
20	а в	7	9
21	его в	6	8
22	но и	14	8
23	ее в	1	8
24	как в	6	7
25	данном случае	2	7
26	мы видели	1	7
27	мы имеем	1	6
28	мы не	1	6
29	еще не	5	6
30	и на	7	6
31	при этом	2	6
32	таким образом	12	6
33	того чтобы	1	6
34	для того	1	6
35	в данном	2	6
36	этом случае	1	6
37	же в	2	6
38	и т	4	5
39	должна была	4	5
40	но не	9	5
41	но в	7	5
42	это не	9	5
43	т д	1	5
44	не может	12	5
45	потому что	8	5
46	для этого	1	5
47	и что	2	5
48	будто бы	1	5
49	или же	2	5
50	то что	15	5
51	с ней	1	5
52	к этому	1	5
53	же как	1	4
54	то же	14	4
55	вопрос о	2	4
56	не все	1	4
57	уже не	13	4
58	их в	4	4
59	в них	3	4
60	далеко не	3	4
61	в которых	2	4
62	не в	7	4
63	у нас	1	4
64	к нему	6	4
65	так что	2	4
66	то и	2	4
67	из них	1	4
68	именно в	5	4
69	а не	22	4
70	так же	6	4
71	по существу	3	4
72	и все	1	4
73	в таком	1	4
74	и о	5	3
75	в ее	1	3
76	что это	1	3
77	все эти	9	3
78	в этой	4	3
79	что она	6	3
80	подобно тому	3	3
81	и по	1	3
82	на этом	1	3
83	и других	1	3
84	с другими	7	3
85	не всегда	1	3
86	на первый	1	3
87	в котором	2	3
88	но он	2	3
89	она не	7	3
90	не имеет	1	3
91	как мы	4	3
92	во всех	1	3
93	в свете	4	3
94	а именно	1	3
95	того что	1	3
96	как например	2	3
97	между тем	5	3
98	в качестве	1	3
99	в последний	2	3
100	или даже	2	3
101	за ним	3	3
102	друг друга	3	3
103	где есть	1	3
104	тем что	4	3
105	что для	1	3
106	до конца	8	3
107	тому как	3	3
108	и там	1	3
109	и от	2	3
110	было бы	5	3
111	но если	1	3
112	также что	1	2
113	одним из	6	2
114	на самом	5	2
115	это и	5	2
116	так чтобы	4	2
117	на себя	2	2
118	из окошка	1	2
119	тогда как	1	2
120	с этим	2	2
121	все же	9	2
122	а и	1	2
123	как уже	1	2
124	и как	7	2
125	не было	4	2
126	в руках	1	2
127	та же	1	2
128	в которой	2	2
129	из этих	1	2
130	здесь мы	2	2
131	об этом	1	2
132	и иногда	1	2
133	для них	1	2
134	из нее	1	2
135	должно быть	4	2
136	можно больше	2	2
137	и еще	1	2
138	в своей	8	2
139	в их	3	2
140	не столько	1	2
141	должны были	1	2
142	как можно	2	2
143	в то	10	2
144	того как	1	2
145	никогда не	3	2
146	того в	1	2
147	связи с	2	2
148	кроме того	3	2
149	в момент	1	2
150	все то	4	2
151	должен быть	1	2
152	в виду	1	2
153	за пределами	1	2
154	то время	1	2
155	можно было	2	2
156	оно как	1	2
157	образом в	1	2
158	своей книге	1	2
159	от земли	1	2
160	с другой	3	2
161	части и	1	2
162	все в	3	2
163	у них	1	2
164	ее от	1	2
165	вся эта	1	2
166	что и	4	2
167	в форме	7	2
168	он есть	4	2
169	один из	2	2
170	этот вопрос	2	2
171	и ее	2	2
172	по этому	1	2
173	одно из	2	2
174	заметить что	2	2
175	на две	1	2
176	ее на	1	2
177	чем в	2	2
178	здесь в	1	2
179	человека а	1	2
180	а с	1	2
181	прежде всего	7	2
182	и пр	3	2
183	там где	10	2
184	совершенно не	1	2
185	из которых	2	2
186	могут быть	6	2
187	быть только	1	2
188	с этой	2	2
189	и для	4	2
190	ее и	1	2
191	только как	2	2
192	в своих	3	2
193	это в	1	2
194	отношение к	2	1
195	к воплощению	1	1
196	к этой	1	1
197	и есть	2	1
198	из самых	1	1
199	и до	3	1
200	с таким	1	1
201	и должен	1	1
202	сливается с	6	1
203	мы уже	2	1
204	например в	3	1
205	с теорией	1	1
206	не во	3	1
207	в первый	1	1
208	этом не	1	1
209	не была	1	1
210	так именно	1	1
211	совпадает с	2	1
212	то это	1	1
213	в ней	2	1
214	что каждый	1	1
215	относится и	1	1
216	тем как	4	1
217	отделима от	1	1
218	бы герой	1	1
219	ее до	1	1
220	явлений и	1	1
221	не входит	3	1
222	к слову	1	1
223	ответ на	1	1
224	нет и	1	1
225	что они	1	1
226	к сожалению	1	1
227	относится к	1	1
228	во что	2	1
229	несколько раз	1	1
230	первый взгляд	1	1
231	независимо от	1	1
232	что именно	1	1
233	стороны и	1	1
234	в своем	8	1
235	в противном	1	1
236	и смысловая	1	1
237	перед нами	5	1
238	хотя и	1	1
239	и наконец	4	1
240	от других	1	1
241	себе дело	1	1
242	более или	1	1
243	ясно и	1	1
244	от этого	1	1
245	в самом	10	1
246	уже в	3	1
247	он в	3	1
248	не оставляет	1	1
249	выражение в	6	1
250	ни одна	1	1
251	ее как	3	1
252	в мышлении	1	1
253	как он	1	1
254	но на	1	1
255	особенность этих	1	1
256	и если	1	1
257	вообще не	1	1
258	не следует	1	1
259	в нем	19	1
260	в статье	1	1
261	вера в	1	1
262	и одна	1	1
263	так сказать	4	1
264	всех этих	2	1
265	до самого	1	1
266	он должен	1	1
267	есть та	1	1
268	только в	10	1
269	на этих	1	1
270	но все	5	1
271	от нее	1	1
272	могла бы	1	1
273	что все	1	1
274	в другом	1	1
275	этих форм	1	1
276	а как	7	1
277	знает что	1	1
278	входит в	7	1
279	того или	1	1
280	по всему	1	1
281	нет в	1	1
282	такой же	1	1
283	остается в	1	1
284	можно найти	1	1
285	или менее	1	1
286	не раскрывает	1	1
287	в связь	1	1
288	когда ее	1	1
289	или точнее	1	1
290	таким же	3	1
291	бы к	2	1
292	наиболее полное	1	1
293	место в	1	1
294	и назначение	1	1
295	на свою	1	1
296	своего рода	1	1
297	как одна	1	1
298	мир и	5	1
299	но эта	4	1
300	одновременно как	1	1
301	но они	2	1
302	однако в	2	1
303	из одного	4	1
304	при всех	1	1
305	с которой	2	1
306	в русской	1	1
307	дело в	1	1
308	и притом	1	1
309	ее с	1	1
310	на него	3	1
311	в основе	4	1
312	подходят к	1	1
313	следовательно и	2	1
314	не всякий	1	1
315	была сделана	1	1
316	ничего не	5	1
317	с одним	1	1
318	в полной	1	1
319	наоборот он	1	1
320	образа и	1	1
321	и его	14	1
322	как будто	3	1
323	этом отношении	3	1
324	и оно	1	1
325	и веселья	1	1
326	и здесь	3	1
327	всей их	1	1
328	в духе	3	1
329	изображение или	1	1
330	во все	2	1
331	чтобы сделать	1	1
332	и всех	1	1
333	и за	1	1
334	для его	3	1
335	оно не	3	1
336	быть назван	1	1
337	и это	5	1
338	иметь в	1	1
339	себе в	1	1
340	не будет	1	1
341	свою очередь	1	1
342	и сами	1	1
343	здесь не	1	1
344	в особенности	1	1
345	и этим	3	1
346	в пределах	13	1
347	приводит к	3	1
348	земли можно	1	1
349	и совершенно	1	1
350	и когда	1	1
351	что у	1	1
352	достаточно чтобы	1	1
353	так и	7	1
354	здесь нет	1	1
355	руках и	1	1
356	найти в	1	1
357	могла быть	1	1
358	но у	4	1
359	если бы	9	1
360	с ним	5	1
361	находится в	2	1
362	место с	1	1
363	он здесь	1	1
364	другом месте	1	1
365	то они	2	1
366	настоящее время	1	1
367	совершенно иной	1	1
368	утверждает что	1	1
369	можно сказать	1	1
370	и во	2	1
371	же степени	1	1
372	входила в	2	1
373	в его	24	1
374	во всей	2	1
375	не надо	1	1
376	все время	2	1
377	если это	1	1
378	в литературе	4	1
379	быть и	1	1
380	на которой	1	1
381	но с	3	1
382	тот же	2	1
383	в основном	1	1
384	что он	8	1
385	мы увидим	1	1
386	ли он	1	1
387	в какой	1	1
388	и действительно	1	1
389	и так	1	1
390	который в	1	1
391	они могут	2	1
392	от них	2	1
393	же и	2	1
394	с нею	1	1
395	в большинстве	2	1
396	е не	2	1
397	но есть	1	1
398	на столе	1	1
399	мир в	3	1
400	был бы	6	1
401	не так	1	1
402	для него	18	1
403	всяком случае	3	1
404	могло бы	1	1
405	в одном	10	1
406	в пространстве	3	1
407	это предположение	1	1
408	в конце	6	1
409	чтобы она	1	1
410	в состоянии	1	1
411	к ним	1	1
412	ту сторону	2	1
413	как его	1	1
414	случае не	1	1
