N	2gram	Vygotskiy__4	RusskieA
1	и в	20	29
2	том что	35	22
3	в том	42	22
4	что в	19	22
5	в поле	1	19
6	как бы	7	18
7	состоит в	4	15
8	в других	1	15
9	и другие	9	14
10	так как	10	13
11	может быть	12	13
12	в этом	24	11
13	как и	9	11
14	в этот	1	10
15	не только	15	10
16	и с	4	10
17	все это	1	10
18	во многих	2	9
19	о том	5	9
20	а в	2	9
21	его в	6	8
22	показывает что	2	8
23	или на	1	8
24	но и	9	8
25	ее в	1	8
26	как в	5	7
27	данном случае	2	7
28	мы видели	6	7
29	представляют собой	1	7
30	или в	1	7
31	мы имеем	2	6
32	мы не	1	6
33	еще не	2	6
34	и на	6	6
35	при этом	12	6
36	таким образом	25	6
37	того чтобы	7	6
38	для нас	4	6
39	для того	5	6
40	с тем	6	6
41	вместе с	8	6
42	в данном	2	6
43	этом случае	3	6
44	же в	1	6
45	но не	3	5
46	следующим образом	3	5
47	но в	3	5
48	это не	5	5
49	не может	6	5
50	представление о	1	5
51	потому что	12	5
52	для этого	1	5
53	и что	8	5
54	то что	15	5
55	к этому	4	5
56	же как	6	4
57	то же	16	4
58	вопрос о	1	4
59	видели что	2	4
60	и сл	1	4
61	не все	1	4
62	уже не	1	4
63	их в	2	4
64	том же	2	4
65	а затем	2	4
66	далеко не	2	4
67	в избе	2	4
68	в которых	1	4
69	не в	4	4
70	тогда когда	8	4
71	у нас	1	4
72	что сила	1	4
73	мы рассмотрим	1	4
74	а также	2	4
75	к нему	2	4
76	так что	3	4
77	то и	1	4
78	в виде	3	4
79	из них	4	4
80	именно в	3	4
81	а не	7	4
82	о чем	1	4
83	так же	11	4
84	как это	9	4
85	эта теория	1	4
86	этих случаях	1	4
87	предположить что	1	4
88	по существу	3	4
89	в таком	2	4
90	только тогда	1	3
91	что это	2	3
92	все эти	5	3
93	в этой	3	3
94	что она	1	3
95	главным образом	1	3
96	подобно тому	2	3
97	и по	1	3
98	на этом	3	3
99	и других	3	3
100	с другими	1	3
101	должен был	1	3
102	не всегда	1	3
103	на первый	4	3
104	в этих	3	3
105	в отличие	2	3
106	выше мы	1	3
107	но он	1	3
108	в таких	1	3
109	не имеет	2	3
110	и после	1	3
111	такие же	1	3
112	и другой	3	3
113	как мы	13	3
114	нас к	3	3
115	во всех	1	3
116	того что	10	3
117	что здесь	2	3
118	между тем	9	3
119	в качестве	21	3
120	друг друга	4	3
121	отличие от	2	3
122	связаны с	1	3
123	тем что	7	3
124	тому как	2	3
125	и от	3	3
126	было бы	8	3
127	но если	1	3
128	они представляют	2	2
129	прав когда	1	2
130	одним из	2	2
131	и то	10	2
132	тем и	1	2
133	на самом	1	2
134	переход от	2	2
135	рассматривается как	1	2
136	так чтобы	1	2
137	что иное	1	2
138	не совсем	2	2
139	которое в	1	2
140	между собой	5	2
141	иное как	1	2
142	с одной	9	2
143	тогда как	2	2
144	мертвых и	1	2
145	с этим	5	2
146	все же	5	2
147	как уже	4	2
148	и как	9	2
149	та же	1	2
150	в которой	3	2
151	представляет собой	3	2
152	из этих	2	2
153	как оно	2	2
154	чтобы они	1	2
155	том чтобы	2	2
156	характер в	1	2
157	но вместе	2	2
158	здесь мы	2	2
159	связанные с	1	2
160	мы указывали	3	2
161	для них	1	2
162	должно быть	3	2
163	так в	1	2
164	в своей	7	2
165	нас не	1	2
166	в их	12	2
167	не столько	1	2
168	должны были	1	2
169	для объяснения	2	2
170	тем не	1	2
171	с развитием	1	2
172	не менее	3	2
173	что с	4	2
174	в то	1	2
175	того как	2	2
176	когда они	1	2
177	никогда не	5	2
178	того в	1	2
179	во всем	3	2
180	связи с	3	2
181	что на	2	2
182	в момент	1	2
183	когда мы	2	2
184	что при	2	2
185	должен быть	1	2
186	в виду	3	2
187	вывод что	1	2
188	то время	1	2
189	можно было	6	2
190	которые с	1	2
191	образом в	1	2
192	из основных	4	2
193	с другим	1	2
194	в глаза	1	2
195	после того	1	2
196	с другой	12	2
197	в приведенных	2	2
198	связь между	2	2
199	состояла в	2	2
200	у них	1	2
201	ее от	1	2
202	что и	9	2
203	в форме	1	2
204	также в	1	2
205	в него	2	2
206	один из	3	2
207	совсем не	1	2
208	и ее	1	2
209	по этому	1	2
210	одно из	1	2
211	моментов в	1	2
212	связано с	1	2
213	на две	1	2
214	в целях	1	2
215	чем в	3	2
216	здесь в	1	2
217	а с	2	2
218	прежде всего	2	2
219	одной стороны	9	2
220	научной литературе	1	2
221	совершенно не	3	2
222	нет никаких	1	2
223	что такие	2	2
224	если она	1	2
225	из которых	1	2
226	в течение	1	2
227	могут быть	7	2
228	как средство	1	2
229	с этой	4	2
230	и для	4	2
231	и при	4	2
232	не что	1	2
233	из этого	1	2
234	приводит нас	3	2
235	представлениями о	1	2
236	в своих	1	2
237	это в	2	2
238	ли мы	2	1
239	ту же	2	1
240	человека и	1	1
241	которые наблюдаются	1	1
242	относятся к	2	1
243	в приведенном	1	1
244	и есть	1	1
245	этой теории	4	1
246	тех форм	1	1
247	нас на	1	1
248	что эти	2	1
249	в силе	1	1
250	с таким	3	1
251	и должен	1	1
252	мы уже	5	1
253	например в	1	1
254	сравнительное исследование	1	1
255	что если	2	1
256	не во	1	1
257	на место	3	1
258	этом не	1	1
259	совпадает с	1	1
260	говорить о	1	1
261	мы и	2	1
262	в ней	2	1
263	на нем	2	1
264	проявляет себя	1	1
265	в различных	1	1
266	которое он	1	1
267	тем как	3	1
268	только два	1	1
269	их так	1	1
270	относятся и	1	1
271	не входит	1	1
272	если в	1	1
273	большое значение	1	1
274	при первом	1	1
275	отличаются от	1	1
276	что они	14	1
277	относится к	1	1
278	отнюдь не	3	1
279	независимо от	1	1
280	что именно	1	1
281	стороны и	2	1
282	в своем	4	1
283	в различные	1	1
284	перед нами	5	1
285	совершается на	1	1
286	этом же	1	1
287	хотя и	1	1
288	когда он	3	1
289	от других	2	1
290	по пути	2	1
291	не являются	3	1
292	увидим что	5	1
293	смысла слова	1	1
294	в самом	6	1
295	животных и	2	1
296	уже в	6	1
297	не оставляет	1	1
298	более подробно	1	1
299	что к	1	1
300	только один	1	1
301	тому же	6	1
302	в мышлении	21	1
303	как он	4	1
304	на то	5	1
305	но на	1	1
306	вообще не	2	1
307	к выводу	2	1
308	в нем	2	1
309	в статье	1	1
310	момента когда	1	1
311	не играют	1	1
312	так сказать	1	1
313	образом на	1	1
314	различные формы	1	1
315	в первую	4	1
316	до самого	1	1
317	он должен	1	1
318	ступень развития	1	1
319	свою силу	2	1
320	только в	10	1
321	сложности как	1	1
322	но все	1	1
323	в одну	1	1
324	что все	3	1
325	на все	3	1
326	из себя	1	1
327	а как	1	1
328	знает что	3	1
329	входит в	2	1
330	и наша	1	1
331	эту же	2	1
332	известно что	1	1
333	связанным с	1	1
334	своем исследовании	1	1
335	не соответствует	2	1
336	остановиться на	2	1
337	то увидим	7	1
338	и находит	1	1
339	сущность ее	1	1
340	качестве средства	2	1
341	в развитии	25	1
342	это сходство	1	1
343	такой же	2	1
344	и настоящих	1	1
345	нужно чтобы	1	1
346	что между	1	1
347	таким же	2	1
348	в такой	1	1
349	бы к	1	1
350	место в	2	1
351	это подтверждается	1	1
352	своего рода	1	1
353	признает что	1	1
354	получили название	1	1
355	но эта	1	1
356	свет на	1	1
357	но они	2	1
358	что этот	2	1
359	и таким	1	1
360	остаются на	2	1
361	что есть	1	1
362	того момента	1	1
363	стоит в	1	1
364	что эта	3	1
365	с которой	1	1
366	этого же	1	1
367	как о	1	1
368	эти формы	1	1
369	и притом	1	1
370	и молодые	1	1
371	на него	1	1
372	представления могут	1	1
373	в основе	17	1
374	с и	1	1
375	вытекает из	1	1
376	тем больше	1	1
377	и других?	1	1
378	ничего не	1	1
379	именно с	1	1
380	борьба между	1	1
381	по своей	6	1
382	вперед и	1	1
383	представление об	1	1
384	и его	5	1
385	так например	1	1
386	до того	1	1
387	этом отношении	7	1
388	не является	5	1
389	которая по	1	1
390	каждую из	1	1
391	и здесь	2	1
392	во все	1	1
393	основной формой	1	1
394	как только	2	1
395	сходство с	4	1
396	известные из	1	1
397	и другим	1	1
398	теории в	1	1
399	время они	1	1
400	ничего общего	3	1
401	и это	2	1
402	и которая	2	1
403	совпадают с	1	1
404	указывали на	1	1
405	свою очередь	2	1
406	и сами	2	1
407	здесь не	2	1
408	без всякого	1	1
409	на основе	10	1
410	более высокой	1	1
411	основные формы	1	1
412	так на	1	1
413	этих существ	1	1
414	ряду с	1	1
415	приводит к	3	1
416	стороны его	1	1
417	и совершенно	1	1
418	и когда	3	1
419	то как	2	1
420	поэтому мы	1	1
421	так и	5	1
422	себе этот	1	1
423	характер этих	1	1
424	мог бы	1	1
425	на которую	1	1
426	связи которые	3	1
427	оно все	2	1
428	палку в	1	1
429	же кругу	2	1
430	своему происхождению	1	1
431	том как	1	1
432	высокой ступени	1	1
433	без всякой	1	1
434	фаза в	1	1
435	если бы	5	1
436	собой и	2	1
437	нас нет	1	1
438	с ним	1	1
439	означает что	1	1
440	выводу что	2	1
441	из других	1	1
442	находится в	1	1
443	говорят что	1	1
444	на этой	1	1
445	и поэтому	3	1
446	настоящее время	2	1
447	с того	1	1
448	можно сказать	1	1
449	видели также	1	1
450	может не	2	1
451	приводят нас	1	1
452	и во	3	1
453	однако такое	1	1
454	нас в	3	1
455	совершаемые с	1	1
456	состоит не	1	1
457	и остаются	1	1
458	этот момент	1	1
459	в его	11	1
460	во всей	4	1
461	все время	4	1
462	как правило	1	1
463	если это	1	1
464	полагая что	1	1
465	в другую	3	1
466	кругу явлений	1	1
467	это приводит	1	1
468	с той	2	1
469	но так	2	1
470	на которой	1	1
471	силу их	1	1
472	тот же	9	1
473	в основном	1	1
474	с ними	1	1
475	на другие	1	1
476	что он	6	1
477	мы увидим	1	1
478	в какой	3	1
479	и является	3	1
480	и действительно	1	1
481	и так	1	1
482	верно и	1	1
483	который в	1	1
484	они могут	2	1
485	указывает что	1	1
486	какой степени	2	1
487	этого комплекса	2	1
488	сильнее чем	1	1
489	же и	1	1
490	вопроса о	2	1
491	не всякое	1	1
492	только на	2	1
493	значение и	1	1
494	раньше чем	5	1
495	угол в	2	1
496	в данной	2	1
497	и обратно	1	1
498	тем сильнее	1	1
499	это обстоятельство	1	1
500	не будут	1	1
501	для него	2	1
502	всяком случае	3	1
503	на глаза	1	1
504	в одном	1	1
505	это предположение	4	1
506	в конце	1	1
507	чтобы она	1	1
508	в состоянии	1	1
509	как его	1	1
510	случае не	2	1
511	как раз	1	1
512	не просто	2	1
513	указание на	1	1
514	встречаемся с	1	1
515	они становятся	1	1
516	время как	1	1
517	в другой	2	1
518	и даже	1	1
519	даже не	1	1
520	это составляет	1	1
521	и связывание	1	1
522	как у	1	1
523	по своим	1	1
524	участвующих в	1	1
525	имеет место	1	1
526	и затем	1	1
527	совпадают по	3	1
528	выступает в	5	1
529	близко к	1	1
530	и древним	1	1
531	целым рядом	1	1
532	на которых	1	1
533	не на	1	1
534	а по	1	1
535	и следовательно	1	1
536	на которые	1	1
537	под влиянием	2	1
538	также с	2	1
539	может иметь	1	1
540	имея в	1	1
541	части ее	1	1
542	эти слова	1	1
543	он тем	1	1
544	как эти	1	1
545	и потому	1	1
546	или по	1	1
547	по своему	4	1
548	связаны в	1	1
549	в область	1	1
550	той и	1	1
551	смысле этого	7	1
552	он может	1	1
553	а потом	2	1
554	те и	9	1
555	изучение этих	1	1
556	равным образом	1	1
557	в тех	1	1
558	исходя из	1	1
559	многих других	1	1
560	который он	1	1
561	из первого	1	1
562	в современной	2	1
563	и более	7	1
564	быть не	1	1
565	этого слова	11	1
566	и не	8	1
567	не касается	1	1
568	на пути	1	1
569	но это	1	1
570	она будет	1	1
571	что касается	1	1
572	по времени	1	1
573	и тогда	2	1
574	из ряда	2	1
575	при всем	1	1
576	например из	1	1
577	и другими	1	1
578	первую очередь	4	1
579	в настоящее	2	1
580	одно общее	1	1
581	тем более	1	1
582	мы должны	11	1
583	первое что	2	1
584	только что	4	1
585	которые в	4	1
586	то их	1	1
587	его к	4	1
588	только с	1	1
589	в период	1	1
590	от первого	1	1
591	в свою	2	1
592	сказать что	6	1
593	другой стороны	9	1
594	на который	1	1
595	в точности	1	1
596	всех других	1	1
597	одновременно и	1	1
598	содержится в	1	1
599	из своей	1	1
600	время не	1	1
601	и становится	1	1
602	во всяком	4	1
603	очень редко	1	1
