N	3gram	Tiupa_Hudo_1	Myshleni
1	в том что	7	31
2	заключается в том	1	14
3	с точки зрения	3	11
4	те и другие	1	9
5	с одной стороны	2	9
6	в этом смысле	3	8
7	с другой стороны	5	8
8	то же самое	1	7
9	одно и то	3	6
10	что в основе	2	6
11	и то же	3	6
12	и того же	2	5
13	так же как	1	5
14	одного и того	2	5
15	для того чтобы	2	5
16	таким образом что	1	4
17	с этой точки	1	4
18	этой точки зрения	1	4
19	и тем самым	1	4
20	состоит в том	5	3
21	в этом случае	1	3
22	точно так же	1	3
23	в связи с	1	3
24	о том что	1	3
25	в настоящее время	1	2
26	в том числе	2	2
27	и для других	1	2
28	в отличие от	7	2
29	мы видим в	1	2
30	том числе и	1	2
31	а с другой	2	2
32	содержит в себе	1	2
33	с логической точки	1	2
34	то что они	1	2
35	не могут быть	1	2
36	логической точки зрения	1	2
37	ли не первым	1	2
38	в свою очередь	2	2
39	никогда не бывает	1	2
40	подобно тому как	1	2
41	по своей природе	2	1
42	я думаю что	1	1
43	том отношении что	1	1
44	что иное как	1	1
45	не является ни	1	1
46	прежде всего в	1	1
47	как бы не	1	1
48	между собой в	1	1
49	первого из этих	1	1
50	в поле зрения	1	1
51	он должен согласиться	1	1
52	во всей своей	1	1
53	том случае если	1	1
54	что он не	1	1
55	не входит в	1	1
56	как это ни	1	1
57	идет о чем-то	1	1
58	бы то ни	1	1
59	при этом не	1	1
60	состоит не в	1	1
61	заключает в себе	1	1
62	одном и том	1	1
63	русском языке обозначают	1	1
64	значении этого слова	2	1
65	в том случае	1	1
66	в себе никакого	1	1
67	к тому что	2	1
68	то ни было	1	1
69	даже в том	1	1
70	по своей структуре	1	1
71	и том же	1	1
72	как один из	1	1
73	не содержит в	1	1
74	мы имеем дело	2	1
75	имея в виду	1	1
76	имеем дело с	1	1
77	не только к	1	1
78	к тому же	1	1
79	в том отношении	1	1
80	как бы в	1	1
81	не может быть	3	1
82	едва ли не	1	1
83	проявляет себя в	1	1
84	в то время	1	1
85	только то что	1	1
86	по отношению к	9	1
87	в русском языке	1	1
88	тем и другим	1	1
89	ту же самую	1	1
90	точки зрения логики	1	1
91	больше и больше	1	1
92	что говоря о	1	1
93	можно сказать что	3	1
94	мы говорим о	1	1
95	бы они ни	1	1
96	они ни были	1	1
97	друг от друга	1	1
98	в этих случаях	1	1
99	с которыми он	1	1
100	не что иное	1	1
101	мы встречаемся с	1	1
102	тех или иных	2	1
103	тем не менее	3	1
104	том что он	1	1
105	как и в	1	1
106	и те и	1	1
107	оно состоит в	1	1
