N	3gram	Vinokur_Vv_1	Literetu
1	то же время	5	7
2	в то же	5	7
3	в этом отношении	3	5
4	в отличие от	3	5
5	по отношению к	4	4
6	не говоря уже	2	4
7	в данном случае	4	4
8	с одной стороны	4	4
9	о том что	12	4
10	в том что	12	4
11	в соответствии с	2	3
12	с точки зрения	2	3
13	говоря уже о	1	3
14	не может быть	8	3
15	состоит в том	2	2
16	в самом деле	5	2
17	подобно тому как	1	2
18	то же самое	2	2
19	одной стороны и	3	2
20	бы то ни	1	2
21	но и в	1	2
22	из того что	1	2
23	в первой половине	1	2
24	в том чтобы	5	2
25	не только в	4	2
26	то ни было	1	2
27	так или иначе	4	2
28	с другой стороны	5	2
29	разумеется не в	1	2
30	и в самом	3	2
31	той или иной	1	2
32	обратим внимание на	1	2
33	но уже и	1	1
34	в другом месте	2	1
35	уже шла речь	1	1
36	что иное как	4	1
37	не только по	1	1
38	этом втором случае	1	1
39	на самом деле	1	1
40	себя со стороны	2	1
41	имеется в виду	1	1
42	как будто бы	2	1
43	о которой в	1	1
44	не как на	1	1
45	целом ряде других	1	1
46	в ней есть	1	1
47	только в том	2	1
48	хотя бы и	2	1
49	же время в	1	1
50	вместе с тем	3	1
51	во второй половине	2	1
52	и т п	5	1
53	и тогда она	1	1
54	самого по себе	1	1
55	шла речь в	3	1
56	именно в этом	3	1
57	и тем не	3	1
58	и то что	2	1
59	но одно дело	1	1
60	ту или иную	1	1
61	как раз в	1	1
62	в значительной степени	1	1
63	природе того что	1	1
64	на этой почве	2	1
65	не что иное	4	1
66	может быть не	1	1
67	и в целом	1	1
68	как он выражается	2	1
69	действительность в ее	3	1
70	в связи с	2	1
71	человеческого духа в	1	1
72	вопрос о том	5	1
73	в целом ряде	2	1
74	для того чтобы	21	1
75	и в том	3	1
76	а не только	1	1
77	на вопрос что	1	1
78	что несмотря на	2	1
79	этой точки зрения	1	1
80	но уже в	1	1
81	в свою очередь	1	1
82	в этом втором	1	1
83	в этой системе	1	1
84	с этой точки	1	1
85	в каждом своем	1	1
86	тогда когда оно	1	1
87	к тому что	1	1
88	в истории русской	1	1
89	сама по себе	3	1
90	тем не менее	8	1
91	это не только	2	1
92	может быть в	2	1
