N	3gram	Vygotskiy__6	RusskieA
1	в том что	19	18
2	состоит в том	2	13
3	в этом случае	2	6
4	в данном случае	1	6
5	для того чтобы	8	6
6	вместе с тем	2	4
7	так же как	6	4
8	мы видели что	3	4
9	в отличие от	1	3
10	не может быть	2	3
11	подобно тому как	1	3
12	только тогда когда	1	3
13	тем не менее	1	2
14	что иное как	1	2
15	же как и	1	2
16	из которых одна	1	2
17	не что иное	1	2
18	но вместе с	1	2
19	в этом и	1	2
20	мы не можем	1	2
21	в то время	6	2
22	после того как	1	2
23	с одной стороны	1	2
24	том что в	1	1
25	это приводит нас	1	1
26	потому что он	4	1
27	не может не	1	1
28	что при этом	1	1
29	потому что в	1	1
30	из этих же	1	1
31	показывает что в	1	1
32	но так как	1	1
33	что один из	1	1
34	в настоящее время	1	1
35	это в свою	1	1
36	так что в	1	1
37	одна из основных	1	1
38	в том же	2	1
39	о том как	1	1
40	те и другие	1	1
41	без всякой связи	1	1
42	если верно что	2	1
43	но все это	1	1
44	мы не имеем	1	1
45	в первую очередь	3	1
46	играют никакой роли	1	1
47	в этом отношении	3	1
48	то что в	1	1
49	по аналогии с	1	1
50	из того что	3	1
51	одновременно и в	1	1
52	можно было бы	5	1
53	приводят нас к	1	1
54	и что с	1	1
55	этот вопрос надо	1	1
56	там где есть	1	1
57	том же а	1	1
58	не может удовлетворить	1	1
59	смысле этого слова	1	1
60	не менее эти	1	1
61	те или другие	1	1
62	и в этом	1	1
63	что именно в	1	1
64	не играют никакой	1	1
65	так как оно	1	1
66	то время как	5	1
67	а в других	1	1
68	данном случае мы	1	1
69	с другой стороны	2	1
70	в свою очередь	1	1
71	один из них	1	1
72	с того что	2	1
73	к выводу что	1	1
74	не непосредственно а	1	1
75	можно сказать что	6	1
76	с тем и	2	1
77	а не на	1	1
78	на то что	4	1
79	совершенно очевидно что	2	1
80	вопрос о том	1	1
81	но не с	1	1
82	как одна из	1	1
83	как и в	1	1
84	как мы видели	4	1
