N	2gram	Bakhtin_Pr_3	Myshleni
1	то что	11	26
2	в этом	16	25
3	что он	23	25
4	потому что	12	21
5	таким образом	5	19
6	точки зрения	8	18
7	в том	3	18
8	не может	19	18
9	того чтобы	1	17
10	не только	10	16
11	и в	34	16
12	того что	5	16
13	так как	4	16
14	что в	7	16
15	том что	3	15
16	так же	8	15
17	для того	1	14
18	в сущности	11	13
19	между собой	1	13
20	в процессе	1	13
21	сказать что	2	13
22	вопрос о	2	12
23	по отношению	5	12
24	и что	5	12
25	и не	29	12
26	отношению к	6	12
27	отношение к	6	11
28	в его	22	11
29	но не	4	10
30	было бы	2	10
31	как мы	7	10
32	только в	6	10
33	а не	9	10
34	с точки	4	9
35	в отношении	9	9
36	может быть	19	9
37	то же	14	8
38	должно быть	3	8
39	как и	18	8
40	если бы	4	8
41	в основе	1	8
42	о том	2	8
43	он не	15	8
44	мы должны	5	8
45	того же	2	7
46	внутренней речи	4	7
47	в нем	19	7
48	но он	3	7
49	по себе	3	7
50	внутренняя речь	3	7
51	приводит к	1	7
52	так и	6	7
53	мы могли	1	7
54	с другом	2	7
55	друг с	2	7
56	и на	6	6
57	могли бы	1	6
58	но в	16	6
59	в этой	1	6
60	как он	3	6
61	в другом	8	6
62	не в	9	6
63	речи в	2	6
64	что оно	2	6
65	что все	4	6
66	мы можем	1	6
67	у него	4	6
68	но и	12	6
69	в той	2	6
70	к тому	5	6
71	в такой	3	5
72	мы и	2	5
73	что они	6	5
74	как в	4	5
75	в своем	2	5
76	говорит что	1	5
77	в которой	2	5
78	он должен	2	5
79	на все	1	5
80	тому что	2	5
81	с ним	8	5
82	что с	3	5
83	самого начала	8	5
84	в то	12	5
85	тогда когда	1	5
86	никогда не	8	5
87	ничего не	4	5
88	этом отношении	1	5
89	с самого	8	5
90	можно было	1	5
91	по сравнению	1	5
92	на вопрос	4	5
93	можно сказать	1	5
94	тот же	2	5
95	хотя бы	5	5
96	для него	13	5
97	тем что	4	5
98	как бы	27	5
99	не является	2	5
100	еще более	2	5
101	только что	3	5
102	не знает	6	5
103	и то	3	4
104	той же	2	4
105	что если	1	4
106	время как	1	4
107	мысль что	2	4
108	не то	2	4
109	за пределы	2	4
110	сама по	2	4
111	в самом	8	4
112	все эти	4	4
113	с их	1	4
114	вообще не	2	4
115	при этом	4	4
116	подобно тому	2	4
117	и по	1	4
118	это не	5	4
119	такой же	3	4
120	тому чтобы	2	4
121	мысли в	1	4
122	в пределах	6	4
123	еще не	4	4
124	так что	5	4
125	и их	1	4
126	речь и	1	4
127	не могут	1	4
128	точек зрения	2	4
129	с другой	4	4
130	к которому	2	4
131	на этот	1	4
132	вместе с	4	4
133	тому как	2	4
134	с этой	2	4
135	что сознание	1	4
136	в целом	5	4
137	бы в	3	4
138	в свою	1	4
139	речи как	1	4
140	функции в	3	3
141	самом деле	13	3
142	это и	2	3
143	между двумя	2	3
144	в первом	1	3
145	с таким	4	3
146	говорить о	3	3
147	как я	3	3
148	по своему	3	3
149	он может	2	3
150	но как	4	3
151	ответ на	1	3
152	оно является	1	3
153	с этим	2	3
154	показать что	2	3
155	все же	7	3
156	и как	3	3
157	то в	2	3
158	он в	4	3
159	и тот	1	3
160	чем его	1	3
161	как с	1	3
162	к внутренней	1	3
163	этого вопроса	1	3
164	на этом	4	3
165	и может	1	3
166	с тем	5	3
167	мы видели	3	3
168	и того	2	3
169	что значит	2	3
170	в этих	1	3
171	таким же	1	3
172	в их	1	3
173	сих пор	1	3
174	и более	1	3
175	нас к	1	3
176	из которых	1	3
177	не менее	3	3
178	до конца	3	3
179	но что	1	3
180	идет в	1	3
181	только не	1	3
182	как она	2	3
183	по своей	1	3
184	и его	16	3
185	связи с	1	3
186	все не	1	3
187	приходит к	1	3
188	свою очередь	1	3
189	в себя	1	3
190	еще в	3	3
191	и с	15	3
192	никак не	1	3
193	до сих	1	3
194	в чем	5	3
195	этих двух	1	3
196	к нему	14	3
197	что и	5	3
198	одной из	1	3
199	между тем	3	3
200	вопрос об	1	3
201	с одной	1	3
202	его и	3	3
203	мы знаем	2	3
204	в одном	5	3
205	а в	5	3
206	его мысли	1	3
207	еще и	1	3
208	один и	1	3
209	говорит о	2	3
210	прежде всего	15	3
211	все основные	1	3
212	речь не	1	3
213	требует от	1	3
214	этом случае	2	3
215	но это	4	3
216	одного и	1	3
217	к его	1	3
218	как на	2	3
219	значение в	1	3
220	ту же	1	2
221	отношения к	1	2
222	одним из	1	2
223	такое же	1	2
224	нам кажется	1	2
225	что эти	1	2
226	приводят к	1	2
227	совпадает с	2	2
228	я не	7	2
229	зависимости от	1	2
230	в ней	3	2
231	столь же	2	2
232	во всех	2	2
233	что я	15	2
234	отличие от	2	2
235	в центре	1	2
236	не два	1	2
237	свою внутреннюю	1	2
238	когда он	2	2
239	как всякая	1	2
240	и к	12	2
241	в этот	2	2
242	поэтому он	3	2
243	бы сказать	1	2
244	тому же	2	2
245	на его	4	2
246	к одному	3	2
247	в корне	1	2
248	из виду	1	2
249	именно это	1	2
250	но все	5	2
251	те же	2	2
252	на протяжении	5	2
253	в жизни	2	2
254	в них	2	2
255	в высшей	3	2
256	все равно	4	2
257	в своей	3	2
258	в котором	3	2
259	мы говорили	1	2
260	в отличие	2	2
261	его отношение	4	2
262	должны были	1	2
263	из области	1	2
264	друг другу	4	2
265	и эти	1	2
266	все это	16	2
267	их в	3	2
268	на всю	2	2
269	же мы	1	2
270	этими двумя	2	2
271	высшей степени	3	2
272	но только	2	2
273	главное и	1	2
274	во всем	3	2
275	до того	1	2
276	для другого	2	2
277	то это	1	2
278	лежит в	2	2
279	и другим	1	2
280	не способен	1	2
281	знает что	3	2
282	для его	2	2
283	он оказывается	1	2
284	в виду	3	2
285	но при	1	2
286	на основе	1	2
287	речи то	1	2
288	что у	6	2
289	на нее	2	2
290	не с	2	2
291	речь как	1	2
292	к самой	1	2
293	это мы	1	2
294	находится в	2	2
295	именно потому	2	2
296	всем протяжении	1	2
297	образом в	1	2
298	его в	4	2
299	и требует	1	2
300	говорит он	3	2
301	происходит в	1	2
302	что только	1	2
303	со всеми	2	2
304	с которыми	2	2
305	на всем	1	2
306	только на	4	2
307	ни одного	5	2
308	но с	2	2
309	этого процесса	1	2
310	из них	5	2
311	никто не	1	2
312	вовсе не	11	2
313	как будто	7	2
314	и даже	7	2
315	и между	1	2
316	а с	3	2
317	своего собственного	3	2
318	себя и	8	2
319	обратиться к	1	2
320	может ли	1	2
321	о чем	2	2
322	на который	2	2
323	ни на	1	2
324	и потому	2	2
325	сознание и	1	2
326	и основной	1	2
327	в тот	1	2
328	и от	5	2
329	благодаря этому	2	2
330	только для	1	2
331	которых он	2	2
332	сознания и	3	2
333	которая в	1	2
334	чем он	1	2
335	или не	1	2
336	от всякого	1	2
337	отношением к	4	2
338	другой стороны	3	2
339	понятиями в	1	2
340	но этот	2	2
341	из этого	1	2
342	жизни и	3	2
343	в своих	1	2
344	во всяком	5	2
345	а между	3	1
346	как чистый	1	1
347	также и	1	1
348	например в	2	1
349	на самом	11	1
350	но тем	1	1
351	здесь и	2	1
352	к другому	20	1
353	его же	1	1
354	нем но	1	1
355	из его	4	1
356	и больше	1	1
357	которыми он	1	1
358	несколько иной	1	1
359	мы уже	6	1
360	еще на	1	1
361	и ничего	1	1
362	на первом	1	1
363	и о	1	1
364	что уже	1	1
365	во внутреннем	2	1
366	которого мы	1	1
367	но она	1	1
368	самого говорящего	1	1
369	но уже	1	1
370	эта функция	1	1
371	и ее	2	1
372	событий и	1	1
373	себе что	1	1
374	мы без	2	1
375	собой в	1	1
376	он был	1	1
377	он сам	5	1
378	нам представляется	1	1
379	бы то	4	1
380	что его	3	1
381	это означало	1	1
382	с его	6	1
383	в ее	3	1
384	друг к	1	1
385	в голове	1	1
386	в план	1	1
387	в общем	4	1
388	с совершенно	1	1
389	предметом своего	1	1
390	после всего	1	1
391	независимо от	1	1
392	как к	4	1
393	более и	1	1
394	как нам	1	1
395	перед нами	1	1
396	этому не	1	1
397	и наконец	5	1
398	и каждое	1	1
399	не воспроизводит	1	1
400	в себе	6	1
401	за собой	3	1
402	именно эта	1	1
403	что это	5	1
404	сказать о	1	1
405	зрения не	1	1
406	всеопределяющим влиянием	1	1
407	другого как	4	1
408	вообще а	1	1
409	же собственным	1	1
410	на то	1	1
411	но на	4	1
412	так сказать	2	1
413	роли в	1	1
414	его но	1	1
415	уже сама	1	1
416	что-нибудь в	1	1
417	его более	1	1
418	независимость от	2	1
419	к миру	1	1
420	не как	3	1
421	собой не	1	1
422	оно должно	2	1
423	ни были	1	1
424	ибо она	1	1
425	в плане	6	1
426	языком и	1	1
427	которое как	1	1
428	одно и	1	1
429	и заключается	1	1
430	значительной степени	1	1
431	в каждом	3	1
432	здесь мы	1	1
433	совпадают с	1	1
434	главным образом	1	1
435	конечно в	2	1
436	об этом	1	1
437	выражением этого	1	1
438	к другу	1	1
439	зрения на	1	1
440	лишь в	5	1
441	входит в	2	1
442	как тот	1	1
443	и других	1	1
444	может стать	1	1
445	этом смысле	4	1
446	приходит в	1	1
447	мог бы	2	1
448	ни в	4	1
449	рядом с	4	1
450	в слове	5	1
451	эту тему	1	1
452	которой он	2	1
453	несмотря на	1	1
454	нигде не	1	1
455	после этого	1	1
456	как таковой	1	1
457	нисколько не	2	1
458	их на	1	1
459	же есть	1	1
460	места в	1	1
461	сказать так	1	1
462	внутренние и	1	1
463	причины и	1	1
464	социальных форм	1	1
465	смысле можно	1	1
466	же это	1	1
467	она в	2	1
468	знает и	7	1
469	не столько	1	1
470	он дает	2	1
471	они уже	1	1
472	вопрос на	1	1
473	в основном	1	1
474	которые в	2	1
475	развивается и	1	1
476	в прямом	1	1
477	тем не	2	1
478	однако в	2	1
479	том же	1	1
480	наиболее чистом	1	1
481	из слов	1	1
482	вернемся к	1	1
483	существенно новых	1	1
484	как можно	3	1
485	она не	1	1
486	от нас	1	1
487	есть нечто	1	1
488	он говорил	4	1
489	отличается от	2	1
490	его собственного	2	1
