N	3gram	Bakhtin_Fr_3	Psycholo
1	для того чтобы	3	19
2	в том что	1	14
3	о том что	2	6
4	заключается в том	1	6
5	до сих пор	4	5
6	с другой стороны	1	5
7	по сравнению с	2	4
8	одним и тем	1	3
9	то что он	1	3
10	и тем же	1	3
11	с самого начала	1	3
12	мы видим что	1	3
13	можно было бы	2	3
14	в этом отношении	2	3
15	что иное как	1	2
16	и той же	2	2
17	в этом случае	1	2
18	как это делает	1	2
19	может быть и	1	2
20	с точки зрения	1	2
21	на первый план	1	2
22	в отличие от	3	2
23	то же событие	1	2
24	одной и той	2	2
25	в данном случае	2	2
26	в том чтобы	1	2
27	все то что	2	2
28	само по себе	1	2
29	не может быть	2	2
30	и в самом	1	2
31	не что иное	1	2
32	той или иной	2	2
33	мы знаем что	1	2
34	можно сказать что	2	2
35	на самом деле	3	2
36	и в сущности	1	1
37	том что в	1	1
38	на том что	1	1
39	что в то	1	1
40	что в основе	1	1
41	но только не	1	1
42	прежде всего на	1	1
43	оно может быть	1	1
44	дело в том	1	1
45	мы имеем в	1	1
46	по отношению к	2	1
47	требует от нас	1	1
48	и смерти в	1	1
49	и в этом	1	1
50	например в том	1	1
51	такой полнотой и	1	1
52	в другом месте	1	1
53	первое из них	1	1
54	жизни и смерти	2	1
55	только то что	1	1
56	но несмотря на	1	1
57	что в нем	1	1
58	которая могла бы	1	1
59	в основе своей	1	1
60	и др в	1	1
61	в значительной мере	1	1
62	остановимся прежде всего	1	1
63	романа на этом	1	1
64	и в частности	1	1
65	что оно может	1	1
66	в применении к	1	1
67	каждый из этих	1	1
68	все эти три	1	1
69	уже указывали на	1	1
70	смысле этого слова	1	1
71	как будто бы	1	1
72	и в этой	1	1
73	там же где	1	1
74	слов то есть	1	1
75	и в романе	2	1
76	мы все время	1	1
77	мы уже приводили	2	1
78	в самом существенном	1	1
79	в этом образе	2	1
80	сих пор не	1	1
81	потому что через	1	1
82	в том именно	1	1
83	в свою очередь	1	1
84	в собственном смысле	1	1
85	с такой полнотой	1	1
86	но никак не	1	1
87	что он изображает	1	1
88	том именно и	1	1
89	мы видели что	1	1
90	этому мы находим	1	1
91	мы уже указывали	1	1
92	именно для того	1	1
93	говорит об этом	2	1
94	вместо того чтобы	1	1
95	одна из самых	1	1
96	на одном из	1	1
97	и это очень	1	1
98	и в другом	1	1
