N	2gram	Ircho_Kome_3	DiskursI
1	в качестве	2	34
2	не только	5	28
3	в том	12	23
4	а не	4	22
5	том что	13	19
6	представляет собой	3	17
7	может быть	6	17
8	как и	3	16
9	и в	22	16
10	в этом	8	15
11	еще не	6	14
12	но и	4	14
13	при этом	7	13
14	по своей	1	11
15	но не	1	11
16	прежде всего	5	11
17	и не	21	11
18	как в	2	10
19	далеко не	3	10
20	с другой	4	10
21	по отношению	5	9
22	в нем	3	9
23	не может	3	9
24	состоит в	2	9
25	с одной	3	9
26	одной стороны	3	9
27	в частности	3	9
28	отношению к	3	9
29	отнюдь не	4	8
30	но в	5	8
31	о том	8	8
32	так и	4	8
33	а также	2	8
34	не было	2	7
35	в себе	4	7
36	то же	7	7
37	не в	4	7
38	в основе	2	7
39	роль в	2	7
40	со стороны	11	7
41	в его	8	7
42	только в	1	7
43	в своем	8	6
44	и как	1	6
45	ни к	1	6
46	и на	2	5
47	во всех	2	5
48	отличие от	2	5
49	тому же	6	5
50	в силу	2	5
51	в котором	2	5
52	в их	2	5
53	в отличие	1	5
54	в себя	1	5
55	сводится к	1	5
56	в эпоху	2	5
57	можно сказать	1	5
58	а с	1	5
59	как бы	3	5
60	к тому	6	5
61	а в	7	5
62	то что	4	5
63	в своей	5	5
64	и о	2	4
65	в которых	5	4
66	с его	3	4
67	в сторону	1	4
68	отношение к	5	4
69	в истории	1	4
70	и к	3	4
71	в целом	3	4
72	на его	2	4
73	не как	2	4
74	в них	3	4
75	потому что	10	4
76	могут быть	1	4
77	жанра в	1	4
78	же время	5	4
79	между тем	2	4
80	во втором	1	4
81	одной из	3	4
82	что он	8	4
83	что не	3	4
84	связи с	5	4
85	такого рода	1	4
86	не является	4	4
87	что в	5	4
88	того же	6	3
89	и потому	1	3
90	в первом	1	3
91	столь же	3	3
92	в одной	1	3
93	с этим	3	3
94	перед нами	1	3
95	в самом	9	3
96	из жизни	1	3
97	это не	2	3
98	точки зрения	4	3
99	в своих	2	3
100	однако в	4	3
101	в то	6	3
102	принадлежат к	1	3
103	таким образом	12	3
104	ли не	2	3
105	в ситуации	1	3
106	свою очередь	6	3
107	но при	2	3
108	в ее	3	3
109	времени и	1	3
110	не с	2	3
111	и даже	3	3
112	или на	1	3
113	что и	8	3
114	не сводится	1	3
115	хотя бы	4	3
116	из них	5	3
117	к ним	3	3
118	тем что	5	3
119	при всей	2	3
120	по своему	3	3
121	для обозначения	2	3
122	тому как	1	3
123	один из	3	3
124	все же	4	3
125	как уже	1	3
126	мог быть	1	3
127	в свою	7	3
128	на смену	1	3
129	сказать что	1	3
130	другой стороны	2	3
131	в действительности	1	3
132	отношения к	2	2
133	одним из	2	2
134	например в	1	2
135	к другому	1	2
136	едва ли	7	2
137	для своего	1	2
138	мы имеем	1	2
139	в сущности	2	2
140	на себя	4	2
141	ему в	1	2
142	в виду	2	2
143	первого и	1	2
144	в е	1	2
145	между собой	4	2
146	сказать и	1	2
147	но как	1	2
148	в новом	1	2
149	событий а	1	2
150	за пределы	2	2
151	стороны и	2	2
152	как к	1	2
153	что касается	2	2
154	хотя и	5	2
