N	2gram	Vinokur_Ku_3	Komedia
1	и в	23	26
2	в г	1	17
3	и не	10	14
4	и его	1	12
5	к тому	3	12
6	так и	6	12
7	тому же	3	11
8	может быть	14	11
9	в том	22	11
10	в этом	16	10
11	на протяжении	2	10
12	но и	3	10
13	столь же	4	9
14	том что	11	9
15	если бы	8	9
16	вместе с	2	9
17	что в	13	9
18	ясно что	4	8
19	было бы	16	8
20	и на	1	7
21	не только	17	7
22	на себя	2	7
23	что и	6	7
24	ли не	1	7
25	еще не	9	6
26	в своем	4	6
27	о том	6	6
28	таким образом	9	6
29	в то	3	6
30	того чтобы	11	6
31	потому что	12	6
32	и здесь	2	6
33	в двух	2	6
34	наряду с	1	6
35	во время	1	6
36	то что	4	6
37	в которой	1	5
38	что он	6	5
39	независимо от	5	5
40	с этим	1	5
41	для того	12	5
42	ни в	3	5
43	с тем	6	5
44	себя внимание	2	5
45	и с	3	5
46	один из	4	5
47	в качестве	2	5
48	обращает на	1	5
49	г и	1	5
50	к этому	1	5
51	по адресу	2	4
52	уже в	3	4
53	более чем	2	4
54	хотя и	5	4
55	в самом	13	4
56	что это	3	4
57	в целом	4	4
58	из этих	5	4
59	как и	5	4
60	в этих	2	4
61	тому что	4	4
62	не менее	12	4
63	важно что	1	4
64	не по	3	4
65	это слово	1	4
66	как будто	1	4
67	как мы	5	4
68	сразу же	2	4
69	можно было	11	4
70	его в	2	4
71	между тем	4	4
72	в его	11	4
73	только в	6	4
74	до нас	1	4
75	же в	1	4
76	в начале	1	4
77	так как	9	4
78	на этот	2	4
79	что для	1	4
80	прежде всего	9	4
81	в частности	2	4
82	как это	7	4
83	о его	1	4
84	все же	5	4
85	и для	1	4
86	и от	1	4
87	одной из	1	4
88	точки зрения	23	4
89	речь идет	3	3
90	например в	1	3
91	тех же	4	3
92	в котором	2	3
93	то же	6	3
94	в их	6	3
95	той же	3	3
96	вопрос о	11	3
97	того же	4	3
98	в ней	3	3
99	но не	3	3
100	по отношению	3	3
101	как в	4	3
102	что касается	1	3
103	но в	2	3
104	со своей	1	3
105	как он	2	3
106	друг другу	1	3
107	но все	2	3
108	в каждом	1	3
109	первую очередь	3	3
110	но если	3	3
111	не имеет	3	3
112	того как	7	3
113	в самой	1	3
114	же время	1	3
115	связи с	6	3
116	что на	3	3
117	можно сомневаться	1	3
118	то время	1	3
119	к нему	1	3
120	тех пор	4	3
121	мы знаем	1	3
122	и их	1	3
123	никто не	1	3
124	представить себе	1	3
125	тем что	5	3
126	в первую	3	3
127	возможно что	1	3
128	не было	4	3
129	о чем	2	3
130	в связи	5	3
131	из которых	1	3
132	в тех	2	3
133	отношению к	2	3
134	с этой	3	3
135	все это	2	3
136	мы найдем	2	3
137	для нас	4	3
138	интерес к	1	3
139	а в	5	3
140	до тех	4	3
141	в период	1	3
142	в своей	4	3
143	по поводу	3	3
144	том числе	2	3
145	не может	6	3
146	также что	2	2
147	и т	54	2
148	и есть	5	2
149	в первом	5	2
150	в традиционной	1	2
151	мы имеем	2	2
152	мы не	3	2
153	из самых	1	2
154	время как	1	2
155	говорить о	6	2
156	то это	3	2
157	в виду	8	2
158	бы то	1	2
159	в ее	4	2
160	чем это	2	2
161	и другие	1	2
162	отличие от	2	2
163	тут же	1	2
164	отнюдь не	3	2
165	и я	2	2
166	идет о	1	2
167	в одной	1	2
168	что именно	3	2
169	целый ряд	4	2
170	имеет в	2	2
171	за собой	1	2
172	да еще	1	2
173	бы и	3	2
174	чуть ли	1	2
175	в нашем	7	2
176	и если	2	2
177	что она	5	2
178	после этого	1	2
179	он не	3	2
180	в принципе	1	2
181	в силу	6	2
182	на этом	2	2
183	то ни	1	2
184	это не	3	2
185	этом смысле	1	2
