N	2gram	Potebnia_M_1	OGranits
1	и в	39	13
2	и его	5	12
3	прежде всего	4	9
4	может быть	27	8
5	не может	22	8
6	и не	18	8
7	в его	5	7
8	и их	3	7
9	точки зрения	8	7
10	только в	25	6
11	как бы	6	6
12	не только	21	6
13	то что	10	6
14	мы должны	3	6
15	таким образом	13	6
16	языка и	17	5
17	все же	6	5
18	с точки	3	5
19	хотя бы	2	5
20	мы не	10	4
21	слов и	4	4
22	тех пор	1	4
23	еще и	1	4
24	но в	9	4
25	вопроса о	2	4
26	мы можем	2	4
27	то же	6	4
28	лишь в	1	4
29	в сознании	3	4
30	в своей	3	4
31	было бы	12	4
32	все это	1	4
33	в каждом	4	4
34	вряд ли	1	3
35	и то	3	3
36	в ее	1	3
37	самом деле	1	3
38	так и	13	3
39	понятно что	1	3
40	в их	2	3
41	по отношению	13	3
42	за пределы	2	3
43	тела и	1	3
44	общего с	1	3
45	с этим	7	3
46	в которой	2	3
47	в себе	13	3
48	языка как	5	3
49	к одному	2	3
50	не как	1	3
51	в одном	8	3
52	так как	21	3
53	одно и	1	3
54	но и	20	3
55	слово в	1	3
56	как и	9	3
57	и уже	1	3
58	я хочу	1	3
59	что же	2	3
60	не в	15	3
61	да и	1	3
62	но для	1	3
63	и для	5	3
64	никогда не	4	3
65	и все	3	3
66	превращается в	1	3
67	отношению к	13	3
68	не столько	1	3
69	что в	22	3
70	ничего общего	2	3
71	nihil est	1	2
72	для себя	3	2
73	зависимости от	1	2
74	в произведении	1	2
75	только его	1	2
76	и может	2	2
77	роль в	1	2
78	и этот	1	2
79	те же	1	2
80	есть не	2	2
81	мог бы	2	2
82	человеческой речи	1	2
83	не исчерпывается	1	2
84	если бы	14	2
85	что иное	2	2
86	может в	1	2
87	иное как	2	2
88	не что	2	2
89	с самого	3	2
90	и должно	2	2
91	в ней	7	2
92	в чем	1	2
93	между тем	5	2
94	явлений и	3	2
95	нуждается в	2	2
96	в языке	33	2
97	во всей	1	2
98	что они	1	2
99	вслед за	1	2
100	наконец в	1	2
101	к сожалению	1	2
102	и следовательно	2	2
103	случае и	1	2
104	его на	2	2
105	как в	10	2
106	только ее	1	2
107	в данном	1	2
108	в этом	15	2
109	но так	1	2
110	из единства	1	2
111	в полном	2	2
112	в том	26	2
113	мы видим	4	2
114	с ними	1	2
115	в действительности	4	2
116	от этого	1	2
117	которое мы	2	2
118	в целом	2	2
119	и тем	3	2
120	все эти	1	2
121	с одной	3	2
122	думать что	3	2
123	уже в	1	2
124	в нем	20	2
125	связанные с	1	2
126	при этом	6	2
127	языка но	3	2
128	для него	4	2
129	в другом	1	2
130	отношений между	3	2
131	вовсе не	5	2
132	в зависимости	1	2
133	о языке	3	2
134	тем что	9	2
135	в них	3	2
136	est in	1	2
137	но одно	1	2
138	в области	1	2
139	литературного языка	1	2
140	с другой	7	2
141	всей своей	1	2
142	а как	2	2
143	в самом	3	2
144	входит в	1	2
145	того или	1	2
146	может стать	1	2
147	истории языка	2	2
148	одной стороны	3	2
149	более того	1	2
150	не на	1	2
151	а не	21	2
152	другой стороны	5	2
153	между собою	6	2
154	там где	4	2
155	не мог	3	2
156	и случайное	1	2
157	несмотря на	5	2
158	в связи	1	2
159	том что	16	2
160	fuerit in	1	2
161	в г	2	2
162	от своего	1	2
163	и при	3	2
164	и ее	1	2
165	так же	5	2
166	в отношении	1	2
167	но такое	1	2
168	который мы	1	2
169	в течение	2	2
170	в тех	1	2
171	с этой	2	2
172	слова и	4	2
173	не менее	6	2
174	самого начала	3	2
175	не имеет	5	2
176	сознания и	1	2
177	на язык	7	2
178	собственно говоря	1	2
179	бы в	4	2
180	во всем	4	2
181	а в	5	2
182	еще в	1	2
183	нет ничего	2	2
184	имеет место	2	2
185	могут быть	9	2
186	и лингвистики	1	2
187	quod non	1	2
188	в своих	4	2
189	к тому	4	2
190	и это	3	1
191	одним из	2	1
192	грамматика не	1	1
193	же как	1	1
194	своего развития	1	1
195	совершенно справедливо	2	1
196	человека и	1	1
197	в виду	2	1
198	того же	3	1
199	выражения в	1	1
200	что до	2	1
201	только потому	3	1
202	в собственном	2	1
203	но тем	3	1
204	и есть	2	1
205	нам кажется	1	1
206	проявляются в	1	1
207	развивается не	1	1
208	с языком	2	1
209	философской системы	1	1
210	не имеют	5	1
211	собственном смысле	1	1
212	на том	1	1
213	едва ли	1	1
214	о влиянии	1	1
215	в образе	1	1
216	можно было	1	1
217	в нескольких	1	1
218	в мимике	1	1
219	значения как	1	1
220	здесь нет	1	1
221	что изучение	1	1
222	мы имеем	1	1
223	без знания	1	1
224	когда в	3	1
225	остается только	4	1
226	и о	2	1
227	возможно только	5	1
228	определяет уже	1	1
229	мы в	2	1
230	мыслью и	2	1
231	ключ ко	1	1
232	вопрос о	4	1
233	в синтаксисе	1	1
234	до такой	1	1
235	быть может	1	1
236	и духа	1	1
237	для этого	2	1
238	из одного	3	1
239	по себе	10	1
240	по мере	6	1
241	но такая	2	1
242	на последующую	1	1
243	сведены к	1	1
244	связанное с	2	1
245	на себя	1	1
246	с ее	2	1
247	из того	2	1
248	исследование отношений	1	1
249	заключена только	1	1
250	ему в	1	1
251	то это	5	1
252	приближается к	1	1
253	в мире	3	1
254	в каждой	1	1
255	внимание на	1	1
256	и что	10	1
257	и понимании	1	1
258	не имеем	2	1
259	еще не	6	1
260	столь же	3	1
261	материала это	1	1
262	звуков в	1	1
263	в различных	1	1
264	гумбольдта и	1	1
265	тем как	3	1
266	одно другим	1	1
267	то мы	2	1
268	к нему	1	1
269	на самом	1	1
270	но не	8	1
271	то он	2	1
272	что язык	16	1
273	переходит в	1	1
274	мысль что	5	1
275	intellectu quod	1	1
276	в помощи	1	1
277	с духом	4	1
278	природы и	1	1
279	примыкает к	1	1
280	языка должны	1	1
281	богатство и	1	1
282	разница в	1	1
283	в другой	3	1
284	на то	2	1
285	даже для	1	1
286	язык есть	17	1
287	каждом отдельном	1	1
288	на словах	1	1
289	в истории	7	1
290	есть создание	3	1
291	в одной	1	1
292	не зная	2	1
293	для создания	1	1
294	в организме	3	1
295	в своем	3	1
296	правильное определение	1	1
297	по своей	1	1
298	что касается	1	1
299	один из	1	1
300	и как	6	1
301	его к	2	1
302	этот вопрос	2	1
303	что он	1	1
304	более или	1	1
305	другим но	1	1
306	есть его	1	1
307	что слово	3	1
308	собою разумеется	1	1
309	или же	3	1
310	по которым	1	1
311	овладевают нашим	1	1
312	так в	1	1
313	ни одна	2	1
314	в этой	3	1
315	для всех	5	1
316	что к	2	1
317	с их	1	1
318	есть чисто	1	1
319	не имеющие	1	1
320	не можем	2	1
321	мы принуждены	2	1
322	к общей	1	1
323	только на	3	1
324	если он	1	1
325	положение что	1	1
326	себя и	1	1
327	вследствие этого	1	1
328	и если	2	1
329	к слову	1	1
330	что она	1	1
331	не из	3	1
332	или даже	3	1
333	и других	4	1
334	быть сведены	1	1
335	же объясняется	1	1
336	всем своем	1	1
337	одно из	3	1
338	никто не	3	1
339	не сумеет	1	1
340	в виде	1	1
341	и должна	1	1
342	и язык	11	1
343	влиянии на	2	1
344	но что	1	1
345	из него	2	1
346	подобно тому	3	1
347	может перейти	1	1
348	на этом	1	1
349	говорит следующее	2	1
350	и вместе	2	1
351	явления природы	1	1
352	ее на	1	1
353	положения что	1	1
354	даже и	2	1
355	для того	3	1
356	же не	1	1
357	и характер	1	1
358	в чисто	1	1
359	конечно если	1	1
360	бы быть	4	1
361	к разрешению	1	1
362	на все	2	1
363	не нашел	1	1
364	его в	1	1
365	этим путем	1	1
366	от одного	1	1
367	говорить и	1	1
368	которая как	1	1
369	к которому	3	1
370	как же	1	1
371	заключается в	3	1
372	в природе	6	1
373	язык представляется	1	1
374	лежит в	1	1
375	слова выбор	1	1
376	еще одно	1	1
377	слово но	1	1
378	что мы	4	1
379	только к	1	1
380	только одно	1	1
381	представителей этой	1	1
382	к более	1	1
383	произведения не	1	1
384	само собою	2	1
385	для них	2	1
386	образом мы	1	1
387	из нее	1	1
388	о которых	2	1
389	не было	4	1
390	а на	1	1
391	соприкасается с	1	1
392	которые не	2	1
393	все равно	1	1
394	далеко не	1	1
395	дойти до	1	1
396	их только	1	1
397	не всегда	1	1
398	переходим к	2	1
399	понятие о	1	1
400	развития которая	1	1
401	для человека	2	1
402	должно быть	7	1
403	разных местах	1	1
404	особенностей и	1	1
405	если не	2	1
406	или менее	1	1
407	но при	3	1
408	и вполне	1	1
409	о переходе	1	1
410	связь с	2	1
411	но если	2	1
412	нее как	1	1
413	ко всем	2	1
414	в такой	1	1
415	существует как	1	1
416	то можно	1	1
417	и языка	4	1
418	возможностью и	1	1
419	его может	1	1
420	перейти в	1	1
421	себе а	1	1
422	языка от	1	1
423	в которых	1	1
424	мысли и	9	1
425	бы мы	1	1
426	он говорит	1	1
427	такой степени	1	1
428	она есть	1	1
429	к этому	1	1
430	что имеет	2	1
431	несомненно что	2	1
432	такого рода	1	1
433	должно было	1	1
434	утверждая что	1	1
435	тому как	4	1
436	и там	1	1
437	времени не	1	1
438	слова могут	1	1
439	своего конкретного	1	1
440	тем не	6	1
441	как средство	1	1
442	и более	2	1
443	их в	1	1
444	и наоборот	6	1
445	в человеческом	2	1
446	где нет	1	1
447	в последнем	1	1
448	быть не	4	1
449	не создает	2	1
450	этого слова	1	1
451	что такое	1	1
452	только то	2	1
453	тому что	3	1
454	нет никакого	1	1
455	между людьми	1	1
456	сил которые	1	1
457	но это	5	1
458	о значении	1	1
459	и оно	1	1
460	в начале	2	1
461	обратимся к	1	1
462	виду что	1	1
463	истории и	1	1
464	и другое	3	1
465	в то	4	1
466	мысли в	9	1
467	к другим	2	1
468	в определении	2	1
469	уже из	1	1
470	в науке	1	1
471	к новым	2	1
472	же есть	1	1
473	связанная с	1	1
474	в неделимом	1	1
475	того чтобы	2	1
476	на самый	1	1
477	в самых	1	1
478	само по	4	1
479	при таком	4	1
480	не существует	2	1
481	в разных	2	1
482	нам могут	1	1
483	или в	2	1
484	этой системы	1	1
485	того как	6	1
486	в самой	3	1
487	именно с	1	1
488	находятся в	3	1
489	то не	3	1
490	ее и	1	1
491	же время	4	1
492	или как	1	1
493	соединяются в	2	1
494	находит свое	1	1
495	тем более	2	1
496	от него	4	1
497	гораздо богаче	1	1
498	с понятием	2	1
499	это слово	1	1
500	только что	2	1
501	нужна для	1	1
502	потому что	52	1
503	бы по	1	1
504	связи с	3	1
505	что вообще	1	1
506	до того	1	1
507	себе на	1	1
508	этом отношении	1	1
509	не вполне	1	1
510	всем тайнам	1	1
511	от первого	1	1
512	это все	1	1
513	ничего в	1	1
514	языка в	6	1
515	сказать что	3	1
516	предположение о	1	1
517	in intellectu	1	1
518	речи и	10	1
519	видим у	1	1
520	языка что	1	1
521	равно как	1	1
522	все то	2	1
523	слова есть	1	1
524	поэтому не	1	1
525	когда мы	2	1
526	языке и	1	1
527	про себя	1	1
528	с его	1	1
529	только о	1	1
530	произведения и	1	1
531	должны быть	7	1
532	вместе с	8	1
533	язык во	2	1
534	например в	1	1
535	по поводу	3	1
536	него а	1	1
537	что при	5	1
538	при всяком	1	1
539	этой точки	1	1
540	они не	1	1
