N	2gram	Voloshinov_1	Vladivir
1	и в	19	30
2	в этом	16	20
3	то что	8	20
4	и не	26	18
5	в том	6	18
6	и с	2	14
7	что он	2	13
8	в конце	5	13
9	не только	8	12
10	том что	3	12
11	что в	4	12
12	как мы	13	11
13	в его	6	11
14	а в	4	11
15	сказать что	4	11
16	и вообще	2	10
17	не было	3	10
18	и даже	2	10
19	все же	8	9
20	кроме того	6	9
21	было бы	4	9
22	не в	5	9
23	в то	3	9
24	не может	24	9
25	для него	9	9
26	потому что	1	9
27	в своем	2	8
28	но в	7	8
29	что же	4	8
30	связи с	11	8
31	но и	8	8
32	в связи	7	8
33	до конца	5	7
34	ни в	2	7
35	точки зрения	34	7
36	никогда не	2	7
37	не менее	4	7
38	в эти	2	7
39	может быть	26	7
40	а не	7	7
41	как это	1	7
42	между прочим	1	7
43	и все	5	7
44	также и	1	6
45	хотя и	1	6
46	и к	3	6
47	в себе	2	6
48	тем не	2	6
49	и его	19	6
50	у нас	2	6
51	его жизни	1	6
52	только в	9	6
53	всяком случае	2	6
54	еще и	1	6
55	прежде всего	13	6
56	о чем	1	6
57	к этому	5	6
58	жизни и	2	6
59	во всяком	5	6
60	того же	6	5
61	и то	1	5
62	с этим	4	5
63	то в	2	5
64	все эти	7	5
65	при этом	8	5
66	же касается	1	5
67	как и	12	5
68	в своей	3	5
69	в котором	3	5
70	по себе	4	5
71	так как	2	5
72	в дальнейшем	3	5
73	так и	11	5
74	другими словами	2	5
75	и что	1	5
76	того что	3	5
77	тот же	4	5
78	так что	1	5
79	но что	1	5
80	как бы	15	5
81	в основном	6	5
82	все это	3	5
83	в результате	9	5
84	из этого	2	5
85	то же	7	4
86	той же	2	4
87	и он	2	4
88	в ней	4	4
89	и на	4	4
90	с его	1	4
91	совсем не	1	4
92	отношение к	1	4
93	в которой	3	4
94	что это	1	4
95	в целом	1	4
96	в этой	1	4
97	и если	1	4
98	в нем	10	4
99	он не	3	4
100	его в	3	4
101	мы знаем	5	4
102	мы должны	3	4
103	не есть	3	4
104	здесь не	1	4
105	можно сказать	3	4
106	о том	2	4
107	конечно не	5	4
108	вовсе не	5	4
109	со стороны	1	4
110	именно в	5	4
111	так же	7	4
112	с этой	2	4
113	в начале	5	4
114	и наконец	1	4
115	на этот	3	4
116	и вот	1	3
117	быть в	2	3
118	во всех	7	3
119	но не	1	3
120	отличие от	5	3
121	его на	1	3
122	как в	4	3
123	и как	3	3
124	более или	1	3
125	так или	1	3
126	из этих	2	3
127	всех этих	1	3
128	таким образом	17	3
129	те же	5	3
130	должно быть	2	3
131	или менее	1	3
132	в отношении	4	3
133	с точки	20	3
134	не столько	4	3
135	в отличие	5	3
136	что я	1	3
137	в россии	1	3
138	же время	3	3
139	к ней	1	3
140	в области	3	3
141	и это	3	3
142	необходимо прибавить	1	3
143	что и	2	3
144	философии и	1	3
145	уже не	1	3
146	уже в	1	3
147	здесь мы	4	3
148	само собой	1	3
149	или иначе	2	3
150	конце концов	3	3
151	под влиянием	1	3
152	нет ничего	3	3
153	в данном	4	3
154	по существу	1	3
155	и для	11	3
156	хотя бы	5	3
157	но вот	1	3
158	в свою	2	3
159	в таком	2	3
160	и особенно	1	3
161	и есть	3	2
162	очень много	1	2
163	и до	1	2
164	мы уже	2	2
165	его не	1	2
166	еще на	1	2
167	и бытия	1	2
168	языке в	1	2
169	только после	1	2
170	в общем	1	2
171	себе и	2	2
172	вопроса он	1	2
173	как к	2	2
174	но кроме	1	2
175	это тоже	1	2
176	есть его	1	2
177	в самом	10	2
178	в последнее	1	2
179	во многих	1	2
180	как он	2	2
181	не могла	1	2
182	мысли и	4	2
183	прочим и	1	2
184	и по	1	2
185	будем говорить	1	2
186	но дело	1	2
187	но все	3	2
188	это значит	1	2
189	в работе	2	2
190	и может	1	2
191	на все	1	2
192	отчет в	2	2
193	это не	1	2
194	он же	1	2
195	с тем	1	2
196	мы видели	1	2
197	мы не	6	2
198	еще в	1	2
199	нисколько не	1	2
200	народа и	1	2
201	на первый	2	2
202	и при	3	2
203	их в	1	2
204	и очень	1	2
205	то с	1	2
206	мы пока	2	2
207	она не	2	2
208	не имеет	3	2
