N	2gram	Medvedev_S_1	Formalny
1	и в	3	38
2	в этом	5	27
3	может быть	2	23
4	и его	1	21
5	таким образом	2	20
6	и не	1	20
7	не в	3	15
8	прежде всего	1	15
9	не может	1	14
10	связи с	1	13
11	но и	2	13
12	в том	5	11
13	вовсе не	1	11
14	формальный метод	1	10
15	в его	3	10
16	в связи	1	10
17	с помощью	1	10
18	не только	3	9
19	как и	1	9
20	в процессе	1	9
21	отнюдь не	1	8
22	все же	1	8
23	так и	1	8
24	тем что	1	8
25	по себе	1	7
26	в своей	1	7
27	по существу	2	7
28	что в	2	7
29	все эти	1	6
30	в этой	1	6
31	то же	2	6
32	было бы	2	6
33	только в	2	6
34	то что	2	6
35	не было	1	6
36	в результате	2	6
37	истории литературы	10	6
38	хотя бы	1	6
39	а в	1	6
40	это и	2	5
41	должна быть	2	5
42	в то	1	5
43	же время	1	5
44	и должно	1	5
45	и только	3	5
46	что он	1	5
47	всяком случае	1	5
48	именно в	1	5
49	бы в	1	5
50	во всяком	1	5
51	в сущности	1	4
52	литературы и	2	4
53	и наконец	1	4
54	ничего не	1	4
55	как бы	2	4
56	метод в	4	4
57	они не	1	4
58	тем же	1	3
59	мы не	1	3
60	и как	1	3
61	что это	1	3
62	в целом	1	3
63	но ведь	3	3
64	но именно	1	3
65	главным образом	2	3
66	его в	1	3
67	место в	1	3
68	в области	1	3
69	изучения и	1	3
70	от общих	1	3
71	должно было	1	3
72	именно на	1	3
73	изучаемого объекта	1	3
74	с другой	1	3
75	все это	7	3
76	о литературе	3	3
77	вряд ли	1	2
78	науки о	1	2
79	первый план	1	2
80	столь же	1	2
81	но не	1	2
82	но как	1	2
83	очевидно что	2	2
84	перед нами	1	2
85	же это	1	2
86	и более	1	2
87	и по	1	2
88	произведение как	1	2
89	том что	2	2
90	на первый	1	2
91	нужно было	2	2
92	в этих	1	2
93	для этого	1	2
94	даже в	1	2
95	тому что	1	2
96	в систему	1	2
97	никогда не	1	2
98	точке зрения	1	2
99	что на	1	2
100	и о	1	2
101	с ним	1	2
102	единства и	1	2
103	между тем	1	2
104	это не	1	2
105	один из	1	2
106	или даже	2	2
107	в котором	1	2
108	в конце	2	2
109	даже не	1	2
110	изучения литературы	1	2
111	между ними	1	2
112	конце концов	2	2
113	ни на	1	2
114	можно будет	1	2
115	в чем	1	2
116	художественных произведений	1	1
117	пишет он	1	1
118	никаких положительных	1	1
119	противном случае	1	1
120	полагает что	1	1
121	этом не	1	1
122	но она	1	1
123	литературы как	1	1
124	литературный факт	1	1
125	работы в	1	1
126	время в	1	1
127	в литературоведении	2	1
128	литературы только	1	1
129	а тем	1	1
130	только тогда	1	1
131	дает нам	1	1
132	в противном	1	1
133	и есть	1	1
134	чуть ли	1	1
135	другие методы	1	1
136	и стало	1	1
137	развиваться в	1	1
138	по самому	1	1
139	его утверждение	1	1
140	и заключается	2	1
141	же не	1	1
142	в виде	1	1
143	в них	1	1
144	эти вопросы	1	1
145	методологической системы	1	1
146	в данном	1	1
147	остается в	1	1
148	этой области	1	1
149	том как	1	1
150	очень далеки	1	1
151	именно и	1	1
152	поэта и	1	1
153	по крайней	1	1
154	самые приемы	1	1
155	принципы для	1	1
156	к изучению	1	1
157	тогда и	1	1
158	далеко не	2	1
159	как будто	2	1
160	социологического метода	3	1
161	представляется нам	1	1
162	ли не	1	1
163	как только	2	1
164	подвести итоги	1	1
165	этого и	1	1
166	в каждом	1	1
167	приемов а	1	1
168	историко-литературной работы	1	1
169	исторической жизни	2	1
170	только то	1	1
171	следующий вывод	1	1
172	те же	1	1
173	историю литературы	1	1
174	к вопросам	1	1
175	образом в	1	1
176	о том	1	1
177	настоящее время	1	1
178	с одной	1	1
179	на что	1	1
180	положительное и	1	1
181	на отдельные	1	1
182	крайней мере	1	1
183	и мы	2	1
184	и самые	1	1
185	ровно ничего	1	1
186	литературе о	1	1
187	история литературы	1	1
188	научная поэтика	1	1
189	конечно не	1	1
190	научного исследования	1	1
191	не из	1	1
192	развития литературы	4	1
193	ведь это	2	1
194	наука о	1	1
195	это по	1	1
196	сама по	1	1
197	перейти к	1	1
198	за пределы	2	1
199	к которому	2	1
200	как же	3	1
201	вытекающих из	1	1
202	методы и	1	1
203	из тех	1	1
204	зависит от	1	1
205	на этот	1	1
206	где же	1	1
207	метода как	1	1
208	одной стороны	1	1
209	новые и	1	1
210	в смысле	2	1
211	в настоящее	1	1
212	для нас	3	1
213	из себя	1	1
214	как художественный	1	1
215	мы должны	1	1
216	или не	1	1
217	не дает	1	1
218	не от	1	1
219	теоретической мысли	1	1
220	вступает в	1	1
221	только как	2	1
222	им не	2	1
