N	4gram	Bakhtin_fo_2	FransuaR
1	в то же время	4	8
2	и в то же	2	4
3	как мы уже говорили	1	4
4	в конце концов он	1	2
5	другим ломал руки и	1	2
6	считая женщин и детей	2	2
7	в том числе и	2	2
8	не считая женщин и	2	2
9	ломал руки и ноги	1	2
10	рабле как мы уже	1	2
11	как собакам если кто	1	1
12	прославлением жаркого на вертеле	1	1
13	в гуще виноградных лоз	1	1
14	кто хотел спрятаться в	1	1
15	с другой стороны в	1	1
16	перебивал крестец и ломал	1	1
17	по всему роману рабле	1	1
18	спастись бегством тому разбивал	1	1
19	кто хотел спастись бегством	1	1
20	одно и то же	1	1
21	рассеяны по всему роману	1	1
22	человек не считая женщин	2	1
23	локтевые кости если кто	1	1
24	головы другим ломал руки	1	1
25	тому разбивал голову в	1	1
26	раздваивается повернул налево и	1	1
27	разбивал голову в куски	1	1
28	ни в чем не	1	1
29	как мы уже сказали	3	1
30	это не значит конечно	1	1
31	кости если кто хотел	1	1
32	собакам если кто хотел	1	1
33	кн i гл vi	1	1
34	времени а следовательно и	1	1
35	повернул налево и вылез	1	1
36	в своей моче человек	1	1
37	в куски ударяя сзади	1	1
38	хотел спастись бегством тому	1	1
39	одного и того же	1	1
40	у рабле как мы	1	1
41	гаргантюа кн i гл	1	1
42	бегством тому разбивал голову	1	1
43	если кто хотел спрятаться	1	1
44	спрятаться в гуще виноградных	1	1
45	куски ударяя сзади по	1	1
46	в то время как	1	1
47	голову в куски ударяя	1	1
48	ручей протекающий у сен-виктора	1	1
49	своей моче человек не	1	1
50	моче человек не считая	1	1
51	вена раздваивается повернул налево	1	1
52	не значит конечно что	1	1
53	если кто хотел спастись	1	1
54	но в то же	1	1
55	хотел спрятаться в гуще	1	1
56	и др все эти	1	1
57	что на самом деле	1	1
58	i гл vi здесь	1	1
