N	2gram	Berdyaev_N_1	Myshleni
1	в том	8	33
2	том что	2	27
3	то что	4	20
4	в этом	7	19
5	не только	5	15
6	и в	16	15
7	что в	9	14
8	того чтобы	2	12
9	что он	1	12
10	в самом	1	11
11	мы не	2	10
12	было бы	1	10
13	для того	1	10
14	но и	3	10
15	в сущности	1	9
16	в своем	1	9
17	о том	4	9
18	может быть	7	9
19	что мы	1	9
20	не может	16	9
21	не в	6	8
22	никогда не	6	8
23	так и	2	8
24	и что	2	8
25	он не	8	7
26	высшей степени	6	7
27	в высшей	6	7
28	по себе	1	7
29	к тому	3	7
30	и т.п	2	7
31	с одной	2	7
32	потому что	4	7
33	одной стороны	2	7
34	и не	11	7
35	во всяком	1	7
36	в зависимости	1	6
37	мы уже	1	6
38	зависимости от	1	6
39	в этой	1	6
40	в истории	3	6
41	мы должны	1	6
42	и к	5	6
43	как и	7	6
44	всяком случае	1	6
45	в виду	1	6
46	но в	2	6
47	по своей	1	6
48	с другой	3	6
49	к которому	1	6
50	вместе с	2	6
51	как это	2	6
52	сказать что	3	6
53	смысле слова	3	5
54	вопрос о	3	5
55	говорит что	1	5
56	уже в	1	5
57	приводит к	1	5
58	к внутренней	1	5
59	показал что	1	5
60	это не	4	5
61	можно было	2	5
62	и даже	2	5
63	и их	1	5
64	друг друга	1	5
65	по существу	2	5
66	все что	1	5
67	связана с	2	4
68	переход от	1	4
69	хотя бы	2	4
70	что его	1	4
71	с его	6	4
72	из этих	1	4
73	как в	3	4
74	в которой	1	4
75	том чтобы	2	4
76	что все	2	4
77	в них	4	4
78	в эту	1	4
79	в своей	3	4
80	значение для	1	4
81	их в	1	4
82	не имеет	4	4
83	и его	1	4
84	и с	2	4
85	так как	1	4
86	только в	1	4
87	который в	2	4
88	для всех	1	4
89	потребность в	1	4
90	прежде всего	4	4
91	так же	2	4
92	все это	5	4
93	а в	2	4
94	человека и	3	3
95	и до	1	3
96	с этим	2	3
97	он в	1	3
98	все эти	2	3
99	что она	2	3
100	лишь в	6	3
101	с другими	1	3
102	во время	1	3
103	бы к	1	3
104	для этого	2	3
105	в основе	3	3
106	числе и	1	3
107	для себя	1	3
108	и это	2	3
109	и человека	1	3
110	с собой	1	3
111	с ним	1	3
112	и только	1	3
113	все время	2	3
114	значение в	1	3
115	философии и	1	3
116	но не	2	3
117	вот почему	2	3
118	вернуться к	2	3
119	из них	1	3
120	отличие от	1	3
121	во власти	1	3
122	в отличие	1	3
123	ничем не	1	3
124	а не	17	3
125	и особенно	1	3
126	только для	1	3
127	не существует	3	3
128	и все	4	3
129	того же	1	3
130	к этой	1	3
131	том числе	1	3
132	они не	1	3
133	же как	2	2
134	или к	1	2
135	и есть	10	2
136	в котором	1	2
137	из всех	1	2
138	на место	1	2
139	говорить о	1	2
140	во всех	3	2
141	то он	1	2
142	нет и	2	2
143	за пределы	3	2
144	наряду с	3	2
145	он находится	1	2
146	от этого	1	2
147	к чему	1	2
148	в известном	1	2
149	с их	2	2
150	в себе	2	2
151	но ведь	1	2
152	своем развитии	1	2
153	в силу	1	2
154	и более	1	2
155	подобно тому	3	2
156	и мы	4	2
157	этом смысле	2	2
158	ни в	6	2
159	должно быть	4	2
160	в этих	1	2
161	но если	1	2
162	в такой	1	2
163	быть может	4	2
164	нас к	1	2
165	от жизни	1	2
166	под этим	1	2
167	к ней	1	2
168	во всем	1	2
169	к себе	1	2
170	не могут	1	2
171	могут быть	2	2
172	во все	1	2
173	но все	1	2
174	должен быть	5	2
175	с ее	5	2
176	можно сказать	1	2
177	а также	1	2
178	самый процесс	2	2
179	раньше чем	1	2
180	в его	1	2
181	как например	1	2
182	вопрос об	1	2
183	на протяжении	2	2
184	у него	2	2
185	тем что	1	2
186	от того	1	2
187	не хотим	2	2
188	в истинном	1	2
189	и из	1	2
190	этой идеей	1	2
191	когда она	1	2
192	тому как	3	2
193	это есть	7	2
194	в категориях	2	2
195	общественной жизни	6	2
196	но для	2	2
197	к вопросу	1	2
198	в более	1	2
199	и для	4	2
200	мира и	2	2
201	слишком далеко	1	2
202	от этой	1	1
203	должно стать	2	1
204	силы и	2	1
205	не хочет	1	1
206	по преимуществу	1	1
207	не имеют	2	1
208	к созданию	2	1
209	и этот	1	1
210	не во	4	1
211	совершенно так	1	1
212	наглядно показал	1	1
213	о формах	1	1
214	еще до	2	1
215	никогда на	1	1
216	я не	2	1
217	личности с	1	1
218	не способен	1	1
219	из ее	2	1
220	в ней	5	1
221	дальнейшее развитие	1	1
222	и на	2	1
223	природе к	1	1
224	в чем	1	1
225	во имя	15	1
226	в ее	3	1
227	менее всего	1	1
228	себе и	1	1
229	это и	2	1
230	нет надобности	1	1
231	в той	1	1
232	не удалось	1	1
233	в иерархическом	1	1
234	бы сказать	1	1
235	думать что	2	1
236	не воспринимаются	1	1
237	в нем	5	1
238	она становится	1	1
239	и еще	1	1
240	не к	2	1
241	том и	2	1
242	характерным для	1	1
243	мысли как	1	1
244	всех своих	1	1
245	случае если	1	1
246	и заключается	2	1
247	в основу	1	1
248	может остаться	1	1
249	смысле в	1	1
250	этом он	1	1
251	а по	1	1
252	в социальной	1	1
253	в жизни	5	1
254	для них	1	1
255	нет в	1	1
256	хотим сказать	1	1
257	что не	1	1
258	с тем	3	1
259	всю жизнь	1	1
260	не всегда	1	1
261	она неизбежно	1	1
262	такой же	2	1
263	не больше	1	1
264	моментом в	1	1
265	но до	1	1
266	что истина	1	1
267	что такое	3	1
268	что вся	1	1
269	установить что	1	1
270	место в	2	1
271	мысли и	2	1
272	мир и	2	1
273	то это	1	1
274	есть еще	1	1
275	от состояния	1	1
276	это скорее	1	1
277	они сами	1	1
278	и вся	1	1
279	принадлежащими к	1	1
280	и развивается	1	1
281	мысли в	2	1
282	эти формы	3	1
283	не по	1	1
284	небом и	1	1
285	о природе	1	1
286	самой жизни	2	1
287	потребностей и	2	1
288	движения в	1	1
289	эпохи в	1	1
290	связано с	1	1
291	своей природе	1	1
292	вот что	1	1
293	между небом	1	1
294	в области	1	1
295	у нас	1	1
296	к таким	1	1
297	когда мы	2	1
298	оставить в	1	1
299	т.е к	1	1
300	всего что	1	1
301	бы он	1	1
302	воля к	6	1
303	не есть	3	1
304	оно не	1	1
305	на это	1	1
306	но сама	1	1
307	знаний нет	1	1
308	не хочу	1	1
309	будет сказать	1	1
310	чтобы быть	1	1
311	ли есть	2	1
312	том случае	1	1
313	и которые	1	1
314	по природе	1	1
315	того и	1	1
316	вопрос этот	1	1
317	переход к	2	1
318	стремление к	2	1
319	такова судьба	1	1
320	а к	1	1
321	слова а	1	1
322	возникают не	1	1
323	и должно	2	1
324	до сих	1	1
325	теперь и	1	1
326	и мира	1	1
327	той социальной	1	1
328	она не	3	1
329	других людей	1	1
330	вопросу о	1	1
331	нет у	1	1
332	к нему	1	1
333	всей нашей	1	1
334	и противопоставлять	1	1
335	и во	1	1
336	переходит в	1	1
337	и вполне	1	1
338	существует наряду	1	1
339	известном смысле	1	1
340	не ставит	2	1
341	но такого	1	1
342	во времени	1	1
343	он действует	1	1
344	который не	1	1
345	них нельзя	1	1
346	есть своя	1	1
347	же и	1	1
348	конечно не	3	1
349	вопроса о	1	1
350	слова в	1	1
351	свидетельствует о	1	1
352	мир в	1	1
353	земли и	1	1
354	сами по	1	1
355	который можно	1	1
356	не для	1	1
357	к ним	3	1
358	рушится и	1	1
359	более сложной	1	1
360	характерны для	1	1
361	лишь для	1	1
362	всякого содержания	1	1
363	не были	1	1
364	связаны с	2	1
365	в природе	2	1
366	вообще не	1	1
367	глубоком и	1	1
368	обратиться к	1	1
369	зависит от	2	1
370	человеческого но	1	1
371	долгое время	1	1
372	ближе к	1	1
373	народов и	1	1
374	все более	1	1
375	вступает в	1	1
376	нашей мысли	1	1
377	эти слова	1	1
378	природе и	2	1
379	и потому	4	1
380	другая сторона	1	1
381	мы говорим	2	1
382	и мир	1	1
383	человека во	2	1
384	играть огромную	1	1
385	но сам	1	1
386	эту мысль	1	1
387	в человеческом	1	1
388	том смысле	1	1
389	формы мысли	1	1
390	оказывается совершенно	1	1
391	и от	2	1
392	сих пор	1	1
393	в смысле	2	1
394	находится во	1	1
395	должны быть	1	1
396	одна из	2	1
397	и воля	1	1
398	истина есть	1	1
399	основанная на	1	1
400	привела бы	1	1
401	огромную роль	1	1
402	или нет	1	1
403	но это	6	1
404	необходимо остановить	1	1
405	логики и	1	1
406	или не	1	1
407	что вообще	1	1
408	к ее	3	1
409	жизни в	3	1
410	не знает	6	1
411	другой стороны	2	1
412	но можно	1	1
413	жизни а	1	1
414	всего как	1	1
415	мысли но	1	1
416	идет процесс	1	1
417	формальной логики	1	1
418	мышления не	1	1
419	это было	3	1
420	значение они	1	1
421	как на	1	1
