N	2gram	Losev_Prob_5	Psycholo
1	то что	18	37
2	и в	30	30
3	в том	12	27
4	что в	5	24
5	и что	6	23
6	потому что	13	23
7	том что	17	21
8	того чтобы	2	20
9	таким образом	13	20
10	все время	3	20
11	для того	3	20
12	как бы	6	19
13	на то	2	17
14	что он	7	17
15	не только	18	16
16	если мы	1	16
17	в трагедии	4	15
18	в этом	17	14
19	в самом	5	14
20	то есть	21	13
21	как раз	5	13
22	так же	5	13
23	с одной	3	12
24	одной стороны	3	12
25	вместе с	7	12
26	может быть	7	11
27	о том	12	10
28	и то	5	9
29	никогда не	7	9
30	и когда	1	9
31	так как	6	9
32	с другой	6	9
33	не может	5	9
34	сказать что	9	9
35	мы увидим	1	9
36	самом деле	2	8
37	мы имеем	2	8
38	что это	1	8
39	он должен	1	8
40	при этом	4	8
41	с тем	5	8
42	не в	7	8
43	к тому	2	8
44	и это	1	8
45	тому что	1	8
46	того что	3	8
47	а не	5	8
48	могут быть	1	8
49	и т	1	7
50	то же	2	7
51	но не	7	7
52	все же	9	7
53	и как	6	7
54	в нем	6	7
55	точки зрения	10	7
56	по себе	2	7
57	мы можем	5	7
58	героя и	1	7
59	как это	1	7
60	мы уже	1	6
61	что если	1	6
62	в своем	11	6
63	и если	1	6
64	что она	1	6
65	факт что	2	6
66	ясно что	4	6
67	как и	7	6
68	никак не	8	6
69	и его	6	6
70	как будто	3	6
71	когда мы	1	6
72	или в	4	6
73	и здесь	1	6
74	о котором	3	6
75	по мнению	2	6
76	и тем	3	6
77	уже в	2	6
78	тем что	2	6
79	но и	13	6
80	именно в	3	6
81	и не	12	6
82	и для	6	6
83	что оно	1	6
84	жизни и	2	6
85	в искусстве	1	6
86	и есть	1	5
87	еще не	3	5
88	по этому	2	5
89	что они	3	5
90	что именно	2	5
91	когда он	2	5
92	в себе	4	5
93	в этой	10	5
94	было бы	4	5
95	несмотря на	6	5
96	был бы	1	5
97	сих пор	2	5
98	как мы	2	5
99	но в	9	5
100	сводится к	1	5
101	искусства и	1	5
102	в новелле	1	5
103	один из	2	5
104	в двух	1	5
105	только в	9	5
106	именно на	2	5
107	до сих	2	5
108	а с	4	5
109	и потому	1	5
110	бы в	1	5
111	другой стороны	6	5
112	в своих	1	5
113	как только	1	4
114	в виду	3	4
115	в ней	3	4
116	могли бы	1	4
117	и к	4	4
118	в них	2	4
119	с такой	2	4
120	в своей	22	4
121	не могли	1	4
122	что эта	1	4
123	из которых	1	4
124	как она	1	4
125	у нас	7	4
126	указывает на	3	4
127	мы могли	1	4
128	внимание на	3	4
129	этому поводу	2	4
130	в его	12	4
131	в него	1	4
132	только что	1	4
133	этот вопрос	1	4
134	только на	1	4
135	содержания и	1	4
136	в конце	8	4
137	должен был	1	4
138	от того	1	4
139	говорит о	7	4
140	прежде всего	6	4
141	там где	1	4
142	в частности	4	4
143	тот факт	1	4
144	о чем	1	4
145	этой трагедии	3	4
146	в результате	7	4
147	от него	1	4
148	и все	9	4
149	а в	6	4
150	сам по	1	3
151	тем же	3	3
152	в их	1	3
153	по его	2	3
154	мы не	2	3
155	и о	5	3
156	и на	6	3
157	в ее	3	3
158	он говорит	2	3
159	как в	2	3
160	и наконец	1	3
