N	2gram	Propp_Isto_4	Otkroven
1	у него	5	22
2	и в	26	19
3	но и	12	13
4	и не	9	13
5	в этом	7	12
6	человека в	1	11
7	не в	5	11
8	не только	15	11
9	может быть	14	11
10	а не	6	11
11	вопрос о	4	10
12	в нем	2	10
13	и все	2	10
14	прежде всего	1	9
15	не было	1	9
16	никогда не	2	9
17	потому что	6	9
18	он был	1	8
19	и он	3	8
20	он всегда	3	7
21	в его	5	7
22	он не	7	7
23	лишь в	2	7
24	но он	4	7
25	от него	2	7
26	как и	7	6
27	все это	2	6
28	отношение к	2	5
29	в том	3	5
30	в этой	2	5
31	а в	8	5
32	то что	16	5
33	он сам	1	4
34	все эти	3	4
35	на земле	3	4
36	в самую	2	4
37	что не	1	4
38	не может	6	4
39	т е	18	4
40	и его	10	4
41	что в	14	4
42	и есть	2	3
43	о том	4	3
44	еще не	6	3
45	к нему	6	3
46	было бы	2	3
47	того что	2	3
48	когда он	6	3
49	что он	10	3
50	это за	1	3
51	в себе	2	3
52	о природе	3	3
53	и вот	2	3
54	не могут	2	3
55	это не	5	3
56	могут быть	6	3
57	как бы	3	3
58	с ним	1	3
59	в русской	3	3
60	в этих	7	3
61	хотя бы	2	3
62	в своих	1	3
63	все что	4	3
64	и с	5	2
65	и то	6	2
66	что у	3	2
67	так и	10	2
68	по себе	2	2
69	их не	2	2
70	и на	2	2
71	не все	1	2
72	что и	9	2
73	что они	6	2
74	в истории	2	2
75	как к	1	2
76	в своем	2	2
77	все же	9	2
78	вопросом о	1	2
79	и к	1	2
80	в этот	4	2
81	должен был	3	2
82	и этим	2	2
83	он в	4	2
84	так что	2	2
85	ничего и	1	2
86	уже в	2	2
87	одно из	1	2
88	же это	2	2
89	он весь	1	2
90	так как	9	2
91	тем что	5	2
92	в других	2	2
93	даже и	2	2
94	момент в	1	2
95	этом он	1	2
96	в другом	5	2
97	его в	9	2
98	сказать что	2	2
99	с тем	2	2
100	и очень	1	2
101	для человека	1	2
102	том что	3	2
103	что есть	2	2
104	к этому	5	2
105	что же	1	2
106	и там	2	2
107	человек всегда	1	2
108	в человеческом	4	2
109	не имеет	3	2
110	человека о	1	2
111	ничего не	5	2
112	и ни	1	2
113	к ней	1	2
114	не есть	2	2
115	в своей	4	2
116	к этой	3	2
117	хотя и	2	2
118	все еще	3	2
119	но в	5	2
120	и это	1	1
121	например в	3	1
122	можно и	1	1
123	с образом	1	1
124	и действительно	3	1
125	связана с	2	1
126	в виду	1	1
127	с кем	1	1
128	на нем	5	1
129	руки в	1	1
130	между двумя	12	1
131	чего не	1	1
132	от жажды	1	1
133	к другому	1	1
134	это для	3	1
135	не имеют	1	1
136	должна быть	2	1
137	видеть в	2	1
138	ключа к	1	1
139	легенды о	1	1
140	к чему	1	1
141	дела никакого	1	1
142	есть не	1	1
143	собой в	2	1
144	в борьбе	1	1
145	им самим	1	1
146	и каждый	1	1
147	период когда	1	1
148	мы не	1	1
149	том как	2	1
150	по сравнению	3	1
151	связан с	3	1
152	если бы	2	1
153	в эпоху	1	1
154	один человек	1	1
155	ведет свое	1	1
156	собственно в	1	1
157	не вполне	1	1
158	о нем	1	1
159	себе что	1	1
160	в ней	1	1
161	бежать от	1	1
162	было до	1	1
163	и что	5	1
164	в глаза	1	1
165	после того	2	1
166	с того	3	1
167	все его	1	1
168	нет у	1	1
169	иных случаях	1	1
170	что люди	1	1
171	доходит до	1	1
172	но не	5	1
173	эти существа	1	1
174	то он	1	1
175	когда будет	1	1
176	к богу	1	1
177	сравнению с	3	1
178	но нет	1	1
179	иногда и	2	1
180	себе и	1	1
181	в древнем	1	1
182	говорит он	1	1
183	в форме	2	1
184	и я	1	1
185	его силы	1	1
186	но сам	1	1
187	в центре	1	1
188	в одной	3	1
189	как в	7	1
190	по содержанию	1	1
191	что как	1	1
192	в частности	2	1
193	что нет	1	1
194	один из	1	1
195	на человека	1	1
196	поле битвы	1	1
197	что только	1	1
198	и как	5	1
199	дается в	1	1
200	с ними	5	1
201	духа и	1	1
202	него до	1	1
203	может привести	1	1
204	этот случай	9	1
205	и раньше	1	1
206	не хочет	2	1
207	что это	2	1
208	представляет собой	2	1
209	за это	2	1
210	в эти	1	1
211	к которой	1	1
212	человека с	3	1
213	думать что	1	1
214	уже не	5	1
215	говорят о	1	1
216	ее как	1	1
217	и человеческие	1	1
218	на то	3	1
219	благодати в	1	1
220	люди а	1	1
221	чтобы овладеть	1	1
222	еще одну	1	1
223	что она	3	1
224	о божественном	1	1
225	и других	3	1
226	он открывает	2	1
227	из них	2	1
228	его и	2	1
229	от которого	2	1
230	к каким	1	1
231	был бы	1	1
232	он должен	3	1
233	есть та	1	1
234	цели и	1	1
235	в силу	5	1
236	в одном	5	1
237	вовсе не	4	1
238	у нее	2	1
239	так часто	1	1
240	его огненной	1	1
241	из него	1	1
242	людей и	1	1
243	почему не	1	1
244	от того	2	1
245	оно дает	1	1
246	пощаде и	1	1
247	человеку но	1	1
248	указывали на	1	1
249	в совершенно	1	1
250	и даже	4	1
251	со стороны	1	1
252	как у	1	1
253	понял что	1	1
254	а именно	3	1
255	лица в	1	1
256	с той	2	1
257	у многих	3	1
258	в свой	2	1
259	он во	1	1
260	борьбе со	1	1
261	движении на	1	1
262	в это	1	1
263	смерть и	1	1
264	говорит о	2	1
265	и пр	11	1
266	притом не	1	1
267	в них	1	1
268	этого слова	2	1
269	она и	1	1
270	а с	1	1
271	на этот	2	1
272	попадает в	3	1
273	у его	1	1
274	человек в	1	1
275	о чем	3	1
276	бога и	1	1
277	и тогда	1	1
278	посвящения в	1	1
279	под влиянием	1	1
280	в царстве	1	1
281	он и	1	1
282	тут дьявол	1	1
283	которые будут	1	1
284	связь с	12	1
285	лишь через	1	1
286	и тут	1	1
287	его как	2	1
288	всякого кто	1	1
289	как это	3	1
290	в иных	1	1
291	в котором	1	1
292	и почему	1	1
293	человеком и	2	1
294	он говорит	2	1
295	русской и	1	1
296	смысле этого	2	1
297	мир и	1	1
298	героя из	1	1
299	всегда является	1	1
300	в мир	1	1
301	что было	1	1
302	видно что	1	1
303	и более	3	1
304	не любит	1	1
305	нет никакого	1	1
306	и отец	1	1
307	и здесь	5	1
308	но это	3	1
309	на своем	1	1
310	чтобы иметь	2	1
311	она не	3	1
312	одну особенность	1	1
313	того как	4	1
314	одна из	2	1
315	на два	1	1
316	ее с	1	1
317	тому кто	1	1
318	не по	2	1
319	виду не	1	1
320	не случайно	2	1
321	указать на	3	1
322	а что	1	1
323	есть одно	1	1
324	и весь	1	1
325	сострадания к	1	1
326	бы в	1	1
327	действительно в	1	1
328	еще более	1	1
329	для его	1	1
330	в русском	1	1
331	по своей	2	1
332	ни к	1	1
333	во всем	3	1
334	силы в	1	1
335	его он	1	1
336	как будто	1	1
337	иначе чем	1	1
338	ты не	1	1
339	он убивает	1	1
340	но есть	2	1
341	это от	1	1
342	не потому	1	1
343	это все	1	1
344	у нас	2	1
345	к его	1	1
346	в огненный	1	1
347	та же	1	1
348	особенно в	1	1
349	его с	2	1
350	в голову	1	1
351	жизни и	1	1
352	будто бы	1	1
353	это так	1	1
354	указывает на	4	1
355	стоит человек	1	1
356	дела он	1	1
357	доступ к	1	1
358	и толстым	1	1
