N	2gram	Vinokur_St_3	Literetu
1	не только	12	24
2	в качестве	4	17
3	но и	9	17
4	в том	20	16
5	а не	5	16
6	в частности	1	15
7	том что	15	14
8	в году	5	13
9	может быть	19	13
10	и не	10	12
11	в этом	24	12
12	в своем	1	11
13	состоит в	4	11
14	своего рода	3	11
15	прежде всего	10	11
16	хх века	1	10
17	в русской	6	10
18	такого рода	5	10
19	то что	12	10
20	или иначе	1	9
21	в целом	4	8
22	так или	1	8
23	не в	6	8
24	и в	25	8
25	только в	6	8
26	я и	3	7
27	отказ от	2	7
28	как бы	6	7
29	не менее	2	7
30	в его	12	7
31	уже не	3	7
32	и я	1	6
33	в рамках	2	6
34	то есть	2	6
35	как и	4	6
36	точки зрения	7	6
37	и сам	1	6
38	того что	5	6
39	связи с	3	6
40	в жизни	4	6
41	xix века	4	6
42	одним из	1	5
43	то же	5	5
44	как в	6	5
45	не столько	2	5
46	в то	7	5
47	для себя	1	5
48	казалось бы	1	5
49	а также	4	5
50	же время	3	5
51	русской литературе	1	5
52	что он	19	5
53	уже в	3	5
54	русской поэзии	2	5
55	не может	7	5
56	в данном	1	5
57	с этой	3	5
58	с его	3	5
59	в своей	4	4
60	еще не	2	4
61	но не	2	4
62	в этой	14	4
63	все же	4	4
64	всего лишь	1	4
65	представляет собой	1	4
66	по преимуществу	1	4
67	не как	2	4
68	лишь в	4	4
69	для этого	2	4
70	и его	3	4
71	никогда не	2	4
72	так и	5	4
73	в формах	1	4
74	и тем	4	4
75	из них	1	4
76	в конце	6	4
77	друг друга	1	4
78	как раз	3	4
79	в стихотворении	3	4
80	в связи	3	4
81	со стороны	3	4
82	это не	7	4
83	в своих	8	4
84	например в	4	3
85	тех же	1	3
86	тем же	1	3
87	также и	1	3
88	что его	2	3
89	xix столетия	1	3
90	в самом	2	3
91	бы не	1	3
92	что ли	1	3
93	таким образом	10	3
94	той же	2	3
95	его в	1	3
96	самого пушкина	8	3
97	он и	2	3
98	несмотря на	3	3
99	не мог	2	3
100	художественного творчества	1	3
101	в их	3	3
102	но в	5	3
103	том же	1	3
104	на рубеже	1	3
105	что ему	1	3
106	дело в	1	3
107	одна из	2	3
108	в области	6	3
109	свое собственное	1	3
110	всего в	4	3
111	в виду	2	3
112	в пределах	1	3
113	приводит к	1	3
114	по аналогии	1	3
115	одного из	2	3
116	по своей	1	3
117	один из	2	3
118	потому что	5	3
119	одно из	2	3
120	при всей	2	3
121	у него	9	3
122	с другой	5	3
123	еще и	1	3
124	и др	4	3
125	не было	4	3
126	быть это	3	3
127	этой точки	1	3
128	жизни и	1	3
129	что в	19	3
130	а в	6	3
131	во всяком	4	3
132	того же	2	2
133	и то	1	2
134	самом деле	2	2
135	е годы	1	2
136	к своей	2	2
137	отношения между	5	2
138	из его	7	2
