N	3gram	Vinokur_Ku_2	Myslijsy
1	сами по себе	1	7
2	во всяком случае	5	7
3	в том что	10	7
4	в свою очередь	2	6
5	по крайней мере	6	5
6	тем не менее	5	5
7	до сих пор	1	4
8	сам по себе	1	4
9	не было бы	1	4
10	в то время	1	4
11	в том смысле	1	4
12	на то что	2	3
13	то время как	1	3
14	с одной стороны	1	3
15	смысле этого слова	1	3
16	не могут быть	1	3
17	по себе не	2	3
18	может быть не	1	3
19	и т п	24	3
20	и т д	14	3
21	а не с	1	2
22	же что в	1	2
23	на самом деле	2	2
24	после того как	1	2
25	состоит не в	1	2
26	том смысле как	1	2
27	только потому что	6	2
28	то что мы	1	2
29	не в том	1	2
30	связанные с этим	1	2
31	с другой стороны	7	2
32	для того чтобы	8	2
33	для нас менее	1	2
34	то же время	3	2
35	становится для нас	1	2
36	само по себе	5	2
37	то же в	1	2
38	показать в чем	1	2
39	не может быть	4	2
40	с самого начала	1	2
41	в этом смысле	5	2
42	в то же	3	2
43	таким образом в	1	2
44	сама по себе	1	2
45	что если бы	1	2
46	только тогда когда	1	2
47	потому что как	1	1
48	сплошь да рядом	2	1
49	а один из	1	1
50	лишь в той	1	1
51	указание на то	1	1
52	состоит в том	1	1
53	одном и том	1	1
54	дело в том	1	1
55	и той же	1	1
56	с а а	1	1
57	большей или меньшей	3	1
58	но даже и	2	1
59	у нас в	1	1
60	что само по	1	1
61	т д и	1	1
62	потому что не	1	1
63	может быть только	2	1
64	по себе они	2	1
65	только в том	2	1
66	том случае если	2	1
67	и в других	1	1
68	в таких случаях	2	1
69	т п а	2	1
70	в отличие от	2	1
71	по себе и	1	1
72	бы то ни	1	1
73	потому что и	1	1
74	и в разговоре	1	1
75	от слова в	2	1
76	но это не	1	1
77	в той мере	1	1
78	но вряд ли	1	1
79	языка которое мы	1	1
80	смысле в каком	1	1
81	есть одна из	1	1
82	с этой точки	2	1
83	и не в	1	1
84	главным образом в	1	1
85	вместе с тем	2	1
86	только для того	1	1
87	не то что	1	1
88	в том случае	2	1
89	и тем не	4	1
90	но с другой	1	1
91	что само слово	1	1
92	может и не	1	1
93	бы и в	1	1
94	в одном и	1	1
95	в этих примерах	1	1
96	как и в	1	1
97	внимание на те	1	1
98	то ни было	1	1
99	мы не знаем	1	1
100	той мере в	1	1
101	и том же	1	1
102	такие случаи когда	2	1
103	что смысл слова	1	1
104	по сравнению с	1	1
105	то тем самым	2	1
106	в большей или	3	1
107	чтобы понять что	2	1
108	в связи с	3	1
109	но не только	1	1
110	или быть может	1	1
111	именно с а	1	1
112	мере в какой	1	1
113	может быть передан	1	1
114	и на такие	1	1
115	но эти слова	1	1
116	то что я	1	1
117	в наше время	2	1
118	не потому что	1	1
119	в том чтобы	1	1
120	в этом случае	2	1
121	о том что	1	1
122	ничего общего с	1	1
123	языка или же	1	1
124	и в самом	2	1
125	а а не	1	1
126	но все же	2	1
127	мы знаем что	2	1
128	мы говорим о	2	1
129	до тех пор	1	1
130	этого слова и	1	1
131	в большинстве случаев	1	1
132	которые должны быть	1	1
133	оно не имеет	1	1
134	одной и той	1	1
135	языка и т	1	1
136	не только от	1	1
137	бы те же	1	1
138	известно что в	1	1
139	ответ на это	1	1
