N	3gram	Bakhtin_Fr_2	formyVre
1	то же время	6	9
2	как мы уже	3	8
3	в то же	6	6
4	и в то	2	5
5	для того чтобы	1	5
6	вполне понятно что	2	4
7	по отношению к	1	3
8	до сих пор	4	3
9	в этом отношении	3	3
10	прежде всего необходимо	1	3
11	мы уже говорили	5	3
12	не может быть	4	3
13	но все же	2	2
14	то есть не	1	2
15	как и для	1	2
16	дело в том	1	2
17	как мы видим	1	2
18	мы уже сказали	1	2
19	громадное влияние на	1	2
20	и в особенности	1	2
21	также и в	1	2
22	одной стороны и	1	2
23	как если бы	1	2
24	с точки зрения	5	2
25	здесь не место	1	2
26	то есть именно	1	2
27	в строгом смысле	1	2
28	но и в	4	2
29	подсматривания и подслушивания	1	2
30	в xvii веке	10	2
31	не только в	5	2
32	с одной стороны	3	2
33	по сравнению с	2	2
34	и во всей	1	2
35	значение в романе	1	2
36	в его целом	3	2
37	в какой-то степени	1	2
38	существенную роль в	1	2
39	и прежде всего	1	2
40	в том что	1	2
41	вовсе не было	1	2
42	как и в	1	2
43	в другом месте	2	1
44	то есть для	2	1
45	до наших дней	2	1
46	и до наших	1	1
47	зрения на мир	2	1
48	рядом со своей	1	1
49	и во всех	3	1
50	ровно ничего не	1	1
51	прежде всего на	1	1
52	прежде всего в	1	1
53	имеем в виду	2	1
54	если не более	1	1
55	громадное значение в	1	1
56	весь роман в	1	1
57	в средние века	8	1
58	протяжении всего романа	1	1
59	в том же	1	1
60	то есть к	1	1
61	так и его	1	1
62	тех случаях когда	1	1
63	существенное отношение к	3	1
64	но все это	1	1
65	у него своя	1	1
66	не входит в	1	1
67	точка зрения на	1	1
68	в себе и	2	1
69	но он не	1	1
70	что в нем	1	1
71	так как под	1	1
72	самой жизни в	1	1
73	здесь же мы	1	1
74	в значительной мере	1	1
75	и последующих веков	2	1
76	время в его	1	1
77	мы должны еще	2	1
78	мы еще вернемся	2	1
79	включает в себя	2	1
80	уже к концу	1	1
81	человеческую жизнь и	1	1
82	в тех случаях	1	1
83	до известной степени	1	1
84	в значительной степени	2	1
85	роман таким образом	1	1
86	как мы сказали	1	1
87	но в то	3	1
88	в первый раз	1	1
89	таким образом и	1	1
90	так и в	1	1
91	не могут быть	1	1
92	о своей жизни	1	1
93	в самой жизни	1	1
94	все более и	1	1
95	в последующие века	2	1
96	вовсе не является	1	1
97	во всяком случае	2	1
98	характер и не	1	1
99	что касается до	1	1
100	и в самой	1	1
101	в новое время	1	1
102	дошедшие до нас	1	1
103	были связаны с	1	1
104	xvii и xviii	2	1
105	роль в литературе	1	1
106	то есть только	1	1
107	по существу и	1	1
108	в этом случае	1	1
109	на протяжении всего	5	1
110	о том что	3	1
111	то есть в	1	1
112	но и на	1	1
113	золотого осла апулея	1	1
114	литературе этот образ	1	1
115	не только на	1	1
116	будем говорить в	1	1
117	более и более	1	1
118	получает существенное отношение	1	1
119	за несколько дней	1	1
120	мы будем говорить	1	1
121	или во всяком	1	1
122	как своего рода	1	1
123	и вступает в	1	1
124	мы имеем в	1	1
125	но в отношении	1	1
126	и те формы	1	1
127	и в литературе	1	1
128	еще вернемся в	1	1
129	этого целого и	1	1
130	неразрывно связаны с	1	1
131	в литературе этот	1	1
132	друг с другом	1	1
133	во всех его	1	1
134	дошли до нас	1	1
135	тесно переплетается с	1	1
