N	2gram	Savitsky_E_1	Myshleni
1	в том	11	42
2	том что	6	35
3	в процессе	4	27
4	таким образом	2	25
5	в развитии	2	25
6	в этом	12	24
7	точки зрения	23	24
8	в качестве	14	21
9	и в	37	20
10	что в	21	19
11	заключается в	2	18
12	в основе	1	17
13	то же	15	16
14	не только	18	15
15	то что	6	15
16	как мы	5	13
17	в их	11	12
18	при этом	1	12
19	может быть	6	12
20	с другой	7	12
21	потому что	3	12
22	с точки	17	11
23	в его	2	11
24	так же	9	11
25	этого слова	1	11
26	мы должны	2	11
27	и то	2	10
28	на основе	2	10
29	в истории	2	10
30	в себе	9	10
31	в отношении	32	10
32	своего развития	1	10
33	того что	7	10
34	мы видим	2	10
35	только в	9	10
36	если мы	1	10
37	так как	7	10
38	того же	3	9
39	и другие	1	9
40	могли бы	1	9
41	и как	2	9
42	как и	7	9
43	между тем	8	9
44	что и	3	9
45	тот же	1	9
46	с одной	8	9
47	одной стороны	8	9
48	как это	4	9
49	другой стороны	2	9
50	но и	14	9
51	и тем	3	8
52	было бы	8	8
53	этом смысле	3	8
54	тогда когда	2	8
55	и что	2	8
56	вместе с	2	8
57	и не	14	8
58	в результате	3	8
59	один и	1	7
60	и тот	1	7
61	в своей	8	7
62	и более	2	7
63	тем самым	5	7
64	они являются	1	7
65	с другом	3	7
66	могут быть	2	7
67	того чтобы	6	7
68	тем что	3	7
69	этом отношении	3	7
70	а не	2	7
71	что мы	1	7
72	смысле этого	1	7
73	как бы	6	7
74	друг с	3	7
75	же как	5	6
76	в самом	4	6
77	той же	1	6
78	и на	6	6
79	тому же	1	6
80	этот процесс	2	6
81	те же	1	6
82	с тем	3	6
83	мы видели	3	6
84	одного и	1	6
85	по своей	2	6
86	к тому	8	6
87	можно было	3	6
88	в силу	2	6
89	уже в	1	6
90	не может	9	6
91	сказать что	4	6
92	речь идет	1	5
93	между собой	2	5
94	как в	3	5
95	с этим	2	5
96	все же	1	5
97	целый ряд	2	5
98	и к	3	5
99	увидим что	1	5
100	все эти	1	5
101	на то	6	5
102	и того	2	5
103	и его	1	5
104	не является	3	5
105	никогда не	3	5
106	так и	10	5
107	если бы	2	5
108	о том	3	5
109	мы можем	3	5
110	для того	6	5
111	выступает в	1	5
112	в частности	5	5
113	слова и	1	5
114	в своем	14	4
115	его к	1	4
116	в нашем	1	4
117	нами в	1	4
118	и те	1	4
119	состоит в	1	4
120	как они	1	4
121	и с	2	4
122	с этой	6	4
123	по сравнению	2	4
124	которые в	1	4
125	не в	5	4
126	тому что	1	4
127	что с	1	4
128	что оно	1	4
129	и только	3	4
130	в сознании	1	4
131	из них	3	4
132	во всей	2	4
133	интересующей нас	1	4
134	в области	11	4
135	тех и	1	4
136	по своему	7	4
137	в смысле	9	4
138	и для	3	4
139	для нас	4	4
140	между ними	2	4
141	во всяком	3	4
142	этой точки	5	4
143	как известно	1	3
144	идет о	3	3
145	отдельных элементов	1	3
146	с таким	1	3
147	приходит к	1	3
148	но скорее	1	3
149	столь же	5	3
150	тем как	1	3
151	совершенно прав	2	3
152	отнюдь не	9	3
153	когда он	3	3
154	не являются	1	3
155	но в	14	3
156	представляет собой	3	3
157	в этой	2	3
158	на его	1	3
159	это значение	1	3
160	на этом	1	3
161	что все	2	3
162	в совершенно	1	3
163	различие между	1	3
164	и других	2	3
165	чем в	4	3
166	в этих	2	3
167	в процессах	2	3
168	мы говорили	1	3
169	нас к	2	3
170	не менее	1	3
171	что эта	1	3
172	в обоих	1	3
173	в деле	3	3
174	во всем	1	3
175	связи с	1	3
176	не могут	2	3
177	оно может	1	3
178	и когда	1	3
179	должно быть	1	3
180	и поэтому	2	3
181	внимание на	1	3
182	является в	1	3
183	и во	2	3
184	которые мы	1	3
185	один из	1	3
186	одной из	5	3
187	но не	5	3
188	в какой	2	3
189	всяком случае	3	3
190	не означает	2	3
191	от того	1	3
192	со стороны	5	3
193	нас в	1	3
194	на этот	2	3
195	именно в	4	3
196	к которому	1	3
197	только к	2	3
198	в связи	1	3
199	сравнению с	2	3
200	наряду с	2	3
201	одновременно с	1	3
202	приводит нас	2	3
203	и от	3	3
204	бы в	2	3
205	в виде	5	3
206	также и	7	2
207	связана с	1	2
208	же по	1	2
209	относятся к	2	2
210	ту же	1	2
211	что эти	2	2
212	должна быть	2	2
213	эту же	1	2
214	с более	3	2
215	неизбежно приводит	1	2
216	что если	2	2
217	они могут	1	2
218	место в	3	2
219	в ней	4	2
220	видели что	1	2
221	мы будем	1	2
222	отличие от	1	2
223	которые не	1	2
224	стороны и	6	2
225	во многих	4	2
226	в известном	3	2
227	не есть	2	2
228	вообще не	3	2
229	к выводу	1	2
230	как оно	2	2
231	в нем	1	2
232	все другие	2	2
233	то как	1	2
234	а затем	1	2
235	входит в	1	2
236	отражение в	1	2
237	в ином	1	2
238	который по	1	2
239	к которым	5	2
240	далеко не	2	2
241	такой же	2	2
242	или иному	2	2
243	установить что	1	2
244	в отличие	1	2
245	том же	1	2
246	в той	5	2
247	но они	1	2
248	не имеет	4	2
249	это мы	1	2
250	что процесс	1	2
251	находятся в	1	2
252	уже и	3	2
253	что на	2	2
254	того обстоятельства	1	2
255	по нашему	3	2
256	когда мы	1	2
257	ли не	1	2
258	что при	1	2
259	существует только	1	2
260	и это	1	2
261	свою очередь	2	2
262	и сами	1	2
263	указывать на	1	2
264	данном случае	2	2
265	что такие	1	2
266	а также	7	2
267	может не	1	2
268	развития не	1	2
269	связь между	1	2
270	к нему	2	2
271	которое дает	1	2
272	в другой	2	2
273	вслед за	6	2
274	значит что	1	2
275	но так	1	2
276	которое мы	1	2
277	но как	2	2
278	на всем	4	2
279	от других	1	2
280	в данной	3	2
281	для него	1	2
282	представить себе	1	2
283	тогда как	1	2
284	в каком	4	2
285	с той	1	2
286	прежде всего	9	2
287	нашему мнению	2	2
288	с которым	1	2
289	если не	1	2
290	все более	9	2
291	в данном	3	2
292	что это	2	2
293	это значит	2	2
294	том смысле	1	2
295	даже в	4	2
296	в начале	1	2
297	для развития	1	2
298	числе и	1	2
299	рассматривать как	1	2
300	тому или	2	2
301	новое слово	3	2
302	с понятиями	1	2
303	которая в	1	2
304	а в	2	2
305	в свою	3	2
306	существует в	1	2
