N	3gram	Tiupa_Hudo_1	Psycholo
1	в том что	7	9
2	не может быть	3	8
3	о том что	1	7
4	заключается в том	1	6
5	в то время	1	5
6	этой точки зрения	1	5
7	подобно тому как	1	5
8	с другой стороны	5	5
9	с одной стороны	2	5
10	для того чтобы	2	5
11	с этой точки	1	4
12	так же как	1	4
13	как и в	1	4
14	том что она	1	3
15	в художественном произведении	1	3
16	в отличие от	7	3
17	точно так же	1	3
18	так же точно	1	3
19	в конечном счете	5	3
20	все то что	1	3
21	состоит в том	5	2
22	более или менее	5	2
23	в настоящее время	1	2
24	в этом смысле	3	2
25	в том и	2	2
26	то же самое	1	2
27	с точки зрения	3	2
28	в произведении искусства	1	2
29	в таком случае	1	2
30	тем или иным	1	2
31	в области искусства	1	2
32	художественного произведения с	1	2
33	то или иное	1	2
34	в том случае	1	2
35	том и состоит	2	2
36	тех или иных	2	2
37	в евгении онегине	1	2
38	делает то что	1	2
39	а в том	1	2
40	в русском языке	1	2
41	и в самом	1	2
42	при этом не	1	2
43	а чем-то другим	1	2
44	всякое произведение искусства	1	2
45	сама по себе	2	2
46	тем не менее	3	2
47	он не только	1	2
48	по себе а	1	2
49	и в сущности	1	1
50	и того же	2	1
51	и том же	1	1
52	есть как бы	1	1
53	мы видим в	1	1
54	к автору и	1	1
55	в основе своей	1	1
56	чем-то другим и	1	1
57	одном и том	1	1
58	другим и выразить	1	1
59	мы имеем дело	2	1
60	сцепления непосредственно словами	1	1
61	сколько бы ни	1	1
62	мыслью я думаю	1	1
63	выразить основу этого	1	1
64	может быть признано	1	1
65	составлено не мыслью	1	1
66	в том числе	2	1
67	том что он	1	1
68	сцепление составлено не	1	1
69	точки зрения в	1	1
70	искусство в том	1	1
71	словами описывая образы	1	1
72	есть в конечном	1	1
73	и состоит чтобы	1	1
74	том случае если	1	1
75	основу этого сцепления	1	1
76	а также в	1	1
77	ни в коем	2	1
78	не мыслью я	1	1
79	можно только посредственно	1	1
80	посредственно словами описывая	1	1
81	заключает в себе	1	1
82	в той мере	1	1
83	том или ином	1	1
84	к изучению искусства	1	1
85	во всей его	2	1
86	что он должен	1	1
87	субъективной и объективной	1	1
88	же сцепление составлено	1	1
89	и выразить основу	1	1
90	в коем случае	2	1
91	ту или иную	1	1
92	едва ли не	1	1
93	объединяет вокруг себя	1	1
94	нельзя а можно	1	1
95	описывая образы действия	1	1
96	и не быть	1	1
97	я думаю а	1	1
98	и то же	3	1
99	в известном смысле	1	1
100	а можно только	1	1
101	себе а в	1	1
102	что все люди	1	1
103	подход к изучению	1	1
104	не могут быть	1	1
105	приводит к тому	2	1
106	дело не в	1	1
107	в том или	1	1
108	это и есть	1	1
109	в связи с	1	1
110	образы действия положения	1	1
111	только посредственно словами	1	1
112	мере в какой	1	1
113	как бы в	1	1
114	в полной мере	1	1
115	думаю а чем-то	1	1
116	не принадлежит к	1	1
117	что они хотят	1	1
118	только о том	1	1
119	его чувства и	1	1
120	только то что	1	1
121	который может быть	1	1
122	что даже в	1	1
123	коем случае не	2	1
124	в свою очередь	2	1
125	та или иная	1	1
126	а не ее	1	1
127	не принадлежат к	1	1
128	между субъективной и	1	1
129	этого сцепления непосредственно	1	1
130	что иное как	1	1
131	можно сказать что	3	1
132	одного и того	2	1
133	больше и больше	1	1
134	и не дает	1	1
135	не что иное	1	1
136	в области литературы	1	1
137	той мере в	1	1
138	и в том	1	1
139	одно и то	3	1
140	именно потому что	1	1
141	же точно и	1	1
142	только при условии	1	1
143	к тому же	1	1
144	и состоит что	1	1
145	том числе и	1	1
146	эстетических отношений и	1	1
