N	2gram	Bakhtin_fo_2	EvropaiC
1	таким образом	3	32
2	в том	10	31
3	и в	46	24
4	том что	4	20
5	все эти	5	19
6	не может	2	18
7	то что	7	17
8	может быть	7	15
9	все же	6	15
10	к культуре	1	14
11	точки зрения	10	13
12	самом деле	1	12
13	в своем	5	12
14	до сих	2	12
15	в этом	22	12
16	сих пор	2	12
17	с этим	5	11
18	между тем	1	11
19	все это	6	11
20	во всех	11	10
21	культуры и	1	10
22	так и	7	10
23	из себя	1	10
24	как бы	10	10
25	все что	2	10
26	того же	3	9
27	при этом	6	9
28	как и	8	9
29	с другом	4	9
30	друг с	4	9
31	в результате	1	9
32	что в	5	9
33	в самом	1	8
34	с точки	8	8
35	не в	9	8
36	если бы	1	8
37	так же	2	8
38	и все	6	8
39	на самом	1	7
40	из этих	4	7
41	о которых	1	7
42	по существу	5	7
43	того чтобы	8	7
44	по своей	1	7
45	к тому	3	7
46	о том	4	7
47	и что	1	7
48	что он	3	7
49	для того	8	7
50	но и	9	7
51	и не	9	7
52	должна быть	1	6
53	еще не	6	6
54	и на	7	6
55	в общем	1	6
56	в этой	2	6
57	в мире	4	6
58	несмотря на	1	6
59	от друга	2	6
60	с ним	4	6
61	что и	3	6
62	того что	3	6
63	только в	11	6
64	все они	3	6
65	так что	4	6
66	так как	6	6
67	мы можем	1	6
68	друг от	2	6
69	с другой	2	6
70	вместе с	9	6
71	у них	2	6
72	как на	2	6
73	и к	2	5
74	но в	10	5
75	в которой	1	5
76	ступени развития	1	5
77	в себе	4	5
78	не только	11	5
79	но все	1	5
80	что все	2	5
81	и с	6	5
82	лишь в	2	5
83	его в	6	5
84	в то	5	5
85	по сравнению	1	5
86	в его	8	5
87	потому что	8	5
88	и их	4	5
89	у него	9	5
90	именно в	2	5
91	далеко не	2	5
92	ничем не	1	5
93	другой стороны	1	5
94	по своему	2	5
95	сравнению с	1	5
96	быть и	2	5
97	и для	9	5
98	и от	2	5
99	к этому	3	5
100	и то	1	4
101	то же	8	4
102	мы уже	9	4
103	та же	3	4
104	из того	1	4
105	между собой	1	4
106	отношение к	3	4
107	что как	1	4
108	хотя и	3	4
109	ни один	1	4
110	чем больше	1	4
111	он не	5	4
112	всех этих	7	4
113	из них	8	4
114	должно быть	5	4
115	в их	3	4
116	том же	4	4
117	и проч	1	4
118	связи с	8	4
119	в дальнейшем	5	4
120	никогда не	6	4
121	и т.д	1	4
122	и у	5	4
123	в виде	1	4
124	в конце	2	4
125	которых мы	1	4
126	конце концов	1	4
127	не могут	1	4
128	в европейской	1	4
129	это есть	1	4
130	в состоянии	1	4
131	этом случае	2	4
132	состоит из	1	4
133	совершенно не	1	4
134	в таком	1	4
135	указанных выше	1	3
136	вопрос о	1	3
137	в данном	2	3
138	мы будем	3	3
139	в истории	4	3
140	целый ряд	3	3
141	что по	1	3
142	и наконец	6	3
143	на нас	3	3
144	в нашем	1	3
145	в тех	1	3
146	в нем	5	3
147	эту культуру	1	3
148	на земле	2	3
149	и по	3	3
150	они должны	1	3
151	в совершенно	3	3
152	на этой	1	3
153	это не	2	3
154	с тем	2	3
155	чем в	1	3
156	и того	1	3
157	одного и	1	3
158	в этих	3	3
159	что если	1	3
160	представление о	2	3
161	с современными	1	3
162	в разных	1	3
163	во всем	1	3
164	уже и	1	3
165	за ними	4	3
166	у нас	2	3
167	всему этому	1	3
168	должны быть	1	3
169	основаны на	1	3
170	как для	1	3
171	и это	2	3
172	данном случае	1	3
173	жизнь и	3	3
174	и вообще	1	3
175	с одной	2	3
176	то они	1	3
177	может не	1	3
178	человеческого рода	1	3
179	тот же	3	3
180	конечно не	4	3
181	различия в	1	3
182	и других	2	3
183	каждый из	2	3
184	отличие от	1	3
185	как у	3	3
186	прежде всего	14	3
187	в связи	8	3
188	и потому	2	3
189	в настоящее	1	3
190	ее и	2	3
191	бы в	1	3
192	тем более	3	3
193	а в	3	3
194	ту же	2	2
195	тех же	1	2
196	в котором	4	2
197	и до	2	2
198	также и	4	2
199	развития человечества	2	2
200	общества и	1	2
201	почти все	3	2
202	в сущности	2	2
203	с ее	1	2
204	и ее	1	2
205	же что	1	2
206	в ней	1	2
207	свою очередь	1	2
208	меньше чем	1	2
209	тем как	1	2
210	во всяком	2	2
211	но как	1	2
212	вступают в	2	2
213	что они	4	2
214	есть в	1	2
215	то в	2	2
216	и те	1	2
217	вследствие этого	1	2
218	широком смысле	1	2
219	при виде	3	2
220	или вовсе	1	2
221	из него	1	2
222	а это	1	2
223	а затем	3	2
224	то есть	10	2
225	как тот	1	2
226	нечего и	1	2
227	на поверхность	1	2
228	в них	7	2
229	со своими	2	2
230	и уже	1	2
231	мы видели	2	2
232	и традиции	1	2
233	такой же	1	2
234	в один	1	2
235	на первый	3	2
236	на каждом	1	2
237	что до	1	2
238	в которых	3	2
239	точку зрения	1	2
240	образом и	1	2
241	и более	2	2
242	тому что	1	2
243	она не	2	2
244	одна из	1	2
245	на него	1	2
246	в основе	6	2
247	говорить о	2	2
248	в самой	2	2
249	и весь	2	2
250	этих двух	1	2
251	на этом	2	2
252	что на	3	2
253	от нее	1	2
254	имеет место	3	2
255	если же	1	2
256	должен быть	1	2
257	как мы	6	2
258	как не	1	2
259	рассматривать как	1	2
260	в себя	2	2
261	свои силы	1	2
262	и сам	1	2
263	те же	6	2
264	это впечатление	1	2
265	из одного	1	2
266	все его	4	2
267	в виду	3	2
268	все дело	1	2
269	сводится к	1	2
270	в другом	3	2
271	и поэтому	1	2
272	же время	4	2
273	все в	2	2
274	сил и	1	2
275	исторического развития	1	2
276	для самого	1	2
277	было бы	2	2
278	и культуру	1	2
279	и так	2	2
280	жизни и	8	2
281	то и	1	2
282	борьбы с	1	2
283	со временем	1	2
284	рано или	1	2
285	отдельные элементы	1	2
286	для него	3	2
287	вовсе не	13	2
288	к ним	2	2
289	и только	2	2
290	не было	3	2
291	или поздно	1	2
292	только один	2	2
293	себя и	3	2
294	одной стороны	1	2
295	одну из	1	2
296	отнюдь не	4	2
297	в частности	5	2
298	но не	5	2
299	эту черту	1	2
300	этого слова	1	2
301	с этой	4	2
302	между прочим	1	2
303	ни для	2	2
304	в индивидуальном	2	2
305	в отдельных	1	2
306	на более	1	2
307	и говорить	1	2
308	между ними	2	2
309	не знает	2	2
310	в свою	1	2
311	ко всему	1	2
312	в эпохи	1	2
313	они не	1	2
314	себя как	1	1
315	смысле слова	2	1
316	говоря о	1	1
317	например в	1	1
318	ее до	1	1
319	показаться что	1	1
320	это и	1	1
321	всех названных	1	1
322	из самых	2	1
323	которую они	1	1
324	права и	1	1
325	введены в	1	1
326	оно было	2	1
327	для этих	1	1
328	отношения к	4	1
329	а как	1	1
330	есть не	1	1
331	на тех	1	1
332	которая передается	1	1
333	мы не	1	1
334	которую мы	1	1
335	на место	1	1
336	время как	1	1
337	ему самому	1	1
338	вместо того	1	1
339	с народом	1	1
340	он сам	1	1
341	всем этим	1	1
342	в широком	1	1
343	в различных	1	1
344	и жизни	1	1
345	с его	1	1
346	это имеет	1	1
347	бы не	1	1
348	а следовательно	3	1
349	помимо этого	1	1
350	истинный смысл	1	1
351	и другие	3	1
352	друг на	2	1
353	если в	2	1
354	себе и	1	1
355	тому времени	1	1
356	земле в	1	1
357	нет и	3	1
358	по другим	1	1
359	для борьбы	1	1
360	еще один	1	1
361	мира в	3	1
362	первый взгляд	1	1
363	что во	1	1
364	которыми они	1	1
365	как в	4	1
366	приближение к	1	1
367	бы при	1	1
368	однако не	1	1
369	кроме того	3	1
370	и как	3	1
371	его к	1	1
372	тем же	2	1
373	и отчасти	1	1
374	в этот	3	1
375	живут в	1	1
376	впечатление совершенно	1	1
377	самой природе	1	1
378	отчасти и	3	1
379	общий тон	1	1
380	не могла	2	1
381	на его	1	1
382	и положительный	1	1
383	после этого	2	1
384	перестает быть	2	1
385	и еще	1	1
386	становится до	1	1
387	состоит именно	1	1
388	вот к	1	1
389	и вот	2	1
390	смертью в	1	1
391	людей и	2	1
392	уже сказали	3	1
393	одно и	1	1
394	всех отношениях	1	1
395	в каждом	1	1
396	здесь мы	3	1
397	другом случае	1	1
398	единое целое	1	1
399	является конечно	1	1
400	не полное	1	1
401	для своей	1	1
402	все их	1	1
403	это было	1	1
404	или просто	1	1
405	лишь на	1	1
406	и тем	1	1
407	чаще всего	1	1
408	по всему	3	1
409	рядом с	2	1
410	разобранные нами	1	1
411	а за	1	1
412	на друга	2	1
413	которой он	2	1
414	их лишь	1	1
415	и такая	1	1
416	и создают	1	1
417	такою же	1	1
418	зато в	1	1
419	народа и	1	1
420	не мог	2	1
421	лучше всего	1	1
422	бы на	1	1
423	в своей	1	1
424	реальной и	1	1
425	как все	1	1
426	и помимо	1	1
427	далее в	2	1
428	жизни с	2	1
429	для всякого	1	1
430	строго говоря	2	1
431	но он	2	1
432	друг другу	2	1
433	и эти	1	1
434	борьбу с	1	1
435	важную роль	1	1
436	их в	4	1
437	в корне	2	1
438	чтобы это	1	1
439	однако в	1	1
440	находят себе	1	1
441	кодекс его	1	1
442	случае мы	1	1
443	них много	1	1
444	в отношении	2	1
445	чистом виде	1	1
446	но отдельные	1	1
447	есть нечто	1	1
448	самого начала	1	1
449	не имеет	1	1
450	на котором	2	1
451	на два	1	1
452	и притом	1	1
453	и сама	1	1
454	не по	1	1
455	следовательно и	3	1
456	дело в	1	1
457	больше чем	1	1
458	не принадлежат	1	1
459	всех своих	1	1
460	более что	2	1
461	за исключением	1	1
462	уже говорили	4	1
463	и его	12	1
464	только с	1	1
465	может показаться	1	1
466	начиная с	1	1
467	становится как	1	1
468	же отношение	1	1
469	противоречат всем	1	1
470	да и	1	1
471	для развития	1	1
472	числе и	2	1
473	вопросы эти	3	1
474	бы он	1	1
475	с такою	2	1
476	частной жизни	1	1
477	всегда в	1	1
478	для себя	1	1
479	некоторой степени	1	1
480	они вовсе	1	1
481	приходит к	1	1
482	всех сторон	1	1
483	и художественное	1	1
484	но при	1	1
485	эта борьба	1	1
486	здесь не	2	1
487	без всякого	2	1
488	из приведенных	1	1
489	нами выше	1	1
490	с самого	1	1
491	говорили что	1	1
492	то время	1	1
493	так в	1	1
494	роль в	3	1
495	в борьбе	3	1
496	сам он	1	1
497	не были	2	1
498	что от	1	1
499	или иной	2	1
500	находится в	2	1
501	другом месте	2	1
502	и та	2	1
503	время в	1	1
504	за пределами	1	1
505	но мы	1	1
506	никак не	1	1
507	в значительной	1	1
508	вся эта	1	1
509	за эту	1	1
510	после этих	1	1
511	не противоречит	1	1
512	на одном	1	1
513	у другого	1	1
514	когда дело	1	1
515	борьбе с	2	1
516	с европой	1	1
517	бы нам	1	1
518	у всех	2	1
519	и следовательно	1	1
520	наконец и	2	1
521	тех пор	1	1
522	и история	1	1
523	один из	2	1
524	совсем не	2	1
525	мы видим	2	1
526	вступить в	1	1
527	зрения в	1	1
528	как нечто	1	1
529	тела очень	1	1
530	они основаны	1	1
531	в разные	1	1
532	поэтому и	1	1
533	бы ни	1	1
534	конец и	1	1
535	по этому	1	1
536	тот или	1	1
537	похожа на	1	1
538	в качестве	3	1
539	для всех	1	1
540	с нею	1	1
541	уже не	3	1
542	уже в	4	1
543	же явления	1	1
544	свидетельствует о	1	1
545	на этих	1	1
546	этому вопросу	1	1
547	собой на	1	1
548	ними нет	1	1
549	в прошлом	3	1
550	части и	1	1
551	с настоящим	2	1
552	до некоторой	1	1
553	тем что	3	1
554	ее на	1	1
555	же еще	1	1
556	и стремление	1	1
557	все от	1	1
558	и даже	3	1
559	являются выражениями	1	1
560	рядом и	2	1
561	что тот	1	1
562	еще и	1	1
563	ниже все	1	1
564	и развития	1	1
565	и затем	2	1
566	и пр	2	1
567	а на	2	1
568	до конца	2	1
569	а не	4	1
570	в руках	1	1
571	и выше	1	1
572	а так	1	1
573	в риме	1	1
574	или с	1	1
575	в последующем	2	1
576	на которые	1	1
577	он и	1	1
578	тем больше	1	1
579	все более	1	1
580	еще нет	3	1
581	наряду с	2	1
582	например при	1	1
583	могут быть	2	1
584	есть как	1	1
585	а потом	2	1
586	в тот	1	1
587	для их	1	1
588	человек с	1	1
589	этого сделать	1	1
590	мыслится как	2	1
591	стремления к	1	1
592	дело идет	2	1
593	стремятся к	1	1
594	благодаря этому	1	1
595	только для	2	1
596	оба они	1	1
597	в так	1	1
598	же самое	3	1
599	все остальные	1	1
600	понятий и	1	1
601	с большой	2	1
602	греческой и	1	1
603	всего в	3	1
604	частей и	1	1
605	пор еще	1	1
606	на время	1	1
607	и среди	1	1
608	а все	1	1
609	достаточно упомянуть	1	1
610	но когда	1	1
611	действующим лицом	2	1
612	лишь как	1	1
613	еще более	4	1
614	приведенных выше	1	1
615	времени все	1	1
616	ноги и	1	1
617	идет об	1	1
618	всю эту	2	1
619	обстоит дело	1	1
620	жизнь все	1	1
621	основе их	1	1
622	сословий и	1	1
623	не являются	1	1
624	и вдруг	1	1
625	в целях	1	1
626	жизни в	4	1
627	такие вещи	1	1
628	сказать что	1	1
629	не быть	2	1
630	от всех	1	1
631	но этот	1	1
632	нет но	1	1
633	у людей	1	1
634	мы считаем	1	1
635	взгляда на	1	1
636	на своем	1	1
637	иная чем	1	1
638	ее в	3	1
639	том числе	3	1
