N	2gram	Bakhtin_Fr_3	VelikijI
1	и не	13	20
2	и в	40	16
3	так как	4	9
4	то что	5	9
5	еще не	3	8
6	в истории	4	8
7	что они	1	7
8	а не	5	7
9	и потому	4	7
10	к людям	1	6
11	но и	11	5
12	того что	1	5
13	в мире	4	5
14	все это	4	5
15	как бы	3	5
16	и есть	3	4
17	в образе	1	4
18	во мне	1	4
19	в его	13	4
20	и я	1	4
21	в этом	15	4
22	что он	2	4
23	потому что	2	4
24	в нем	5	4
25	так и	3	4
26	что не	1	4
27	как и	11	4
28	в котором	2	4
29	в ней	4	4
30	и все	9	4
31	все что	2	4
32	от этого	1	3
33	этого мира	1	3
34	и что	1	3
35	за то	1	3
36	хотя бы	2	3
37	лишь в	2	3
38	с его	3	3
39	во всех	6	3
40	что и	3	3
41	в том	8	3
42	но в	8	3
43	в вопросе	1	3
44	бы и	1	3
45	все эти	8	3
46	и вечной	1	3
47	и они	2	3
48	в конце	3	3
49	их в	3	3
50	в своей	6	3
51	ни в	4	3
52	в них	9	3
53	не было	5	3
54	должно быть	1	3
55	в этих	6	3
56	что во	1	3
57	не в	1	3
58	тому что	1	3
59	но это	3	3
60	не имеет	1	3
61	никогда не	1	3
62	превращается в	1	3
63	и для	5	3
64	жизни и	4	3
65	что в	12	3
66	людей в	1	3
67	и это	2	2
68	того чтобы	4	2
69	в книгах	1	2
70	от своей	1	2
71	и сам	2	2
72	и т	1	2
73	можно было	3	2
74	и свободы	1	2
75	мы не	2	2
76	и новые	1	2
77	свободной и	1	2
78	в последнем	2	2
79	с ним	1	2
80	вместо того	1	2
81	под этим	1	2
82	ее и	1	2
83	человечества в	1	2
84	и во	4	2
85	между тем	3	2
86	нет и	1	2
87	от этих	1	2
88	не с	1	2
89	чудеса и	1	2
90	его к	2	2
91	только в	3	2
92	те которые	1	2
93	в себя	1	2
94	конечно не	2	2
95	не только	13	2
96	превращаются в	1	2
97	на тебя	2	2
98	не так	3	2
99	для него	5	2
100	не к	2	2
101	для людей	1	2
102	в прошлом	1	2
103	не могли	1	2
104	тем что	3	2
105	на том	1	2
106	мы слышим	4	2
107	это не	2	2
108	истории и	1	2
109	прежде всего	16	2
110	для них	1	2
111	все равно	1	2
112	с тем	1	2
113	один из	4	2
114	вопросе о	1	2
115	мира в	1	2
116	смысл жизни	1	2
117	не могут	1	2
118	мир и	1	2
119	в старой	1	2
120	что было	2	2
121	да и	1	2
122	одна из	3	2
123	что их	1	2
124	так много	3	2
125	том что	4	2
126	в форме	2	2
127	они и	2	2
128	ее в	1	2
129	до того	2	2
130	а в	3	2
131	но не	2	2
132	в духе	7	2
133	всего в	1	2
134	во всяком	1	2
135	всегда в	1	1
136	и своих	1	1
137	глубокие и	1	1
138	нас как	1	1
139	как мы	10	1
140	в виду	7	1
141	в ее	3	1
142	и до	8	1
143	роль в	4	1
144	был устроен	1	1
145	в нашу	1	1
146	и самое	3	1
147	его связь	3	1
148	то же	7	1
149	до времени	1	1
150	нам уже	1	1
151	в результате	1	1
152	человеческой природы	1	1
153	истины и	3	1
154	и тут	1	1
155	по сравнению	2	1
156	которого они	1	1
157	что уже	1	1
158	остается не	1	1
159	самой жизни	1	1
160	и вообще	1	1
161	не была	1	1
162	который был	1	1
163	и ее	2	1
164	не был	2	1
165	отдать за	1	1
166	в их	4	1
167	и на	8	1
168	он был	3	1
169	в последних	2	1
170	бы то	1	1
171	жизни с	2	1
172	это имеет	1	1
173	что оно	1	1
174	к нему	2	1
175	но как	2	1
176	ее от	1	1
177	важный для	1	1
178	от них	1	1
179	менее всего	1	1
180	себе и	1	1
181	с истиной	1	1
182	мире и	1	1
183	это лишь	1	1
184	если за	1	1
185	что бы	1	1
186	во что	1	1
187	сложное и	1	1
188	это самое	2	1
189	его на	1	1
190	как в	3	1
191	в своем	7	1
192	все же	2	1
193	мы видим	5	1
194	и создал	1	1
195	с ними	1	1
196	мы увидим	2	1
197	и так	2	1
198	это очень	1	1
199	со своей	1	1
200	в самом	6	1
201	в которой	2	1
202	что это	1	1
203	в целом	2	1
204	теперь в	1	1
205	сущности и	1	1
206	одном образе	1	1
207	в этой	3	1
208	в известном	1	1
209	это тот	1	1
210	же и	3	1
211	им в	1	1
212	он делает	1	1
213	свободы но	1	1
214	уже в	2	1
215	зла в	1	1
216	в виде	1	1
217	и если	2	1
218	но прежде	1	1
219	по словам	1	1
220	слова не	1	1
221	говорит что	1	1
222	же они	1	1
223	абсолютное значение	1	1
224	и вот	2	1
225	вовсе не	12	1
226	не для	1	1
227	отношение к	8	1
228	так часто	1	1
229	но что	1	1
230	у него	8	1
231	наконец от	1	1
232	того света	2	1
233	и по	1	1
234	на этом	2	1
235	бы все	1	1
236	он так	1	1
237	и вместе	1	1
238	ее на	1	1
239	на нее	1	1
240	для того	3	1
241	то ни	1	1
242	в платоновском	1	1
243	в состоянии	2	1
244	свое и	1	1
245	не были	2	1
246	и с	8	1
247	было не	1	1
248	не надо	1	1
249	не дали	2	1
250	с другой	2	1
251	есть не	1	1
252	в следующих	2	1
253	это одна	1	1
254	их кажущаяся	2	1
255	близок к	1	1
256	к миру	1	1
257	еще и	2	1
258	весь мир	1	1
259	и тем	1	1
260	нового времени	2	1
261	говорит о	1	1
262	быть на	1	1
263	них и	1	1
264	на которых	1	1
265	ничем не	1	1
266	их было	1	1
267	не всегда	1	1
268	и уже	1	1
269	жизнь в	3	1
270	о чем	2	1
271	имеет никакой	1	1
272	мировой истории	2	1
273	места в	1	1
274	таким же	1	1
275	вместе с	3	1
276	свое особое	1	1
277	так же	1	1
278	ко всем	3	1
279	как это	1	1
280	то есть	18	1
281	мы в	1	1
282	в человеке	1	1
283	у нас	4	1
284	он говорит	6	1
285	сравнению с	2	1
286	с такой	1	1
287	что тот	1	1
288	времени с	1	1
289	в одном	7	1
290	не понимает	3	1
291	образ и	2	1
292	у самого	2	1
293	всякое отрицание	1	1
294	этот мир	2	1
295	и смерти	3	1
296	этого слова	2	1
297	и очень	2	1
298	одинаково не	1	1
299	раз и	1	1
300	ни для	4	1
301	так ли	1	1
302	здесь есть	1	1
303	о мире	2	1
304	тому кто	1	1
305	свою роль	1	1
306	мы все	1	1
307	и от	3	1
308	нельзя не	1	1
309	мира и	1	1
310	это как	1	1
311	ничего не	1	1
312	в разных	2	1
313	может быть	9	1
314	вообще в	1	1
315	как она	1	1
316	видим что	1	1
