N	3gram	Losev_Vesc_1	Problema
1	с точки зрения	3	11
2	тем не менее	3	10
3	содержит в себе	4	8
4	в том что	4	8
5	в той или	2	7
6	это значит что	19	7
7	то же самое	1	6
8	по крайней мере	4	6
9	сам по себе	3	6
10	с другой стороны	2	6
11	в данном случае	2	5
12	но даже и	2	4
13	можно было бы	1	4
14	не только в	4	4
15	во всяком случае	2	4
16	не только не	2	4
17	мы имеем дело	2	3
18	то и другое	4	3
19	ни в коем	1	3
20	вместе с тем	1	3
21	и тем не	1	3
22	а это значит	1	3
23	в зависимости от	1	3
24	в коем случае	1	3
25	тех или иных	1	3
26	было бы весьма	1	3
27	и во всяком	1	3
28	той или другой	2	3
29	о том что	4	3
30	и т д	19	3
31	каждой из них	1	2
32	что иное как	7	2
33	можно ли сказать	3	2
34	общего ни с	1	2
35	сами по себе	3	2
36	как будто бы	1	2
37	тот или иной	1	2
38	в том смысле	1	2
39	в себе и	1	2
40	же самое время	1	2
41	даже и не	1	2
42	и в частности	1	2
43	то время как	1	2
44	в том или	1	2
45	в том чтобы	1	2
46	уж во всяком	1	2
47	только в виде	1	2
48	может обойтись без	1	2
49	потому что она	1	2
50	не есть ни	3	2
51	в одном случае	1	2
52	и не просто	3	2
53	для того чтобы	2	2
54	самом же деле	1	2
55	хотя бы даже	1	2
56	на самом же	1	2
57	ничего общего ни	1	2
58	более или менее	1	2
59	есть не что	5	2
60	не что иное	7	2
61	взятый сам по	1	2
62	вовсе не есть	6	2
63	заключается в том	1	2
64	в то время	1	2
65	не может обойтись	1	2
66	в то же	1	2
67	только в меру	1	2
68	и больше ничего	8	2
69	сама по себе	3	2
70	здесь как и	1	2
71	с бесконечно разнообразной	1	1
72	крайней мере в	1	1
73	а следовательно и	1	1
74	и это будет	1	1
75	только потому что	1	1
76	действительность есть нечто	1	1
77	и как именно	1	1
78	заключается не в	1	1
79	дело в том	2	1
80	между прочим и	1	1
81	это было бы	1	1
82	хотя уже и	1	1
83	не содержит в	1	1
84	равно как и	2	1
85	но это только	1	1
86	как и во	1	1
87	то ясно что	1	1
88	имеем дело в	1	1
89	еще не вполне	1	1
90	сознательно и намеренно	1	1
91	так что в	3	1
92	есть сама вещь	3	1
93	что также и	1	1
94	свидетельствует о том	3	1
95	и все эти	1	1
96	ли сказать что	3	1
97	о том как	1	1
98	но ясно что	1	1
99	что в результате	2	1
100	не есть нечто	1	1
101	как раз и	1	1
102	мало и этого	1	1
103	по сравнению с	6	1
104	и не в	1	1
105	и для всех	1	1
106	для тех или	2	1
107	не просто теоретически	1	1
108	но она является	1	1
109	они вовсе не	1	1
110	представим себе что	1	1
111	необходимо думать что	1	1
112	также и то	1	1
113	больше ничего в	1	1
114	бы то ни	4	1
115	также что это	1	1
116	только то что	2	1
117	действительность и даже	1	1
118	но можно ли	1	1
119	что не только	1	1
120	только на то	1	1
121	всего то что	2	1
122	и говорить о	1	1
123	в основе своей	2	1
124	такой вещи которая	1	1
125	тем или другим	1	1
126	это и значит	2	1
127	с этой точки	1	1
128	они находятся в	1	1
129	одно и то	4	1
130	есть то что	4	1
131	до сих пор	1	1
132	не то что	1	1
133	и то что	3	1
134	в ней не	1	1
135	ту или иную	2	1
136	ясно также что	1	1
137	в меру ее	1	1
138	является не просто	1	1
139	не значит что	1	1
140	так же как	1	1
141	она есть субстанция	1	1
142	в подлинном смысле	1	1
143	она еще не	1	1
144	сих пор мы	1	1
145	то ни было	4	1
146	вообще не есть	1	1
147	мы не знаем	1	1
148	с чем мы	2	1
149	с одной стороны	3	1
150	а еще и	1	1
151	в конце концов	2	1
152	мы замечаем что	1	1
153	не относится к	1	1
154	в чем же	3	1
155	или что то	1	1
156	и потому что	1	1
157	между собою и	2	1
158	те или другие	4	1
159	то это значит	2	1
160	а тем не	1	1
161	тех или других	4	1
162	и как бы	1	1
163	значит что мы	5	1
164	оказывается вовсе не	1	1
165	не в том	1	1
166	которая была бы	1	1
167	так и ее	1	1
168	это не значит	1	1
169	не говорит о	1	1
170	вопрос о том	1	1
171	и какова его	1	1
172	а только в	1	1
173	в новое время	1	1
174	случае не есть	1	1
175	еще и потому	1	1
176	само по себе	1	1
177	но так как	1	1
178	и даже вообще	1	1
179	не в смысле	1	1
180	это значит во-первых	1	1
181	этой точки зрения	1	1
182	что то же	1	1
183	а в том	1	1
184	в одном и	1	1
185	ничто не мешает	2	1
186	по себе а	1	1
187	на идею и	1	1
188	д и т	5	1
189	том смысле что	1	1
190	несет с собой	1	1
191	говорили выше что	1	1
192	коем случае не	1	1
193	в свою очередь	4	1
194	это и есть	1	1
195	том или другом	1	1
196	чем мы имеем	1	1
197	не может существовать	1	1
198	можно только так	1	1
199	то что не	2	1
200	но и для	1	1
201	ничего не говорит	1	1
202	даже больше того	4	1
203	вещь существует только	1	1
204	на то что	2	1
205	к действительности и	1	1
206	конечно ничто не	1	1
207	т д и	5	1
208	на действительность и	2	1
209	имеют в виду	1	1
210	к тому что	2	1
211	было бы сказать	2	1
212	у нас в	2	1
213	в своем месте	1	1
214	понятие должно быть	1	1
215	и есть не	2	1
216	нисколько не мешает	1	1
217	было бы представить	1	1
218	не есть просто	4	1
219	в отдельности и	2	1
