N	2gram	Tiupa_Anal_3	Problemy
1	и в	18	35
2	как бы	10	31
3	и не	12	27
4	что он	4	24
5	в его	7	21
6	но в	2	19
7	как и	14	18
8	к себе	1	18
9	не может	2	18
10	себе самому	2	18
11	о себе	2	17
12	к другому	1	16
13	в нем	2	16
14	то есть	10	16
15	то же	3	15
16	с самим	2	15
17	и все	2	15
18	в сущности	5	14
19	в этом	14	14
20	и его	13	14
21	для него	6	14
22	может быть	9	14
23	но и	13	14
24	все это	3	14
25	он не	6	13
26	в другом	1	12
27	прежде всего	5	12
28	и к	4	12
29	в пределах	4	11
30	в то	3	11
31	самом деле	2	10
32	не только	22	10
33	не в	6	10
34	же время	3	10
35	героя и	4	10
36	то что	2	10
37	на самом	1	9
38	самим собою	1	9
39	ни одного	1	9
40	мы уже	1	8
41	я не	1	8
42	все же	4	8
43	как мы	1	8
44	так и	14	8
45	себя и	1	8
46	и для	2	8
47	потому что	1	8
48	слово о	1	7
49	еще не	6	7
50	на них	1	7
51	с его	8	7
52	самим собой	1	7
53	лишь в	5	7
54	там где	2	7
55	таким образом	4	7
56	для себя	1	7
57	и сам	4	7
58	вовсе не	1	7
59	себя самого	1	7
60	точки зрения	3	7
61	с ним	1	7
62	а в	10	7
63	отношению к	7	7
64	и на	4	6
65	он сам	1	6
66	но не	7	6
67	по отношению	7	6
68	отношение к	1	6
69	что они	3	6
70	в самом	5	6
71	что у	1	6
72	в каждом	3	6
73	в слове	5	6
74	к тому	6	6
75	в одном	4	6
76	только в	2	6
77	слова в	1	6
78	на меня	2	6
79	и т.п	5	6
80	стремится к	1	6
81	чужой голос	1	6
82	но это	1	6
83	от него	1	6
84	не знает	1	6
85	что в	9	6
86	как в	3	5
87	в себе	2	5
88	он и	3	5
89	от себя	1	5
90	в конце	5	5
91	даже в	2	5
92	на него	1	5
93	себе самом	1	5
94	да и	2	5
95	в глаза	2	5
96	в том	9	5
97	с ними	1	5
98	обращаться к	1	5
99	так что	1	5
100	к самому	1	5
101	и даже	8	5
102	как к	2	5
103	этого слова	2	5
104	героя в	1	5
105	он как	1	4
106	в мире	5	4
107	сливается с	1	4
108	та же	1	4
109	на его	2	4
110	и вот	2	4
111	его в	3	4
112	в них	2	4
113	рядом с	1	4
114	в эту	1	4
115	в своей	1	4
116	ли я	1	4
117	по себе	4	4
118	я для	1	4
119	никогда не	5	4
120	и без	3	4
121	во всем	3	4
122	как раз	7	4
123	как будто	1	4
124	и делает	1	4
125	его за	2	4
126	той или	3	4
127	все его	1	4
128	между тем	5	4
129	наконец в	1	4
130	и так	1	4
131	теперь в	1	4
132	и у	1	4
133	всяком случае	2	4
134	не о	1	4
135	у него	1	4
136	тем что	2	4
137	или иной	5	4
138	с другой	7	4
139	и прежде	2	4
140	что не	3	4
141	в стиле	1	4
142	а не	9	4
143	но как	3	4
144	его внутренней	1	4
145	по своему	2	4
146	в той	2	4
147	бы в	1	4
148	я в	5	4
149	тот же	1	4
150	во всяком	2	4
151	а между	1	3
152	это и	2	3
153	говорить о	3	3
154	во всех	2	3
155	в общем	2	3
156	за пределы	1	3
157	с этим	3	3
158	когда он	2	3
159	в целом	3	3
160	все эти	2	3
161	тому же	3	3
162	было бы	3	3
163	этом смысле	1	3
164	эту минуту	1	3
165	оно стремится	1	3
166	нет в	1	3
167	с тем	2	3
168	самого героя	1	3
169	не как	2	3
170	собой и	1	3
171	которого он	2	3
172	ничего не	3	3
173	или как	1	3
174	и т.д	2	3
175	с ее	3	3
176	всего этого	1	3
177	в ее	3	3
178	сводится к	2	3
179	что и	5	3
180	это не	2	3
181	в форме	2	3
182	того что	1	3
183	одного сознания	1	3
184	нуждается в	2	3
185	со всеми	2	3
186	человека с	1	3
187	уже не	5	3
188	уже в	3	3
189	его и	1	3
190	в диалоге	1	3
191	о своей	2	3
192	а с	1	3
193	он только	1	3
194	голос и	1	3
195	вы как	1	3
196	со словом	1	3
197	другого человека	1	3
198	должно быть	1	3
199	в начале	6	3
200	которой он	1	3
201	не мог	2	3
202	и от	2	3
203	мы должны	1	3
204	том что	12	3
205	сказать что	2	3
206	другой стороны	5	3
207	я и	3	2
208	обращено к	1	2
209	например в	2	2
210	и отчасти	1	2
211	сам по	1	2
212	ибо как	1	2
213	его внутреннюю	1	2
214	в первом	2	2
215	из его	1	2
216	он ничего	1	2
217	да еще	1	2
218	в ней	2	2
219	столь же	4	2
220	бы не	1	2
221	собственный голос	1	2
222	герой не	1	2
223	уже как	1	2
224	отличие от	2	2
225	однако в	5	2
226	его собственных	1	2
227	к третьему	2	2
228	в своем	4	2
229	мы можем	2	2
230	хотя и	2	2
231	и как	4	2
232	из письма	1	2
233	бы и	2	2
234	момент его	1	2
235	раз в	1	2
236	так сказать	2	2
237	в записках	1	2
238	теми же	1	2
239	при этом	11	2
240	всех этих	1	2
241	с таким	1	2
242	и по	2	2
243	без исключения	3	2
244	ни был	1	2
245	такого же	1	2
246	а затем	1	2
247	той же	5	2
248	это было	1	2
249	с другими	1	2
250	он есть	1	2
251	словами самого	1	2
252	глаза и	1	2
253	и того	3	2
254	но я	1	2
255	места в	1	2
256	как все	1	2
257	с точки	2	2
258	в отличие	2	2
259	своего рода	8	2
260	войти в	1	2
261	на всю	1	2
262	как можно	1	2
263	вопрос о	1	2
264	не менее	4	2
265	уст в	1	2
266	своего героя	1	2
267	не приносит	1	2
268	подобно тому	3	2
269	этих двух	1	2
270	по своей	2	2
271	голоса в	1	2
272	же слова	1	2
273	очень часто	1	2
274	бы он	1	2
275	слова с	1	2
276	и он	2	2
277	всей своей	1	2
278	так в	3	2
279	приводит к	4	2
280	в дальнейшем	2	2
281	он так	1	2
282	те же	2	2
283	особенно в	1	2
284	мог бы	1	2
285	его мысли	1	2
286	жизнь и	3	2
287	для этого	1	2
288	именно потому	1	2
289	о том	6	2
290	нет на	1	2
291	и мир	1	2
292	в самый	1	2
293	отца не	1	2
294	одной из	1	2
295	то в	2	2
296	в произведении	3	2
297	себя в	4	2
298	со своим	1	2
299	в большинстве	2	2
300	в жизни	2	2
301	большинстве случаев	1	2
302	мы знаем	1	2
303	не случайно	8	2
304	каждый из	1	2
305	ними а	1	2
306	одном слове	1	2
307	что на	1	2
308	совпадает с	1	2
309	он во	1	2
310	говорит о	2	2
311	слове о	2	2
312	на этот	1	2
313	слова не	1	2
314	человека как	1	2
315	вступает в	3	2
316	вместе с	2	2
317	я уже	1	2
318	тому как	2	2
319	из этого	1	2
320	с этой	1	2
321	он обращается	1	2
322	пока еще	3	2
323	это уже	1	2
324	сущности не	1	2
325	обращается к	1	2
326	хотя бы	1	2
327	будто бы	1	2
328	и внутренне	1	2
329	путь к	3	1
330	шкафом и	1	1
331	но наоборот	1	1
332	кто бы	1	1
333	и фактически	1	1
334	начинается с	1	1
335	бы развернуть	1	1
336	в стороне	1	1
337	ты и	1	1
338	нам кажется	2	1
339	здесь и	3	1
340	по преимуществу	2	1
341	и до	1	1
342	в доме	1	1
343	собою в	1	1
344	отношения к	2	1
345	уже по	2	1
346	в их	6	1
347	по его	3	1
348	есть не	2	1
349	со всех	1	1
350	обращенное к	1	1
351	мы не	3	1
352	что уже	1	1
353	героя нашего	2	1
354	время от	1	1
355	ни единого	1	1
356	как я	1	1
357	ему в	1	1
358	тон в	1	1
359	зависимости от	1	1
360	того же	5	1
361	всех сторон	1	1
362	проявляется в	1	1
363	свою очередь	4	1
364	и самого	6	1
365	героев или	1	1
366	он был	1	1
367	я на	1	1
368	суда над	1	1
369	все больше	1	1
370	ее до	1	1
371	к богу	1	1
372	не все	1	1
373	с отцом	1	1
374	ведет по	1	1
375	в качестве	12	1
376	как справедливо	2	1
377	вступают в	1	1
378	и место	1	1
379	друг от	1	1
380	сама по	2	1
381	отнюдь не	4	1
382	самоопределение и	1	1
