N	3gram	Voloshinov_1	Myslijsy
1	по отношению к	3	8
2	в том что	2	7
3	до тех пор	4	6
4	не может быть	4	5
5	до такой степени	1	5
6	само по себе	1	5
7	то же самое	1	4
8	на то что	1	4
9	для того чтобы	1	4
10	тем не менее	1	4
11	на самом деле	1	3
12	с точки зрения	5	3
13	то же время	1	3
14	мы не можем	1	3
15	в то же	1	3
16	что иное как	2	2
17	тех пор пока	3	2
18	только потому что	1	2
19	подобно тому как	1	2
20	между тем как	1	2
21	то что в	1	2
22	но тем не	1	2
23	в данном случае	2	2
24	между собою и	1	2
25	один и тот	1	2
26	и как бы	1	2
27	таким образом мы	1	2
28	равно как и	1	2
29	не что иное	2	2
30	и тот же	1	2
31	и к тому	1	1
32	но так как	2	1
33	на том основании	1	1
34	с этим словом	1	1
35	в его понимании	1	1
36	больше и лучше	1	1
37	в виду что	1	1
38	можно говорить о	1	1
39	не было бы	1	1
40	в этом отношении	1	1
41	следует иметь в	1	1
42	и не может	1	1
43	но мы должны	1	1
44	может быть и	1	1
45	нет и не	1	1
46	ничего общего с	2	1
47	может быть не	1	1
48	если бы мы	1	1
49	с одной стороны	2	1
50	в связи с	1	1
51	не в ее	1	1
52	а не как	1	1
53	из нее как	1	1
54	сюда относятся все	1	1
55	с другой стороны	2	1
56	все то что	1	1
57	понимания явлений и	1	1
58	есть не что	2	1
59	иметь в виду	1	1
60	том основании что	1	1
61	и вместе с	1	1
62	с самого начала	2	1
63	никоим образом не	1	1
64	к тому что	1	1
65	которая связана с	1	1
66	представим себе что	2	1
67	может быть объяснено	1	1
68	при этом следует	1	1
69	там где она	1	1
70	как и в	1	1
71	же самое слово	1	1
