N	2gram	Vinokur_St_1	Istorich
1	и в	44	22
2	мы имеем	2	19
3	в этом	21	17
4	и т	30	16
5	т е	15	16
6	т д	21	15
7	что в	30	15
8	не только	18	14
9	но и	10	12
10	и не	16	12
11	в этих	2	11
12	может быть	15	11
13	или в	1	11
14	но в	10	10
15	таким образом	7	10
16	еще не	3	10
17	в нем	5	9
18	и говорит	1	9
19	что и	6	9
20	в том	36	9
21	что он	10	9
22	вместе с	1	9
23	как мы	1	8
24	что они	7	8
25	не знаю	2	8
26	с этим	3	8
27	том что	29	8
28	пребывания в	1	7
29	но не	3	7
30	то что	18	7
31	уже не	1	7
32	из них	8	7
33	так как	5	7
34	с другой	9	7
35	другой стороны	7	7
36	там где	5	7
37	к этому	1	7
38	то же	5	6
39	не все	3	6
40	это не	8	6
41	в ином	1	6
42	во время	3	6
43	ничего не	2	6
44	возможно что	3	6
45	так в	1	6
46	если бы	9	6
47	в них	1	6
48	что здесь	2	6
49	а не	16	6
50	в течение	1	6
51	а в	17	6
52	с ней	1	6
53	все же	8	5
54	он не	2	5
55	что она	4	5
56	в этой	11	5
57	тем не	2	5
58	не менее	5	5
59	могут быть	5	5
60	к нему	2	5
61	в свете	1	5
62	того что	9	5
63	так что	6	5
64	до сих	7	5
65	показывает что	1	5
66	в некоторых	1	5
67	в частности	4	5
68	этом случае	2	5
69	сих пор	7	5
70	и на	1	4
71	все эти	5	4
72	отношение к	2	4
73	не в	12	4
74	и с	3	4
75	не всегда	2	4
76	можно найти	2	4
77	у нас	11	4
78	как это	4	4
79	но он	2	4
80	и его	8	4
81	тем что	5	4
82	что на	2	4
83	она не	2	4
84	в другой	1	4
85	только в	10	4
86	его и	1	4
87	в других	2	4
88	а именно	3	4
89	связано с	1	4
90	они не	1	4
91	в данном	14	4
92	и там	1	4
93	для нас	7	4
94	не может	8	4
95	и другие	1	4
96	увидим ниже	1	3
97	эти случаи	1	3
98	их и	1	3
99	если я	1	3
100	я не	7	3
101	представление о	4	3
102	в чем	3	3
103	и спрашивает	1	3
104	со стороны	6	3
105	в одной	1	3
106	целый ряд	2	3
107	и к	1	3
108	в целом	5	3
109	из этих	6	3
110	их в	2	3
111	его в	2	3
112	было бы	17	3
113	должен был	2	3
114	для них	1	3
115	далеко не	1	3
116	как и	9	3
117	должны были	1	3
118	одном из	1	3
119	и эти	1	3
120	можно ли	4	3
121	в русской	1	3
122	никогда не	5	3
123	потому что	6	3
124	очень часто	3	3
125	к тому	1	3
126	о том	17	3
127	данном случае	6	3
128	на том	1	3
129	что у	4	3
130	можно только	1	3
131	он к	1	3
132	в его	9	3
133	никого не	1	3
134	и у	2	3
135	при помощи	2	3
136	прежде всего	7	3
137	у него	2	3
138	превращается в	2	3
139	если это	3	3
140	так же	5	3
141	а если	2	3
142	стороны и	1	3
143	быть и	2	3
144	но это	6	3
145	между прочим	2	3
146	и от	1	3
147	его не	1	3
148	и все	2	3
149	сказать что	7	3
150	например в	8	2
151	и то	5	2
152	к нашей	1	2
153	на самом	6	2
154	и есть	1	2
155	приходит на	1	2
156	здесь и	1	2
157	в котором	5	2
158	не имеют	1	2
159	от которых	1	2
160	той же	5	2
161	же как	3	2
162	вопрос о	4	2
163	время как	2	2
164	на себя	1	2
165	из того	2	2
166	то это	3	2
167	в ней	3	2
168	не отражает	1	2
169	бы она	1	2
170	как правило	2	2
171	в сторону	2	2
172	по отношению	3	2
173	в качестве	4	2
174	как в	13	2
175	в своем	2	2
176	хотя и	1	2
177	что по	1	2
178	ни один	2	2
179	то время	2	2
180	во многих	3	2
181	и и	2	2
182	случае можно	1	2
183	если он	1	2
184	в наших	2	2
185	не могла	2	2
186	при этом	2	2
187	видно что	3	2
188	на одну	1	2
189	всех этих	2	2
190	в виде	3	2
191	и вот	1	2
192	имеют право	1	2
193	так часто	1	2
194	никому не	1	2
195	так и	9	2
196	но все	4	2
197	в работе	1	2
198	эти материалы	1	2
199	на все	1	2
200	известно что	1	2
201	на полу	3	2
202	ни в	3	2
203	вовсе не	19	2
204	с тем	1	2
205	и уже	2	2
206	и для	3	2
207	выйти за	1	2
208	и было	1	2
209	и некоторые	1	2
210	такой же	5	2
211	точки зрения	11	2
212	это делает	1	2
213	в которых	5	2
214	несомненно что	1	2
215	таких примеров	1	2
216	что было	1	2
217	но они	1	2
218	и более	2	2
219	даже в	3	2
220	уже выше	2	2
221	случае в	4	2
222	в то	9	2
223	хотелось бы	1	2
224	не имеет	4	2
225	который был	1	2
226	одна из	1	2
227	я буду	1	2
228	с одним	1	2
229	как будто	4	2
230	и это	2	2
231	и о	1	2
232	в другом	3	2
233	после того	1	2
234	образом в	1	2
235	о ней	1	2
236	и что	4	2
237	за это	1	2
238	с того	1	2
239	а также	2	2
240	там же	1	2
241	образом мы	1	2
242	должно было	2	2
243	между тем	3	2
244	же можно	1	2
245	этот вопрос	4	2
246	дело с	2	2
247	и так	3	2
248	с одной	3	2
249	из которого	2	2
250	где-то в	1	2
251	и понятным	1	2
252	что не	3	2
