N	2gram	Losev_Prob_4	StatiiOP
1	и в	20	29
2	том что	12	27
3	в том	20	27
4	в этом	9	21
5	не только	24	19
6	но и	14	19
7	что в	3	19
8	пушкина в	1	18
9	о том	5	17
10	в его	3	13
11	что он	8	13
12	у пушкина	3	12
13	между прочим	3	12
14	в которой	2	11
15	то что	15	11
16	все это	9	11
17	таким образом	8	10
18	к тому	3	10
19	т е	1	10
20	и т	4	9
21	в своем	3	9
22	он не	2	9
23	потому что	15	9
24	так и	10	9
25	и не	28	9
26	как на	1	9
27	но в	8	8
28	как раз	4	8
29	по поводу	1	8
30	в ней	7	7
31	в самом	2	7
32	но все	3	7
33	в своей	4	7
34	в котором	2	7
35	тому что	1	7
36	для того	3	7
37	в виду	6	7
38	с тем	4	7
39	вместе с	5	7
40	одним из	1	6
41	вопрос о	1	6
42	и на	3	6
43	все же	2	6
44	т д	3	6
45	вовсе не	21	6
46	того чтобы	2	6
47	и его	10	6
48	об этом	6	6
49	и что	2	6
50	в одном	4	6
51	до сих	1	6
52	было бы	14	5
53	точки зрения	14	5
54	была бы	2	5
55	того что	1	5
56	в качестве	10	5
57	обратить внимание	1	5
58	прежде всего	11	5
59	а не	7	5
60	о чем	1	5
61	в той	8	5
62	как бы	4	5
63	сих пор	1	5
64	кроме того	4	4
65	хотя и	5	4
66	и к	3	4
67	в нем	5	4
68	в другом	3	4
69	и с	7	4
70	не в	13	4
71	дело в	2	4
72	ничего не	1	4
73	и о	5	4
74	времени и	4	4
75	внимание на	1	4
76	связи с	3	4
77	при помощи	10	4
78	для него	3	4
79	до того	2	4
80	с другой	7	4
81	именно в	7	4
82	в частности	2	4
83	еще более	2	4
84	в романе	1	4
85	же как	1	3
86	самом деле	3	3
87	на самом	5	3
88	в году	1	3
89	в их	1	3
90	хотя бы	7	3
91	и он	2	3
92	не был	1	3
93	но не	5	3
94	не то	2	3
95	меньше всего	3	3
96	как в	5	3
97	с этим	4	3
98	не было	3	3
99	что это	2	3
100	в известном	2	3
101	тому же	2	3
102	вообще не	3	3
103	в начале	3	3
104	отношений между	1	3
105	в россии	1	3
106	из них	3	3
107	ни в	17	3
108	в этих	5	3
109	в поэме	1	3
110	пушкиным и	1	3
111	по себе	11	3
112	не менее	10	3
113	что эта	1	3
114	в обоих	2	3
115	самого начала	1	3
116	что ему	1	3
117	одной из	4	3
118	иметь в	1	3
119	никогда не	1	3
120	на себя	1	3
121	и по	2	3
122	это слово	1	3
123	тем что	3	3
124	у нас	14	3
125	у меня	2	3
126	с самого	1	3
127	в образе	1	3
128	за то	1	3
129	и здесь	1	3
130	но это	6	3
131	вот что	1	3
132	так что	6	3
133	ни одного	1	3
134	кажется что	2	3
135	всяком случае	4	3
136	т п	1	3
137	из нее	1	3
138	связан с	1	3
139	и даже	9	3
140	в предисловии	1	3
141	еще и	3	3
142	до конца	1	3
143	так же	5	3
144	xix века	2	3
145	другой стороны	6	3
146	не является	10	3
147	другое дело	2	3
148	отношении к	1	3
