N	2gram	Nazirov_Tr_1	Vladivir
1	и в	18	40
2	то что	4	28
3	не только	8	25
4	и не	7	25
5	у него	6	24
6	то есть	3	24
7	том что	4	18
8	в том	2	18
9	но и	4	18
10	что в	4	17
11	в этом	9	16
12	в его	3	14
13	так что	2	14
14	не может	5	14
15	в виде	2	13
16	только в	1	13
17	в конце	3	12
18	никогда не	2	11
19	потому что	2	11
20	таким образом	1	11
21	о том	2	11
22	в году	9	10
23	не просто	2	10
24	ни в	2	10
25	тем не	1	10
26	и его	6	10
27	не есть	1	10
28	прежде всего	4	10
29	и потому	1	10
30	и то	2	9
31	уже не	2	9
32	что это	5	9
33	в себе	4	9
34	и с	7	9
35	в своей	1	9
36	не менее	1	9
37	как мы	1	8
38	в своем	3	8
39	в этой	4	8
40	он не	2	8
41	не был	2	8
42	и что	4	8
43	а также	1	8
44	раз и	2	8
45	для него	3	8
46	может быть	7	8
47	а не	1	8
48	так же	4	8
49	и как	3	7
50	и если	1	7
51	что все	2	7
52	с тем	2	7
53	как и	5	7
54	несмотря на	5	7
55	в то	5	7
56	мы бы	1	7
57	что и	2	7
58	того что	1	7
59	вместе с	1	7
60	к тому	2	7
61	и на	7	6
62	то в	1	6
63	не мог	2	6
64	по себе	1	6
65	во всем	1	6
66	и это	2	6
67	и от	1	6
68	так и	5	6
69	об этом	4	6
70	и здесь	2	6
71	и даже	4	6
72	xix века	1	6
73	но это	4	6
74	хотя бы	1	6
75	в ней	1	5
76	тут же	2	5
77	отнюдь не	3	5
78	в истории	1	5
79	все эти	3	5
80	содержит в	1	5
81	можно было	1	5
82	должно быть	3	5
83	но если	1	5
84	тем что	2	5
85	для нас	1	5
86	ничего не	2	5
87	еще в	2	5
88	конце концов	1	5
89	что он	6	5
90	только на	1	5
91	в одном	2	5
92	не было	1	5
93	в данном	2	5
94	в самом	2	4
95	то же	5	4
96	и о	1	4
97	вопрос о	2	4
98	еще не	4	4
99	но не	1	4
100	все же	5	4
101	но в	6	4
102	бы и	2	4
103	в котором	1	4
104	тому что	1	4
105	не имеет	2	4
106	или как	1	4
107	в дальнейшем	5	4
108	в глаза	2	4
109	мог бы	3	4
110	по мнению	2	4
111	говорит о	2	4
112	до конца	2	4
113	и все	4	4
114	как это	3	4
115	в основном	3	4
116	в результате	1	4
117	есть и	1	4
118	точно так	2	4
119	эта статья	1	3
120	я не	4	3
121	в чем	1	3
122	отличие от	2	3
123	за пределы	1	3
124	перед нами	2	3
125	не удалось	1	3
126	уже в	3	3
127	в нем	4	3
128	при этом	3	3
129	в россии	1	3
130	но все	2	3
131	это было	1	3
132	это не	5	3
133	этого не	1	3
134	не столько	1	3
135	в отличие	2	3
136	не в	2	3
137	что этот	2	3
138	того чтобы	1	3
139	бы сказали	1	3
140	и притом	1	3
141	в духе	1	3
142	году в	2	3
143	в виду	1	3
144	с каким	1	3
145	жизнь и	3	3
146	к нему	3	3
147	говорит в	1	3
148	как нечто	1	3
149	с одной	1	3
150	вот что	1	3
151	и чисто	1	3
152	не так	2	3
153	всяком случае	1	3
154	человека и	1	3
155	даже не	1	3
156	именно в	1	3
157	в связи	1	3
158	как бы	7	3
159	только о	2	3
160	и эта	1	3
161	в таком	2	3
162	во всяком	1	3
163	сам по	1	2
164	эта речь	1	2
165	должна быть	1	2
166	и за	2	2
167	не вполне	1	2
168	на себя	1	2
169	эти мысли	1	2
170	он был	2	2
171	он сам	7	2
172	без которой	1	2
173	быть в	1	2
174	за свое	1	2
175	данном случае	2	2
176	могло быть	1	2
177	но как	1	2
178	в настоящем	1	2
179	всю эту	1	2
180	как говорит	2	2
181	сам же	1	2
182	и наконец	1	2
183	в которой	1	2
184	в целом	4	2
185	он всегда	4	2
186	мировое зло	1	2
187	что она	2	2
188	творца и	1	2
189	и еще	1	2
190	не к	1	2
191	не как	1	2
192	и по	1	2
193	же не	1	2
194	в другом	1	2
195	в это	2	2
196	но уже	1	2
197	с такой	1	2
198	взгляд на	1	2
199	дается в	1	2
200	не понимает	1	2
201	тем самым	3	2
202	что эта	1	2
203	она не	1	2
204	но только	1	2
205	на путях	1	2
206	и всегда	1	2
207	по вопросу	1	2
208	же время	6	2
209	она должна	2	2
210	по своей	1	2
211	связи с	1	2
212	что на	1	2
213	не могут	2	2
214	роль в	1	2
215	в мире	3	2
216	во многом	1	2
217	но у	1	2
218	тем чем	1	2
219	но мы	1	2
220	его в	2	2
221	бы в	1	2
222	я вижу	1	2
223	в каких	1	2
224	бросается в	2	2
225	что даже	1	2
226	который в	2	2
227	в обществе	1	2
228	это же	1	2
229	то и	2	2
230	свидетельствует о	1	2
231	само это	1	2
232	могло бы	1	2
233	друг друга	2	2
234	и вместе	1	2
235	был даже	1	2
236	только к	2	2
237	наряду с	1	2
238	для понимания	1	2
239	мирового зла	1	2
240	с этой	1	2
241	еще раз	2	2
242	насилия и	1	2
243	на одной	1	2
244	в книге	1	2
245	не является	1	2
246	об отношении	1	2
247	только что	1	2
248	совершенно не	1	2
249	сколько угодно	1	2
250	с его	2	2
251	но еще	1	2
252	к этой	1	2
253	нельзя же	1	1
254	я и	1	1
255	а между	1	1
256	скажет что	1	1
257	также что	1	1
258	например в	1	1
259	в сфере	1	1
260	чтобы не	1	1
261	от самой	1	1
262	необходимо отметить	1	1
263	это и	1	1
264	и есть	1	1
265	x это	1	1
266	принципа всего	1	1
267	из самых	2	1
268	почему бы	1	1
269	представление о	1	1
270	за два	1	1
271	и мира	1	1
272	во всех	1	1
273	силы и	1	1
274	всегда стремится	1	1
275	свою жизнь	1	1
276	в общем	1	1
277	с совершенно	1	1
278	некоторые черты	1	1
279	знал и	1	1
280	к сожалению	1	1
281	как в	3	1
282	за этим	1	1
283	человеческая личность	1	1
284	у в	1	1
285	и думать	1	1
286	для ее	1	1
287	не быть	1	1
288	оттого что	1	1
289	он в	1	1
290	бы не	1	1
291	как он	1	1
292	человек не	1	1
293	так сказать	1	1
294	она все	2	1
295	перестает быть	1	1
296	к одному	1	1
297	какой является	1	1
298	и вот	1	1
299	конечно был	1	1
300	на земле	1	1
301	что тут	1	1
302	не за	2	1
303	распространяется на	1	1
304	для характеристики	1	1
305	конечно в	1	1
306	распадается на	1	1
307	на все	1	1
308	лишь в	1	1
309	добавим что	1	1
310	знает что	2	1
311	заключается в	1	1
312	говорит что	2	1
313	ума и	1	1
314	с начала	1	1
315	этого нового	1	1
316	из первых	1	1
317	который сам	1	1
318	в них	1	1
319	рядом с	1	1
320	эту тему	1	1
321	которой он	1	1
322	и прямо	1	1
323	что христос	1	1
324	обратимся к	1	1
325	но я	1	1
326	почти в	1	1
327	и при	1	1
328	и их	1	1
329	я увидел	2	1
330	в такой	1	1
331	статьях под	1	1
332	то для	1	1
333	говорю что	1	1
334	сама собой	1	1
335	должны были	1	1
336	не раз	1	1
337	но эта	2	1
338	но он	1	1
339	своими подвигами	1	1
340	речи в	1	1
341	говорит не	1	1
342	с такими	1	1
343	что сам	1	1
344	на всю	1	1
345	того кто	1	1
346	возвращается к	1	1
347	любви и	2	1
348	на работу	1	1
349	стыдится своего	1	1
350	что с	3	1
351	впадает в	1	1
352	самого начала	1	1
353	считает что	1	1
354	на источник	1	1
355	человека вот	1	1
356	одна из	2	1
357	него была	1	1
358	и непосредственного	1	1
359	он еще	1	1
360	нельзя ли	1	1
361	это мы	1	1
362	а поскольку	1	1
363	того как	1	1
364	она хочет	1	1
365	не читал	1	1
366	и теперь	1	1
367	как будто	3	1
368	ли это	1	1
369	такая точка	1	1
370	тогда и	1	1
371	его за	2	1
372	свою личную	1	1
373	за что	1	1
374	указывает на	1	1
375	что при	1	1
376	время он	1	1
377	и он	3	1
378	приступил к	1	1
379	на нечто	1	1
380	жизни самого	1	1
381	с ее	3	1
382	всего этого	1	1
383	в ее	2	1
384	только не	1	1
385	с самого	1	1
386	и сам	3	1
387	iii в	3	1
388	ясно ощущается	1	1
389	когда в	1	1
390	выходящее за	1	1
391	стремление к	1	1
392	и должно	1	1
393	увидел что	1	1
394	в самой	1	1
395	на вопрос	1	1
396	с того	1	1
397	все в	1	1
398	доходит до	1	1
399	x –	4	1
400	человека именно	1	1
401	добра и	1	1
402	такие слова	1	1
403	стояли на	1	1
404	нуждается в	1	1
405	отметить что	1	1
406	в глазах	2	1
407	вполне ясно	1	1
408	вдруг в	1	1
409	и она	1	1
410	у которого	1	1
411	навсегда и	1	1
412	в литературе	1	1
413	один из	3	1
414	в новой	1	1
415	мы видим	1	1
416	большее что	1	1
417	это очень	5	1
418	уже чисто	1	1
419	самом деле	1	1
420	человеческой личности	2	1
421	и любви	1	1
422	каким же	1	1
423	эти черты	1	1
424	которых можно	1	1
425	отцов и	1	1
426	а это	1	1
427	в душе	2	1
428	него нет	1	1
429	не для	1	1
430	русский язык	1	1
431	iii это	1	1
432	характерны для	1	1
433	году еще	1	1
434	таком виде	1	1
435	труд был	1	1
436	и др	1	1
437	на русский	1	1
438	она всегда	1	1
439	виде и	1	1
440	и возвращается	1	1
441	на этот	1	1
442	за год	1	1
443	именно так	1	1
444	о чем	3	1
445	это самое	1	1
446	с которым	1	1
447	было в	2	1
448	в частности	2	1
449	бессмысленной и	1	1
450	или скорее	1	1
451	ведется в	1	1
452	незадолго до	1	1
453	в человеке	1	1
454	весьма характерна	1	1
455	не знал	1	1
456	к жизни	5	1
457	но этот	1	1
458	очень важно	2	1
459	года и	1	1
460	нам еще	1	1
461	этого слова	1	1
462	этом случае	1	1
463	все это	4	1
464	самое большее	1	1
465	тем и	1	1
466	в окончательном	1	1
467	тот кто	1	1
468	а к	1	1
469	я хочу	1	1
470	ii с	1	1
471	хотя сам	1	1
472	утверждать что	1	1
473	состоит из	2	1
474	ко всему	1	1
475	чтобы он	1	1
476	по поводу	2	1
