N	2gram	Propp_Isto_4	Vvedenie
1	и т	27	42
2	т д	24	36
3	т е	18	35
4	и в	26	32
5	в том	3	31
6	в этом	7	30
7	том что	3	26
8	может быть	14	26
9	не только	15	22
10	таким образом	10	19
11	то что	16	16
12	потому что	6	15
13	так как	9	15
14	не может	6	14
15	в нем	2	13
16	о том	4	13
17	со стороны	1	13
18	представляет собой	2	12
19	в его	5	12
20	того что	2	12
21	только в	3	12
22	и не	9	12
23	как на	1	12
24	как мы	5	11
25	ясно что	1	11
26	в данном	3	11
27	что в	14	10
28	то же	8	9
29	в истории	2	9
30	и как	5	9
31	но в	5	9
32	по себе	2	9
33	а только	1	8
34	это не	5	8
35	не в	5	8
36	тем не	2	8
37	не менее	2	8
38	с другой	4	8
39	именно в	1	8
40	вопрос о	4	7
41	но не	5	7
42	все же	9	7
43	было бы	2	7
44	точки зрения	1	7
45	как нечто	3	7
46	прежде всего	1	7
47	смысле этого	2	7
48	в большей	1	7
49	только как	1	7
50	и это	1	6
51	из этих	3	6
52	как он	6	6
53	широком смысле	1	6
54	том чтобы	1	6
55	его в	9	6
56	с тем	2	6
57	как и	7	6
58	представить себе	1	6
59	вовсе не	4	6
60	в то	1	6
61	в качестве	7	6
62	тем что	5	6
63	не могут	2	6
64	о природе	3	6
65	один из	1	6
66	этот вопрос	2	6
67	и его	10	6
68	в руки	3	6
69	и даже	4	6
70	до сих	5	6
71	но и	12	6
72	а именно	3	6
73	сих пор	5	6
74	все это	2	6
75	хотя бы	2	6
76	одним из	1	5
77	а как	2	5
78	в целом	2	5
79	иное как	3	5
80	в широком	1	5
81	или вообще	1	5
82	так например	2	5
83	об этом	7	5
84	и тем	2	5
85	данном случае	3	5
86	в них	1	5
87	но если	1	5
88	в которых	4	5
89	сказать что	2	5
90	могут быть	6	5
91	д но	1	5
92	так что	2	5
93	уже в	2	5
94	не есть	2	5
95	представляют собой	4	5
96	что не	1	5
97	на этот	2	5
98	а не	6	5
99	как бы	3	5
100	другой стороны	4	5
101	есть и	2	5
102	вместе с	6	5
103	связана с	2	4
104	и то	6	4
105	как это	3	4
106	той же	1	4
107	мы имеем	7	4
108	что иное	3	4
109	не просто	4	4
110	независимо от	1	4
111	уже не	5	4
112	в себе	2	4
113	должен был	3	4
114	в своей	4	4
115	в котором	1	4
116	по сравнению	3	4
117	не имеет	3	4
118	в тексте	2	4
119	только с	2	4
120	шла речь	1	4
121	здесь нет	1	4
122	это только	1	4
123	на вопрос	3	4
124	внимание на	1	4
125	и что	5	4
126	еще не	6	4
127	что он	10	4
128	в виде	2	4
129	одно из	1	4
130	как раз	1	4
131	даже и	2	4
132	в особенности	2	4
133	или иначе	1	4
134	по мере	1	4
135	е в	3	4
136	о чем	3	4
137	сравнению с	3	4
138	с этой	2	4
139	этом случае	3	4
140	только что	3	4
141	а в	8	4
142	не что	3	4
143	и есть	2	3
144	так чтобы	1	3
145	не вполне	1	3
146	то это	5	3
147	в виду	1	3
148	и на	2	3
149	он сам	1	3
150	в различных	1	3
151	в чем	1	3
152	своего рода	1	3
153	в центре	1	3
154	однако не	1	3
155	хотя и	2	3
156	и к	1	3
157	сливается с	2	3
158	что это	2	3
159	все эти	3	3
160	в этой	2	3
161	что она	3	3
162	при этом	3	3
163	если бы	2	3
164	не как	1	3
165	вообще не	1	3
166	на этом	2	3
167	на нее	1	3
168	на этой	1	3
169	и уже	1	3
170	мы видели	6	3
171	здесь все	1	3
172	как целое	1	3
173	в этих	7	3
174	и вот	2	3
175	однако в	2	3
176	тогда когда	1	3
177	дело не	2	3
178	данного народа	1	3
179	связи с	3	3
180	как будто	1	3
181	в области	2	3
182	том отношении	1	3
183	но все	5	3
184	себе что	1	3
185	в ней	1	3
186	на том	2	3
187	во второй	1	3
188	вот почему	1	3
189	можно сказать	1	3
190	а также	3	3
