N	2gram	Potebnia_M_3	FransuaR
1	и в	30	41
2	то есть	34	24
3	и т.п	1	19
4	мы уже	2	18
5	во всех	1	17
6	таким образом	14	17
7	в нем	9	16
8	и с	2	16
9	и его	4	13
10	но и	19	13
11	в этом	10	12
12	как мы	7	12
13	все эти	1	11
14	все это	4	11
15	в самом	8	10
16	не только	21	10
17	так как	13	10
18	прежде всего	3	10
19	то что	18	10
20	и на	3	9
21	во время	2	9
22	о том	2	9
23	и все	3	9
24	во рту	1	8
25	в сущности	1	8
26	но в	1	8
27	в этой	2	8
28	и до	2	7
29	в них	5	7
30	как и	10	7
31	том что	18	7
32	в его	4	7
33	вовсе не	7	7
34	у него	2	7
35	как бы	3	7
36	этот образ	4	7
37	что в	17	7
38	например в	6	6
39	в то	10	6
40	в образе	3	6
41	один из	4	6
42	мы видим	2	6
43	вместе с	12	6
44	или в	3	6
45	сказать что	5	6
46	что он	6	6
47	что образ	1	5
48	и он	1	5
49	с его	1	5
50	в ее	2	5
51	в своем	5	5
52	что это	4	5
53	в себе	16	5
54	то же	23	5
55	той же	2	5
56	но он	1	5
57	во всем	1	5
58	тем что	7	5
59	все то	1	5
60	так и	11	5
61	и что	10	5
62	же время	5	5
63	из них	6	5
64	в одном	2	5
65	есть здесь	1	5
66	там где	3	5
67	между собою	6	5
68	так же	3	5
69	образов и	2	5
70	одним из	1	4
71	того же	1	4
72	самом деле	2	4
73	в ней	8	4
74	он был	1	4
75	как в	10	4
76	и как	5	4
77	и наконец	2	4
78	та же	2	4
79	не в	15	4
80	даже в	2	4
81	того чтобы	3	4
82	все же	2	4
83	и вообще	3	4
84	с ним	6	4
85	тот же	1	4
86	с одной	7	4
87	уже в	5	4
88	в результате	1	4
89	в котором	4	4
90	и даже	2	4
91	с другой	7	4
92	именно в	3	4
93	одной стороны	3	4
94	и от	4	4
95	о котором	1	4
96	в большей	2	4
97	а в	12	4
98	не может	6	4
99	все что	4	4
100	не остается	1	3
101	он сам	1	3
102	в чем	3	3
103	как у	1	3
104	в голове	1	3
105	в одной	1	3
106	с этим	6	3
107	перед нами	2	3
108	в первом	3	3
109	при этом	3	3
110	людей и	2	3
111	на все	2	3
112	с другими	5	3
113	было бы	9	3
114	на первый	1	3
115	нас не	1	3
116	уже сказали	1	3
117	когда они	1	3
118	потому что	46	3
119	этом отношении	2	3
120	есть только	5	3
121	котором мы	2	3
122	те же	6	3
123	никак не	3	3
124	до сих	3	3
125	к нему	3	3
126	того что	18	3
127	в ряде	1	3
128	одной из	2	3
129	только в	21	3
130	конечно не	1	3
131	в начале	3	3
132	есть в	3	3
133	до того	4	3
134	что не	8	3
135	но оно	6	3
136	не были	2	3
137	в данном	1	3
138	с миром	1	3
139	и не	15	3
140	с этой	2	3
141	сих пор	3	3
142	но это	6	3
143	истории но	1	3
144	пор еще	1	3
145	на языке	1	3
146	здесь только	3	3
147	между ними	1	3
148	первом случае	2	3
149	жизни и	2	3
150	в искусстве	3	3
151	если б	5	2
152	и то	8	2
153	тех же	1	2
154	это и	2	2
155	с точки	1	2
156	должна быть	1	2
157	мы не	9	2
158	не будем	1	2
159	есть нечто	4	2
160	говорить о	3	2
161	из того	2	2
162	начало и	1	2
163	природы и	2	2
164	но не	7	2
165	то он	2	2
166	в новом	2	2
167	за пределы	2	2
168	что они	2	2
169	в истории	1	2
170	точки зрения	2	2
171	что именно	4	2
172	дает нам	3	2
173	стороны и	1	2
174	хотя и	1	2
175	духа в	1	2
176	и тот	2	2
177	как он	1	2
178	так сказать	2	2
179	на его	2	2
180	он не	4	2
181	есть именно	1	2
182	в корне	1	2
183	будем говорить	1	2
184	что все	3	2
185	лишь в	1	2
186	это было	3	2
187	заключается в	1	2
188	мы видели	4	2
189	был бы	2	2
190	из этих	9	2
191	но если	1	2
192	в своей	2	2
193	но эта	1	2
194	их в	2	2
195	для этого	1	2
196	в таких	1	2
197	как о	2	2
198	тогда когда	9	2
199	себе самом	1	2
200	находятся в	1	2
201	так что	7	2
202	связи с	2	2
203	этих образов	1	2
204	превращается в	1	2
205	не могут	5	2
