N	3gram	Bakhtin_sl_1	Myslijsy
1	в том что	1	16
2	и то же	2	5
3	по крайней мере	1	5
4	одно и то	2	5
5	то же время	12	5
6	в то же	12	5
7	с другой стороны	4	4
8	но и в	1	4
9	в то время	2	4
10	не только в	2	4
11	то есть не	1	4
12	не только по	1	3
13	более или менее	3	3
14	до сих пор	2	3
15	может быть только	2	3
16	с одной стороны	4	3
17	в свою очередь	2	3
18	и т д	5	3
19	тем не менее	1	3
20	для того чтобы	1	3
21	не может быть	1	3
22	то есть к	1	3
23	а между тем	2	2
24	того что уже	1	2
25	но и по	1	2
26	в этом отношении	1	2
27	и т п	23	2
28	в первом случае	2	2
29	не есть еще	1	2
30	мы не знаем	1	2
31	не могут быть	2	2
32	и той же	1	2
33	то же слово	2	2
34	и в том	2	2
35	так и в	3	2
36	как и в	1	2
37	не только не	1	2
38	как бы ни	2	2
39	можно сказать что	1	2
40	в своем языке	1	2
41	к тому что	2	2
42	одной и той	1	2
43	и связанное с	1	1
44	но оно как	1	1
45	в свое время	1	1
46	и столь же	1	1
47	равно как и	1	1
48	мы уже сказали	2	1
49	но именно эти	1	1
50	же время и	1	1
51	и там где	2	1
52	вне себя в	1	1
53	не заключено в	1	1
54	было бы невозможно	1	1
55	потому что по	1	1
56	может находиться в	1	1
57	в поэтическом произведении	3	1
58	на предметы и	1	1
59	так как одно	1	1
60	и в каждом	1	1
61	рано или поздно	1	1
62	в противном случае	1	1
63	со всех сторон	1	1
64	оно не могло	1	1
65	связанное с этим	1	1
66	то время как	2	1
67	ни с одним	1	1
68	в данном случае	3	1
69	может быть не	1	1
70	каждый из этих	1	1
71	словом и не	1	1
72	в первый раз	1	1
73	по всей вероятности	3	1
74	же и в	1	1
75	что для нас	1	1
76	можно оставаться при	1	1
77	его отношение к	1	1
78	а не как	2	1
79	как одно и	1	1
80	так или иначе	1	1
81	так и на	1	1
82	бы оно ни	1	1
83	один из этих	1	1
84	предмета в его	1	1
85	бы ни был	1	1
86	как в самом	1	1
87	каждое из них	1	1
88	разве только в	1	1
89	в других случаях	2	1
90	форма и содержание	1	1
91	во всем своем	1	1
92	это было бы	1	1
93	таким образом в	3	1
94	каждого из этих	1	1
95	не исчерпываются все	1	1
96	его жизни и	1	1
97	о том что	1	1
98	только по своим	1	1
99	тем и другим	1	1
100	если бы мы	1	1
101	как мы уже	2	1
102	там где нет	1	1
103	для нас в	1	1
104	друг с другом	2	1
105	в его сознании	1	1
106	именно потому что	1	1
107	точек зрения и	1	1
108	слово рождается в	1	1
109	как мы видели	1	1
