N	3gram	Voloshinov_1	Myshleni
1	в том что	2	31
2	с точки зрения	5	11
3	с одной стороны	2	9
4	с другой стороны	2	8
5	то же самое	1	7
6	в этом отношении	1	7
7	и тот же	1	7
8	один и тот	1	7
9	в собственном смысле	1	7
10	в самом деле	2	6
11	одно и то	3	6
12	что в основе	1	6
13	и то же	2	6
14	можно было бы	1	5
15	так же как	1	5
16	для того чтобы	1	5
17	с этой точки	1	4
18	этой точки зрения	1	4
19	на то что	1	4
20	состоит в том	1	3
21	между тем как	1	3
22	то же слово	2	3
23	в связи с	1	3
24	но так как	2	2
25	в отличие от	1	2
26	те же слова	1	2
27	в данном случае	2	2
28	подобно тому как	1	2
29	на всем протяжении	1	2
30	и находит свое	1	1
31	том что в	1	1
32	что иное как	2	1
33	что такое утверждение	1	1
34	что в этом	1	1
35	еще долгое время	1	1
36	быть не чем	1	1
37	чуть ли не	1	1
38	прежде всего в	1	1
39	равно как и	1	1
40	на самом деле	1	1
41	есть прежде всего	3	1
42	чем иным как	2	1
43	вывод к которому	1	1
44	во всей своей	1	1
45	в зависимости от	2	1
46	не входит в	1	1
47	если только они	1	1
48	и тем что	1	1
49	к тому что	1	1
50	мы полагаем что	1	1
51	не чем иным	2	1
52	может быть не	1	1
53	далеко не всегда	1	1
54	во всей полноте	1	1
55	если бы мы	1	1
56	а также и	1	1
57	и подобно тому	1	1
58	и как бы	1	1
59	остановиться на нем	1	1
60	собственном смысле слова	1	1
61	не может быть	4	1
62	здесь мы должны	1	1
63	только то что	1	1
64	по отношению к	3	1
65	то что в	1	1
66	само по себе	1	1
67	и т.д и	1	1
68	ничего общего с	2	1
69	с самого начала	2	1
70	не только на	1	1
71	не что иное	2	1
72	тех или иных	1	1
73	тем не менее	1	1
74	как и в	1	1
75	только с помощью	1	1
76	же самое слово	1	1
