N	3gram	Bakhtin_Pr_3	Tvorches
1	в романах достоевского	3	12
2	и т д	2	11
3	то же время	12	7
4	в то же	12	7
5	в братьях карамазовых	3	6
6	в творчестве достоевского	3	4
7	легенда о великом	1	3
8	по отношению к	5	3
9	в записках из	2	3
10	до сих пор	1	3
11	записках из подполья	2	3
12	о великом инквизиторе	1	3
13	не может быть	6	3
14	у достоевского как	1	3
15	в самом деле	3	2
16	и не может	2	2
17	и в то	5	2
18	в отличие от	2	2
19	но у достоевского	1	2
20	в произведениях достоевского	2	2
21	по крайней мере	3	2
22	в том же	1	2
23	что у достоевского	2	2
24	во всяком случае	5	2
25	с другой стороны	3	2
26	записки из подполья	1	2
27	так и в	2	2
28	не в силах	2	2
29	и т п	6	2
30	о том что	2	2
31	у достоевского нет	2	2
32	в том что	1	2
33	то все же	2	1
34	у достоевского это	1	1
35	его обступили и	1	1
36	в ту ночь	1	1
37	в чем не	2	1
38	хотя и не	1	1
39	мы уже говорили	3	1
40	в которой он	1	1
41	записок из подполья	3	1
42	потому что в	1	1
43	никогда не является	1	1
44	кто бы он	2	1
45	в душе раскольникова	1	1
46	не только с	1	1
47	к которому пришел	1	1
48	может и не	1	1
49	т д и	1	1
50	сих пор еще	1	1
51	в нем и	1	1
52	в устах ивана	1	1
53	он ни был	3	1
54	достоевского приближается к	1	1
55	а может быть	2	1
56	что в нем	2	1
57	не зная о	1	1
58	все это я	2	1
59	со всех сторон	1	1
60	у достоевского очень	1	1
61	противоречии с этой	1	1
62	у достоевского есть	1	1
63	как будто бы	1	1
64	отвечает на вопрос	1	1
65	что он сам	2	1
66	и тут же	1	1
67	но в то	3	1
68	тем что он	2	1
69	в противоречии с	1	1
70	в чем же	1	1
71	но при этом	1	1
72	и в этом	2	1
73	не только для	1	1
74	так и не	1	1
75	в свою очередь	1	1
76	той или иной	2	1
77	но как бы	1	1
78	в мире достоевского	3	1
79	к тому же	2	1
80	его участие в	1	1
81	потому что они	1	1
82	раскольникова когда он	1	1
83	с одной из	1	1
84	ни в чем	2	1
85	за собой в	1	1
86	в нем нет	1	1
87	отношению к самому	1	1
88	теперь же он	1	1
89	хотя и с	1	1
90	с самого начала	8	1
91	в исповеди ипполита	1	1
92	именно потому что	2	1
93	или во всяком	1	1
94	бы он ни	3	1
95	на всем протяжении	1	1
96	будто бы не	1	1
97	себя самого в	1	1
98	из подполья в	1	1
99	с настасьей филипповной	1	1
100	как и у	3	1
101	и прежде всего	4	1
102	идея у достоевского	1	1
103	и в том	1	1
104	героя и его	2	1
105	к самому себе	1	1
106	в высшей степени	3	1
107	как и в	1	1
108	же время с	1	1
109	мышкин настасья филипповна	1	1
110	и вновь начать	1	1
111	и если не	1	1
112	в глубине души	1	1
113	и в другом	1	1
