N	3gram	Vinokur_St_3	FransuaR
1	то же время	3	6
2	в то же	3	6
3	до сих пор	2	4
4	в связи с	3	4
5	на самом деле	1	3
6	в мировой литературе	3	3
7	прежде всего необходимо	1	3
8	для того чтобы	1	3
9	в той или	1	2
10	до нас дошел	1	2
11	и в других	1	2
12	но и в	2	2
13	в этом отношении	4	2
14	можно было бы	1	2
15	как раз в	1	2
16	одной и той	1	2
17	и той же	1	2
18	не может быть	5	2
19	до наших дней	1	2
20	его отношение к	1	2
21	о том что	4	2
22	той или иной	1	2
23	можно сказать что	1	2
24	в том же	1	2
25	как мы видели	1	2
26	несколько слов о	1	1
27	во всей мировой	1	1
28	прежде всего в	3	1
29	них все же	1	1
30	так как в	1	1
31	и так сказать	1	1
32	с точки зрения	4	1
33	это есть ее	1	1
34	наших дней еще	1	1
35	в эту эпоху	2	1
36	в них все	1	1
37	сказать несколько слов	1	1
38	в собственном смысле	1	1
39	в значительной мере	1	1
40	к жизни и	1	1
41	в своей статье	1	1
42	и в частности	1	1
43	в применении к	1	1
44	на себе печать	1	1
45	в том чтобы	2	1
46	он не понимает	1	1
47	этот образ был	1	1
48	несет на себе	1	1
49	и в этом	2	1
50	то что он	1	1
51	во всяком случае	4	1
52	с другой стороны	4	1
53	но на самом	1	1
54	в свое время	1	1
55	во всех этих	2	1
56	так как его	1	1
57	всей мировой литературе	1	1
58	было бы совершенно	2	1
59	между тем как	2	1
60	заключается в том	2	1
61	начиная с года	1	1
62	в свою очередь	1	1
63	что в ней	1	1
64	связи с этим	1	1
65	в одном из	1	1
66	столь характерные для	1	1
67	с самого начала	2	1
68	и в самом	1	1
69	всегда в той	1	1
70	мы находим и	1	1
71	мы имеем в	2	1
72	можно судить по	1	1
73	и на почве	1	1
74	в следующих словах	1	1
75	но все же	2	1
76	влияние на его	1	1
77	в том что	11	1
78	и в другом	1	1
79	то есть с	1	1
80	у него было	1	1
