N	2gram	Bakhtin_Fr_6	Istorich
1	и в	41	26
2	так как	10	18
3	никогда не	8	13
4	потому что	3	13
5	и на	9	12
6	в этом	12	12
7	таким образом	17	12
8	в том	2	12
9	что в	7	12
10	мы видели	2	11
11	может быть	2	11
12	связь с	1	11
13	не только	10	10
14	том что	7	10
15	в образе	6	10
16	с другой	4	10
17	и не	3	10
18	еще не	1	9
19	о смерти	1	9
20	представление о	2	9
21	а именно	2	9
22	что он	6	9
23	но и	13	9
24	и это	1	8
25	все эти	11	8
26	все же	4	8
27	в нем	16	8
28	с ним	4	8
29	вместе с	6	8
30	другой стороны	2	8
31	например в	6	7
32	но в	8	7
33	мы можем	1	7
34	и его	13	7
35	о том	9	7
36	с одной	4	7
37	уже не	1	7
38	представлений о	1	7
39	у него	7	7
40	превращается в	2	7
41	одной стороны	4	7
42	мы уже	18	6
43	мы не	2	6
44	эта связь	1	6
45	как в	4	6
46	как он	2	6
47	и с	16	6
48	то что	10	6
49	связан с	1	6
50	и там	1	6
51	не может	4	6
52	то же	5	5
53	в ней	4	5
54	и этим	2	5
55	как и	7	5
56	и эти	1	5
57	и что	5	5
58	же мы	1	5
59	в то	6	5
60	то это	1	5
61	очень часто	1	5
62	так и	5	5
63	в его	7	5
64	мы видим	6	5
65	только в	3	5
66	тем что	5	5
67	связаны с	7	5
68	у нас	4	5
69	там где	5	5
70	как это	2	5
71	его в	1	5
72	на небе	1	5
73	представлениями о	1	5
74	как мы	12	4
75	и он	5	4
76	с его	5	4
77	из этих	2	4
78	на его	2	4
79	на земле	1	4
80	и по	1	4
81	это не	1	4
82	и тем	1	4
83	с тем	1	4
84	на землю	1	4
85	здесь же	2	4
86	совершенно ясно	1	4
87	но здесь	2	4
88	а также	5	4
89	что и	1	4
90	себе в	2	4
91	в других	1	4
92	до сих	3	4
93	прежде всего	10	4
94	связано с	3	4
95	вход в	3	4
96	одну из	2	4
97	как бы	7	4
98	сих пор	3	4
99	в книге	3	4
100	у них	1	4
101	но это	3	4
102	есть и	2	4
103	на своем	1	4
104	все что	4	4
105	и через	1	3
106	связана с	2	3
107	и то	2	3
108	там же	1	3
109	должна быть	2	3
110	мы наблюдали	1	3
111	с солнцем	1	3
112	видели что	1	3
113	и наконец	4	3
114	та же	4	3
115	в себе	5	3
116	если он	1	3
117	борьбы с	1	3
118	при этом	3	3
119	и вот	1	3
120	него и	1	3
121	в них	7	3
122	в своей	2	3
123	таким же	1	3
124	в одном	5	3
125	не в	4	3
126	их в	2	3
127	того как	1	3
128	к концу	1	3
129	могут быть	1	3
130	его с	1	3
131	приходит к	1	3
132	и другие	2	3
133	данном случае	2	3
134	то время	1	3
135	в индии	3	3
136	если они	1	3
137	от него	2	3
138	один из	6	3
139	том как	1	3
140	так что	2	3
141	и других	1	3
142	эти три	1	3
143	ее не	1	3
144	далеко не	1	3
145	не было	1	3
146	воды и	1	3
147	в частности	2	3
148	в него	3	3
149	к своему	1	3
150	в данном	3	3
151	наряду с	1	3
152	как будто	1	3
153	что здесь	1	3
154	и от	4	3
155	кроме того	9	3
156	или в	6	3
157	на первый	3	3
158	солнца и	2	3
159	а в	4	3
160	еще в	5	3
161	сказать что	6	3
162	из этого	4	3
163	как на	1	3
164	они не	3	3
165	ту же	1	2
166	того же	4	2
167	что когда	1	2
168	с рождением	1	2
169	здесь и	8	2
170	из его	1	2
171	оно может	1	2
172	и больше	1	2
173	здесь уже	1	2
174	всех его	4	2
175	моря в	1	2
176	он был	4	2
177	первый план	3	2
178	из земли	2	2
179	но не	2	2
180	то он	2	2
181	по отношению	1	2
182	в одной	3	2
183	с этим	3	2
184	дает нам	2	2
185	в своем	5	2
186	что касается	1	2
187	перед нами	3	2
188	и как	4	2
189	и хотя	1	2
190	также как	2	2
191	что это	5	2
192	в этой	8	2
193	и они	1	2
194	и до	7	2
195	но он	5	2
196	и те	2	2
197	он не	2	2
198	это явление	1	2
199	далее есть	2	2
200	из него	1	2
201	людей и	3	2
202	с этой	3	2
203	можно было	1	2
204	но все	1	2
205	человека в	1	2
206	же не	1	2
207	его не	1	2
208	было бы	3	2
209	что смерть	1	2
210	здесь нет	1	2
211	кажется что	2	2
212	смерть и	1	2
213	ни в	1	2
214	вовсе не	7	2
215	это очевидно	1	2
216	в эту	2	2
217	земли и	4	2
218	и сейчас	2	2
219	в которых	1	2
220	своего рода	1	2
221	весь комплекс	1	2
222	не будем	2	2
223	где нет	1	2
224	даже в	4	2
225	связей с	1	2
226	которых он	1	2
227	не имеет	1	2
228	одна из	1	2
229	на него	1	2
230	это мы	1	2
231	не вполне	1	2
232	тела и	15	2
233	ее на	1	2
234	здесь совершенно	1	2
235	зависимости от	1	2
236	где он	1	2
237	здесь не	1	2
238	только то	1	2
239	и сам	3	2
240	с собой	1	2
241	а там	1	2
242	о котором	4	2
243	ничего не	1	2
244	суд и	1	2
245	после того	1	2
246	можно сказать	1	2
247	как у	3	2
248	отметить что	2	2
249	говорит он	2	2
250	в форме	2	2
