N	2gram	Propp_Isto_4	VelikijI
1	и не	9	20
2	и в	26	16
3	так как	9	9
4	то что	16	9
5	еще не	6	8
6	к богу	1	8
7	в истории	2	8
8	что они	6	7
9	на земле	3	7
10	а не	6	7
11	не есть	2	6
12	на себя	4	5
13	но и	12	5
14	того что	2	5
15	хотя и	2	5
16	бога и	1	5
17	все это	2	5
18	что есть	2	5
19	как бы	3	5
20	ты не	1	5
21	и есть	2	4
22	в образе	3	4
23	в его	5	4
24	нет у	1	4
25	и я	1	4
26	в этом	7	4
27	что он	10	4
28	потому что	6	4
29	в нем	2	4
30	так и	10	4
31	что не	1	4
32	как и	7	4
33	что мы	3	4
34	в котором	1	4
35	в ней	1	4
36	и все	2	4
37	о смысле	1	4
38	все что	4	4
39	и что	5	3
40	должна быть	2	3
41	за то	1	3
42	хотя бы	2	3
43	то это	5	3
44	как не	1	3
45	лишь в	2	3
46	в чем	1	3
47	во всех	1	3
48	что и	9	3
49	в том	3	3
50	тот же	1	3
51	но в	5	3
52	все эти	3	3
53	и они	2	3
54	от которого	2	3
55	их в	7	3
56	в своей	4	3
57	и мы	1	3
58	ни в	2	3
59	в них	1	3
60	не было	1	3
61	не верит	1	3
62	в этих	7	3
63	что я	2	3
64	не в	5	3
65	к чему	1	3
66	тому что	1	3
67	но это	3	3
68	не имеет	3	3
69	никогда не	2	3
70	их от	1	3
71	превращается в	7	3
72	что ты	1	3
73	к тому	1	3
74	жизни и	1	3
75	что в	14	3
76	и это	1	2
77	и то	6	2
78	но мы	3	2
79	во главе	1	2
80	это мы	2	2
81	и т	27	2
82	и за	2	2
83	мы не	1	2
84	с ним	1	2
85	под этим	1	2
86	и во	2	2
87	кто эти	1	2
88	которые не	1	2
89	его к	3	2
90	духа и	1	2
91	только в	3	2
92	в человека	1	2
93	ничего и	1	2
94	конечно не	2	2
95	уже не	5	2
96	не только	15	2
97	чтобы овладеть	1	2
98	вера в	1	2
99	его и	2	2
100	земли и	2	2
101	не хотел	1	2
102	не к	2	2
103	вот почему	1	2
104	тем что	5	2
105	а остальные	1	2
106	на том	2	2
107	это не	5	2
108	т д	24	2
109	а с	1	2
110	прежде всего	1	2
111	с тем	2	2
112	мы и	1	2
113	один из	1	2
114	для человека	1	2
115	и тогда	1	2
116	нет еще	1	2
117	не могут	2	2
118	является в	1	2
119	тем кто	1	2
120	мир и	1	2
121	что было	1	2
122	одна из	2	2
123	так много	2	2
124	том что	3	2
125	а к	1	2
126	для нас	3	2
127	от него	2	2
128	в форме	2	2
129	до того	1	2
130	людей и	1	2
131	это все	1	2
132	а в	8	2
133	но не	5	2
134	могут быть	6	2
135	чудо и	1	1
136	эта новая	1	1
137	как мы	5	1
138	в виду	1	1
139	небом и	2	1
140	и говорит	1	1
141	том свете	1	1
142	роль в	1	1
143	он всегда	3	1
144	не имеют	1	1
145	его связь	1	1
146	на новый	1	1
147	мы будем	1	1
148	которое может	1	1
149	то же	8	1
150	и могут	1	1
151	их и	1	1
152	это он	2	1
153	на путь	1	1
154	и которые	1	1
155	живет в	2	1
156	в результате	1	1
157	и тут	1	1
158	это только	1	1
159	по сравнению	3	1
160	вопрос о	4	1
161	основана на	2	1
162	не была	1	1
163	животное и	3	1
164	только это	2	1
165	по смыслу	1	1
166	зависимости от	1	1
167	людям тайны	1	1
168	превращает в	1	1
169	меня в	1	1
170	и на	2	1
171	он был	1	1
172	после того	2	1
173	со словами	1	1
174	духа который	1	1
175	это желание	1	1
176	к нему	6	1
177	что люди	1	1
178	но как	1	1
179	идет к	1	1
180	от них	2	1
181	если в	1	1
182	но нет	1	1
183	тогда как	4	1
184	себе и	1	1
185	бы в	1	1
186	не просто	4	1
187	нам право	2	1
188	так говорит	1	1
189	отказался от	1	1
190	тайный союз	1	1
191	его на	4	1
192	как в	7	1
193	людей с	1	1
194	в своем	2	1
195	что нет	1	1
196	все же	9	1
197	есть что-то	1	1
198	но с	1	1
199	сострадания к	1	1
200	мы видим	6	1
201	с ними	5	1
202	нас они	1	1
203	мы увидим	3	1
204	царство и	2	1
205	отняв у	1	1
206	и хотя	1	1
207	и так	1	1
208	у них	1	1
209	что это	2	1
210	в целом	2	1
211	их не	2	1
212	в этой	2	1
213	им в	1	1
214	он делает	2	1
215	вот в	1	1
216	уже в	2	1
217	то и	1	1
218	под землей	1	1
219	в виде	2	1
220	и если	3	1
221	бог не	1	1
222	и стало	1	1
223	говорит что	2	1
224	перестает быть	1	1
225	же они	1	1
226	тебе все	2	1
227	они бросают	1	1
228	и вот	2	1
229	вовсе не	4	1
230	не для	1	1
231	отношение к	2	1
232	так часто	1	1
233	у него	5	1
234	не случайно	2	1
235	и по	5	1
236	на этом	2	1
237	в руки	3	1
238	и вместе	1	1
239	человека в	1	1
240	на нее	1	1
241	и с	5	1
242	а его	1	1
243	себя не	1	1
244	не надо	1	1
245	с другой	4	1
246	есть не	1	1
247	близок к	1	1
248	к миру	1	1
249	с небом	1	1
250	и тем	2	1
251	говорит о	2	1
252	она и	1	1
253	мы скажем	1	1
254	на которых	1	1
255	ничем не	1	1
256	власти и	1	1
257	человеческой жизни	1	1
258	не всегда	6	1
259	и уже	1	1
260	с которым	1	1
261	для чего	1	1
262	его по	1	1
263	о чем	3	1
264	и вновь	1	1
265	в государственном	1	1
266	какая же	1	1
267	таким же	6	1
268	себя за	1	1
269	вместе с	6	1
270	так же	18	1
271	привязанность к	1	1
272	как это	3	1
273	в лице	2	1
274	это сделали	1	1
275	является и	3	1
276	над ним	1	1
277	у нас	2	1
278	в которых	4	1
279	он говорит	2	1
280	сравнению с	3	1
281	с такой	1	1
282	что тот	1	1
283	в одном	5	1
284	но я	1	1
285	а потом	1	1
286	в мир	1	1
287	с тремя	1	1
288	который он	1	1
289	этого слова	2	1
290	с этой	2	1
291	и очень	1	1
292	на пути	1	1
293	нет никакого	1	1
294	чтобы заставить	1	1
295	к ним	2	1
296	и другое	1	1
297	неба и	1	1
298	на котором	3	1
299	на два	1	1
300	а ты	1	1
301	тому кто	1	1
302	не по	2	1
303	смысле и	1	1
304	указать на	3	1
305	но она	1	1
306	нам и	1	1
307	т e	1	1
308	найти в	1	1
309	самым сильным	1	1
310	которая в	1	1
311	ничего не	5	1
312	того как	4	1
313	может быть	14	1
314	в русском	1	1
315	видим что	2	1
316	во всем	3	1
317	будто бы	1	1
318	это слово	1	1
319	на него	3	1
320	к жизни	1	1
321	соединения с	1	1
322	как бог	1	1
