N	3gram	Vygotskiy__1	Analitik
1	о том что	7	6
2	в том что	9	6
3	состоит в том	2	4
4	с одной стороны	5	4
5	и в этом	1	4
6	к тому же	1	4
7	мы имеем дело	1	3
8	подобно тому как	5	3
9	не удивительно что	1	3
10	в этом отношении	2	3
11	тем не менее	2	3
12	как и в	4	3
13	в этом смысле	2	2
14	с точки зрения	2	2
15	в таком случае	2	2
16	том или ином	1	2
17	и то что	1	2
18	то есть в	2	2
19	едва ли не	1	2
20	не только в	1	2
21	в отличие от	3	2
22	в том или	1	2
23	с другой стороны	5	2
24	и в самом	2	2
25	в конечном счете	3	2
26	не только не	3	2
27	на то что	8	2
28	тех или иных	2	2
29	до такой степени	1	1
30	не в состоянии	3	1
31	что иное как	1	1
32	можно сказать что	1	1
33	сказать что в	3	1
34	приводит к тому	1	1
35	в тех случаях	1	1
36	одним и тем	1	1
37	более или менее	2	1
38	может быть признано	1	1
39	никак не может	2	1
40	те же самые	1	1
41	языка то есть	1	1
42	и во всех	1	1
43	при взгляде на	1	1
44	сами по себе	1	1
45	между тем как	1	1
46	и там и	1	1
47	несмотря на то	2	1
48	с этой точки	4	1
49	вместе с ними	1	1
50	бы и в	1	1
51	в полной мере	1	1
52	в применении к	2	1
53	есть в сущности	2	1
54	в противоречие с	2	1
55	и наоборот в	1	1
56	и тем же	1	1
57	ответ на вопрос	1	1
58	такой степени что	1	1
59	на этот раз	1	1
60	него могут быть	2	1
61	и тот же	1	1
62	и то же	1	1
63	в известном смысле	1	1
64	это имеет место	1	1
65	в свою очередь	1	1
66	одни и те	1	1
67	в связи с	1	1
68	то что все	1	1
69	одно и то	1	1
70	в мире в	1	1
71	в одну из	1	1
72	в целом ряде	2	1
73	что при таком	1	1
74	этой точки зрения	5	1
75	таком случае в	1	1
76	а в том	2	1
77	только то что	1	1
78	по поводу того	1	1
79	там и здесь	1	1
80	не может быть	8	1
81	так же точно	3	1
82	отнюдь не является	1	1
83	заключается в том	6	1
84	как нельзя лучше	1	1
85	как и всякий	1	1
86	другой стороны и	2	1
87	эта внутренняя форма	2	1
88	из виду что	1	1
89	не что иное	1	1
90	в самом деле	7	1
91	речь идет о	1	1
92	как уже было	1	1
93	тому как мы	1	1
94	и те же	1	1
95	при этом она	1	1
96	то что она	1	1
97	в лирическом стихотворении	1	1
98	точки зрения может	1	1
99	сама по себе	2	1
100	дело не в	1	1
101	он не только	2	1
102	же точно и	1	1
103	могут быть в	1	1
104	точно так же	3	1
105	то же самое	2	1
106	чтобы прийти к	1	1
