N	2gram	Propp_Russ_2	Narrotol
1	не только	10	26
2	а не	4	17
3	представляет собой	2	16
4	тогда как	2	15
5	но и	8	15
6	при этом	6	14
7	в том	22	14
8	в качестве	3	14
9	и не	1	14
10	в этом	11	13
11	и в	29	13
12	том что	22	13
13	состоит в	15	12
14	только в	1	11
15	может быть	13	10
16	в данном	6	10
17	своего рода	1	9
18	сводится к	1	9
19	так и	1	9
20	а в	9	9
21	то что	5	8
22	не в	4	8
23	не может	5	8
24	к себе	1	7
25	в своем	1	6
26	все же	2	6
27	но в	5	6
28	никогда не	2	6
29	ничего не	1	6
30	данном случае	7	6
31	можно сказать	1	6
32	а также	4	6
33	в его	1	6
34	того что	3	6
35	прежде всего	2	6
36	как бы	18	6
37	жизни в	2	6
38	ответ на	1	5
39	отличие от	3	5
40	что он	1	5
41	как в	7	5
42	хотя и	1	5
43	в нем	1	5
44	тем не	2	5
45	таким образом	6	5
46	далеко не	4	5
47	в котором	3	5
48	место в	1	5
49	не столько	2	5
50	в то	2	5
51	на него	1	5
52	о том	9	5
53	в форме	2	5
54	с одной	2	5
55	с другой	2	5
56	одной стороны	2	5
57	в отличие	3	5
58	то же	4	4
59	в ее	3	4
60	в этой	3	4
61	отнюдь не	1	4
62	перед нами	1	4
63	что это	3	4
64	тому же	1	4
65	уже не	4	4
66	об этом	2	4
67	в своей	2	4
68	не к	2	4
69	в конце	1	4
70	не менее	2	4
71	если бы	1	4
72	как у	1	4
73	в другом	1	4
74	в какой	1	4
75	для него	1	4
76	следует признать	1	4
77	как и	11	4
78	как это	4	4
79	в литературе	1	4
80	не является	1	4
81	и все	4	4
82	с ним	1	4
83	же в	6	4
84	что в	22	4
85	все что	1	4
86	говорилось выше	1	3
87	а как	1	3
88	мы имеем	6	3
89	как правило	1	3
90	но не	5	3
91	что они	1	3
92	все эти	3	3
93	и его	1	3
94	так сказать	1	3
95	не следует	1	3
96	и по	3	3
97	того или	1	3
98	о которой	1	3
99	одна из	11	3
100	пока еще	2	3
101	того чтобы	6	3
102	по своей	1	3
103	этом отношении	1	3
104	в состав	2	3
105	и когда	1	3
106	и девочка	1	3
107	между собой	2	3
108	за пределами	2	3
109	это не	5	3
110	к ней	2	3
111	один из	2	3
112	с ними	1	3
113	между тем	3	3
114	то и	4	3
115	или даже	3	3
116	как раз	1	3
117	и даже	1	3
118	с этой	2	3
119	и для	2	3
120	а к	2	3
121	от первого	1	3
122	сказать что	1	3
123	в таком	4	3
124	и т	5	2
125	он может	1	2
126	по его	1	2
127	мы не	6	2
128	же как	4	2
129	в ней	1	2
130	еще не	6	2
131	на самом	2	2
132	ней в	2	2
133	как уже	2	2
134	не являются	1	2
135	в самом	1	2
136	из этих	2	2
137	как он	1	2
138	на то	1	2
139	что она	3	2
140	не будет	1	2
141	было бы	3	2
142	должен был	3	2
143	несмотря на	1	2
144	и что	5	2
145	но он	3	2
146	и более	1	2
147	однако в	1	2
148	что с	2	2
149	не имеет	3	2
150	как о	1	2
151	говорить о	1	2
152	потому что	5	2
153	для нас	6	2
154	с таким	1	2
155	у нас	4	2
156	и здесь	1	2
157	все то	2	2
158	имеет место	1	2
159	оно не	1	2
160	подобно тому	3	2
161	здесь не	1	2
162	не могу	1	2
163	и иные	1	2
164	что у	1	2
165	можно было	2	2
166	том как	1	2
167	что и	2	2
168	представления о	2	2
169	в современной	1	2
170	и дело	2	2
171	с нею	1	2
172	в виде	4	2
173	не все	4	2
174	о них	2	2
175	одно из	2	2
176	могло бы	1	2
177	в других	15	2
178	представляют собой	7	2
179	только на	1	2
180	с другим	2	2
181	именно в	4	2
182	а с	2	2
183	говорит о	2	2
184	превращается в	1	2
185	церкви и	2	2
186	из наиболее	2	2
187	зависит от	1	2
188	когда же	1	2
189	так же	4	2
190	в него	2	2
191	по своему	1	2
192	о чем	4	2
193	в течение	2	2
194	тому как	3	2
195	которое не	1	2
196	а потом	1	2
197	в церкви	2	2
198	xix в	3	2
199	но это	1	2
200	видно что	2	2
201	и состоит	1	2
202	не объясняет	3	2
203	нас нет	1	2
204	тем более	1	2
205	только что	1	2
206	во время	12	2
207	о своем	1	2
208	в свою	1	2
209	в своих	2	2
210	как на	1	2
211	а между	1	1
212	как все	1	1
213	из церкви	1	1
214	одним из	2	1
215	например в	1	1
216	относится и	1	1
217	рассматривается как	2	1
218	это и	2	1
219	каждый из	2	1
220	смерть в	1	1
221	и должен	1	1
222	его мнению	1	1
223	несут в	1	1
224	вопрос о	4	1
225	не была	1	1
226	но она	2	1
227	на себя	2	1
228	мы и	1	1
229	так называемые	1	1
230	это время	2	1
231	в xix	3	1
232	проявляет себя	1	1
233	как символ	1	1
234	иное как	2	1
235	во всех	3	1
236	не входит	1	1
237	очевидно что	2	1
238	отношение к	1	1
239	не просто	1	1
240	или смерть	1	1
241	воплощенной в	1	1
242	это множество	1	1
243	природа в	1	1
244	относится к	1	1
