N	2gram	Medvedev_F_1	FransuaR
1	и в	24	65
2	и др	5	24
3	как бы	6	22
4	и не	20	22
5	вовсе не	10	18
6	в том	6	16
7	в этом	15	15
8	но в	5	14
9	в нем	14	13
10	в условиях	1	13
11	мы уже	1	12
12	и на	8	11
13	прежде всего	22	11
14	все эти	6	10
15	не только	7	10
16	и его	10	10
17	так и	18	10
18	но и	7	10
19	и потому	9	10
20	том числе	1	10
21	во всех	5	9
22	в его	23	9
23	все это	9	9
24	форм и	6	9
25	за пределы	2	8
26	всех этих	3	8
27	в своем	11	8
28	в основе	3	8
29	в духе	1	8
30	культуры и	3	8
31	и даже	3	8
32	здесь в	2	8
33	по своему	1	8
34	и другие	1	8
35	формы и	5	7
36	его в	3	7
37	точки зрения	16	7
38	в области	3	7
39	только в	2	7
40	влияние на	3	7
41	числе и	1	7
42	жизни и	7	7
43	на самом	7	6
44	в году	2	6
45	они были	2	6
46	в ней	10	6
47	еще не	6	6
48	все же	3	6
49	главным образом	4	6
50	при этом	5	6
51	том что	1	6
52	в отношении	3	6
53	никогда не	4	6
54	как мы	5	6
55	искусства и	5	6
56	нашей работы	3	6
57	в литературе	5	6
58	так как	1	6
59	может быть	14	6
60	не знает	1	6
61	сказать что	1	6
62	в последующих	1	5
63	литературы и	2	5
64	с его	4	5
65	отличие от	1	5
66	его развития	1	5
67	как в	8	5
68	с их	1	5
69	этих форм	1	5
70	в них	3	5
71	как и	11	5
72	в своей	11	5
73	потому что	1	5
74	между тем	2	5
75	для него	3	5
76	в одном	2	5
77	или иной	1	5
78	и пр	17	5
79	в частности	4	5
80	xix века	1	5
81	в той	1	5
82	и все	6	5
83	еще более	1	5
84	в своих	2	5
85	жизни в	2	5
86	и до	5	4
87	в общем	3	4
88	и к	4	4
89	в самом	5	4
90	в этой	6	4
91	так сказать	3	4
92	на всю	2	4
93	входит в	6	4
94	в их	11	4
95	в отличие	1	4
96	не понимает	1	4
97	не в	8	4
98	до сих	6	4
99	мы остановимся	1	4
100	на всех	1	4
101	связи с	3	4
102	в жизни	3	4
103	из них	1	4
104	отношение к	3	4
105	выходит за	1	4
106	нужно сказать	1	4
107	сих пор	6	4
108	это уже	1	4
109	мира и	1	4
110	для нас	1	4
111	между ними	3	4
112	культуры в	1	4
113	совершенно не	1	4
114	это в	1	4
115	новое время	1	3
116	можно говорить	1	3
117	в применении	2	3
118	самом деле	6	3
119	между всеми	1	3
120	жизни как	1	3
121	мы и	1	3
122	менее всего	2	3
123	и вовсе	1	3
124	уже не	2	3
125	но все	2	3
126	то что	8	3
127	в себе	3	3
128	перестает быть	3	3
129	и с	8	3
130	на этой	1	3
131	и других	3	3
132	это не	2	3
133	в новое	2	3
134	далеко не	1	3
135	в ее	8	3
136	он и	1	3
137	отрыве от	1	3
138	с точки	13	3
139	но это	3	3
140	эти формы	1	3
141	на котором	1	3
142	самой жизни	1	3
143	ничего не	2	3
144	по своей	1	3
145	этом отношении	1	3
146	и здесь	6	3
147	не могут	1	3
148	сквозь призму	1	3
149	она была	2	3
150	с ним	2	3
151	в самой	2	3
152	с другой	5	3
153	второй половины	1	3
154	и во	1	3
155	к нему	1	3
156	вся эта	1	3
157	во всей	2	3
158	в форме	1	3
159	что он	3	3
160	мир в	1	3
161	друг друга	4	3
162	в системе	2	3
163	как раз	2	3
164	даже и	2	3
165	же деле	1	3
166	связан с	1	3
167	не были	1	3
168	характерно для	1	3
169	самом же	1	3
170	и эта	1	3
171	в ряду	2	3
172	мира в	2	3
173	на фоне	3	3
174	и их	10	3
175	применении к	2	3
176	но для	3	3
177	в более	1	3
178	не является	1	3
179	полнее всего	1	3
180	и ни	1	3
181	от всех	3	3
182	не может	16	3
183	что в	4	3
184	в искусстве	5	3
185	отношения к	6	2
186	например в	1	2
187	существенное влияние	1	2
188	мы здесь	1	2
189	или к	1	2
190	нам кажется	1	2
191	всего того	1	2
192	и само	1	2
193	бы ни	5	2
194	очень характерно	1	2
195	это время	1	2
196	литературе и	2	2
197	время в	3	2
198	в чем	1	2
199	но не	3	2
200	не входит	1	2
201	значение и	3	2
202	были глубоко	1	2
203	нет и	2	2
204	обряды и	1	2
205	мы дадим	1	2
206	и выражения	1	2
207	и наконец	3	2
208	форм то	1	2
209	дальнейшем развитии	1	2
210	из этих	1	2
211	явлений не	1	2
212	чисто отрицательный	1	2
213	он не	3	2
214	они в	1	2
215	и утверждает	1	2
216	и вот	2	2
217	на его	2	2
218	его от	1	2
219	и по	1	2
220	так например	3	2
221	эта же	2	2
222	в германии	2	2
223	на все	3	2
224	большинстве случаев	2	2
225	но вся	1	2
226	жизни но	2	2
227	в этих	1	2
228	и без	1	2
229	но эта	2	2
230	и почти	1	2
231	бы быть	2	2
232	и очень	1	2
233	раз и	2	2
234	определяющее влияние	2	2
235	здесь на	1	2
236	на него	2	2
237	в процессе	9	2
238	во всем	2	2
239	от обычных	1	2
240	же он	1	2
241	литературного развития	2	2
242	есть только	1	2
243	могут быть	1	2
244	к тому	3	2
245	и это	2	2
246	приводит к	2	2
247	роль в	1	2
248	особенно в	3	2
249	во многом	1	2
250	во второй	1	2
251	понятно что	1	2
252	мы всегда	1	2
253	своей книге	2	2
254	можно сказать	1	2
255	как чисто	1	2
256	самой литературе	1	2
257	ни на	3	2
258	на отдельные	1	2
259	в отрыве	1	2
260	исторического развития	1	2
261	представления о	1	2
262	в свете	1	2
263	мы видим	1	2
264	и особые	1	2
265	с одной	4	2
266	к какому	1	2
267	литературы в	8	2
268	в большинстве	3	2
269	только на	5	2
270	и чисто	2	2
271	или даже	1	2
272	и нового	1	2
273	не для	3	2
274	от того	2	2
275	в особенности	3	2
276	что не	1	2
277	в менее	1	2
278	одной стороны	4	2
279	до конца	7	2
280	и самый	2	2
281	более того	3	2
282	о необходимости	1	2
283	несмотря на	1	2
284	и особенно	2	2
285	выражения и	1	2
286	его на	1	2
287	наряду с	1	2
288	быть только	1	2
289	образом на	2	2
290	культуре и	1	2
291	в это	1	2
292	того что	5	2
293	в основном	3	2
294	в целом	6	2
295	между прочим	1	2
296	кроме того	1	2
297	и для	1	2
298	организации и	1	2
299	при таком	4	2
300	и от	7	2
301	не подлежит	1	2
302	или в	1	2
303	которого они	1	2
304	хотя и	1	2
305	вполне понятно	2	2
306	ни к	1	2
307	от всего	1	2
308	же в	3	2
309	и глубокого	1	2
310	одновременно и	1	2
311	а между	1	1
312	от этой	1	1
313	сохраняет свое	1	1
314	произведения но	1	1
315	правильная постановка	1	1
316	пор недостаточно	1	1
317	в эстетике	2	1
318	вне связи	1	1
319	тех же	2	1
320	как простая	1	1
321	искусства все	1	1
322	это и	3	1
323	между двумя	1	1
324	и существеннее	1	1
325	из самых	1	1
326	явления и	1	1
327	бы к	1	1
328	оно было	2	1
329	действительности и	3	1
330	они никогда	1	1
331	литературы она	1	1
332	входящих в	2	1
333	то же	10	1
334	а как	2	1
335	и значение	1	1
336	от всякой	2	1
337	на материале	1	1
338	мы не	3	1
339	на первом	1	1
340	нам в	1	1
341	литературных явлений	7	1
342	серьезной и	1	1
343	говорить о	1	1
344	самый термин	1	1
345	своего исторического	1	1
346	проблеме и	1	1
347	на кого	2	1
348	исследовании на	1	1
349	но конечно	1	1
350	и эстетики	1	1
351	во внешнем	2	1
352	совершается с	1	1
353	и всего	1	1
354	совершенно прав	1	1
355	вопреки собственной	1	1
356	художественный стиль	1	1
357	от них	1	1
358	с которыми	1	1
359	по отношению	4	1
360	уже как	2	1
361	друг от	2	1
362	или иное	1	1
363	не оказалось	2	1
364	и чем	3	1
365	только путем	1	1
366	к литературе	1	1
367	этих исследователей	1	1
368	два звена	1	1
369	или у	1	1
370	чем же	2	1
371	с этим	2	1
372	жизни которую	1	1
373	вышедшая в	1	1
374	литература так	1	1
375	как к	3	1
376	не хватает	1	1
377	ней в	1	1
378	как нам	1	1
379	все остальные	1	1
380	и понимания	1	1
381	и как	3	1
382	о понимании	1	1
383	самом начале	1	1
384	как таковое	2	1
385	и свою	5	1
386	этим языком	1	1
387	есть ли	1	1
388	от этого	2	1
389	в этот	1	1
390	и конечно	1	1
391	в произведении	2	1
392	в которой	4	1
393	в определениях	1	1
394	совершенно иначе	1	1
395	самой природе	1	1
396	литературы они	1	1
397	он в	2	1
398	в нашем	2	1
399	по преимуществу	1	1
400	в последнее	1	1
401	таковы три	1	1
402	остановиться на	2	1
403	романа но	1	1
404	эпохи и	2	1
405	творчество и	1	1
406	жизнь как	3	1
407	как он	1	1
408	на то	1	1
409	не воспринимается	1	1
410	не могла	2	1
411	в замкнутом	4	1
412	и если	2	1
413	вообще не	1	1
414	что без	1	1
415	развиваться в	1	1
416	по-видимому не	1	1
417	наблюдаем в	1	1
418	сказать в	1	1
419	идеалистической философской	1	1
420	культуры а	1	1
421	литературных произведений	3	1
422	всем своем	1	1
423	не определяет	1	1
424	именно этим	1	1
425	и более	2	1
426	ни были	2	1
427	и литературоведения	1	1
428	особые формы	1	1
429	историков и	1	1
430	нашего времени	1	1
431	человеческое сознание	2	1
432	направлениями и	1	1
433	на этом	1	1
434	людей и	1	1
435	серьезность и	1	1
436	часть ее	1	1
437	конца и	1	1
438	последнее слово	1	1
439	это конечно	1	1
440	в работе	2	1
441	касается до	1	1
442	могла бы	2	1
443	как они	1	1
444	и может	4	1
445	они должны	1	1
446	связанных с	1	1
447	лишь в	8	1
448	действительности в	2	1
449	поэтому они	1	1
450	было бы	6	1
451	лишь на	1	1
452	к миру	2	1
453	ведь в	1	1
454	отражение в	2	1
455	вне единства	2	1
456	но уже	1	1
457	он является	1	1
458	нет в	1	1
459	разобранные нами	1	1
460	зрения этих	1	1
461	литературные явления	2	1
462	понят и	1	1
463	новые формы	1	1
464	и уже	1	1
465	переходим к	1	1
466	нигде не	1	1
467	предисловии к	1	1
468	был бы	1	1
469	исторической действительности	1	1
470	которую он	1	1
471	место в	7	1
472	места в	2	1
473	были выработаны	1	1
474	что такое	2	1
475	очень остро	1	1
476	можно найти	1	1
477	к истории	1	1
478	как реальный	1	1
479	и теоретиков	2	1
480	почти не	2	1
481	жизнь и	3	1
482	не столько	1	1
483	большей степени	1	1
484	классики и	1	1
485	направлен на	1	1
486	своего рода	1	1
487	для всякого	2	1
488	значение для	2	1
489	как это	6	1
490	где она	1	1
491	времени не	1	1
492	но он	1	1
493	сами по	2	1
494	что было	2	1
495	есть еще	1	1
496	в современном	2	1
497	тому чтобы	1	1
498	и вся	1	1
499	таковы основные	1	1
500	почти все	1	1
501	довольно часто	1	1
502	и научные	1	1
503	главная задача	2	1
504	не менее	11	1
505	его целом	8	1
506	тем самым	3	1
507	мира не	1	1
508	она не	6	1
509	своему замыслу	2	1
510	и художественной	2	1
511	в то	9	1
512	мысли в	2	1
513	широком смысле	1	1
514	мышления и	1	1
515	в науке	2	1
516	которого он	1	1
517	французской литературы	1	1
518	данную эпоху	2	1
519	не могло	5	1
520	для всего	1	1
521	следовательно и	2	1
522	общую теорию	1	1
523	на язык	3	1
524	и существенное	1	1
525	же время	8	1
526	своей природе	1	1
527	видим что	1	1
528	другой стороны	1	1
529	убедиться в	2	1
530	тех или	1	1
531	и барокко	2	1
532	эти три	1	1
533	друга по	1	1
534	что на	1	1
535	или иных	1	1
536	у нас	5	1
537	отражает и	1	1
538	определяются и	1	1
539	все то	1	1
540	единой цепи	1	1
541	для литературы	1	1
542	конечно гораздо	1	1
543	лежит в	1	1
544	и всех	1	1
545	его понимании	1	1
546	и развития	2	1
547	жизни этих	1	1
548	частях нашей	1	1
549	определить ее	2	1
550	художественную волю	2	1
551	они и	1	1
552	например на	1	1
553	свое значение	1	1
554	оно не	4	1
555	что при	1	1
556	которые мы	1	1
557	что резко	1	1
558	опираясь на	1	1
559	вещей в	2	1
560	значения и	2	1
561	большое место	2	1
562	того чтобы	1	1
563	метода но	1	1
564	от друга	2	1
565	людей в	1	1
566	здесь не	3	1
567	буржуазного мировоззрения	1	1
568	миром и	1	1
569	характер и	1	1
570	последнее время	1	1
571	и иные	1	1
572	в пределах	6	1
573	так в	1	1
574	мы наблюдаем	1	1
575	дано в	1	1
576	как с	2	1
577	глубже и	1	1
