N	2gram	Berdyaev_N_1	Istorich
1	что он	1	24
2	не только	5	18
3	может быть	7	17
4	и в	16	15
5	никогда не	6	15
6	так как	1	14
7	но и	3	14
8	так же	2	13
9	что в	9	12
10	то что	4	12
11	а в	2	12
12	в этом	7	11
13	в этих	1	11
14	и не	11	11
15	еще не	3	9
16	с тем	3	9
17	потому что	4	9
18	он не	8	8
19	в нем	5	7
20	том что	2	7
21	не в	6	7
22	и пр	3	7
23	вместе с	2	7
24	сих пор	1	7
25	связана с	2	6
26	то это	1	6
27	но в	2	6
28	и что	2	6
29	в его	1	6
30	мы уже	1	6
31	до сих	1	6
32	наряду с	3	6
33	в том	8	6
34	только в	1	6
35	же как	2	5
36	и есть	10	5
37	как в	3	5
38	с этим	2	5
39	что она	2	5
40	но все	1	5
41	было бы	1	5
42	этого не	1	5
43	в котором	1	5
44	можно было	2	5
45	так и	2	5
46	она не	3	5
47	к нему	1	5
48	прежде всего	4	5
49	к которому	1	5
50	а не	17	5
51	не может	16	5
52	к тому	3	5
53	со всех	4	4
54	всех сторон	4	4
55	в ней	5	4
56	и на	2	4
57	в себе	2	4
58	все эти	2	4
59	в этой	1	4
60	и с	2	4
61	вопрос о	3	4
62	но он	1	4
63	с одной	2	4
64	у него	2	4
65	тем что	1	4
66	власть над	1	4
67	но это	6	4
68	мы должны	1	4
69	к этой	1	4
70	они не	1	4
71	мы не	2	3
72	установить что	1	3
73	он в	1	3
74	из этих	1	3
75	подобно тому	3	3
76	говорит что	1	3
77	он и	1	3
78	когда она	1	3
79	что этот	1	3
80	и его	1	3
81	как будто	2	3
82	хочет его	1	3
83	и это	2	3
84	в каких	1	3
85	роль в	2	3
86	о том	4	3
87	должно было	2	3
88	раньше чем	1	3
89	и она	1	3
90	же и	1	3
91	в состоянии	1	3
92	одной стороны	2	3
93	что мы	1	3
94	эти слова	1	3
95	как это	2	3
96	тому как	3	3
97	все это	5	3
98	но если	1	3
99	также что	1	2
100	к таким	1	2
101	и для	4	2
102	еще до	2	2
103	в сущности	1	2
104	я не	2	2
105	хотя бы	2	2
106	во всех	3	2
107	но не	2	2
108	к чему	1	2
109	в которой	1	2
110	возможно что	1	2
111	не могла	2	2
112	вера в	1	2
113	в силу	1	2
114	другого мира	1	2
115	человека в	1	2
116	из них	1	2
117	с другими	1	2
118	это не	4	2
119	есть и	1	2
120	в жизни	5	2
121	ни в	6	2
122	как и	7	2
123	такой же	2	2
124	в эту	1	2
125	во время	1	2
126	не столько	1	2
127	и более	1	2
128	их в	1	2
129	одна из	2	2
130	в русском	2	2
131	другой стороны	2	2
132	так называемый	1	2
133	в нее	1	2
134	к себе	1	2
135	мы в	1	2
136	когда мы	2	2
137	могут быть	2	2
138	и вполне	1	2
139	того чтобы	2	2
140	с ее	5	2
141	в виду	1	2
142	приводит к	1	2
143	и когда	1	2
144	на нее	1	2
145	с другой	3	2
146	а также	1	2
147	и власть	1	2
148	к ней	1	2
149	в новой	7	2
150	вступление в	1	2
151	уже в	1	2
152	не знал	2	2
153	и их	1	2
154	слова в	1	2
155	и вместе	1	2
156	и только	1	2
157	не было	4	2
158	и из	1	2
159	себя и	1	2
160	превращается в	1	2
161	зависит от	2	2
162	нет ничего	1	2
163	в мир	1	2
164	по существу	2	2
165	совершается в	1	2
166	чтобы понять	1	2
167	будто бы	1	2
168	все еще	1	2
169	не знает	6	2
170	сказать что	3	2
171	что образ	1	1
172	века но	2	1
173	он может	1	1
174	это и	2	1
175	перед лицом	1	1
176	он находится	1	1
177	права и	2	1
178	не имеют	2	1
179	высшей степени	6	1
180	в зависимости	1	1
181	и этот	1	1
182	большую роль	4	1
183	героя но	1	1
184	это всегда	1	1
185	говорить о	1	1
186	но она	2	1
187	же представляется	1	1
188	на себя	1	1
189	их не	1	1
190	зависимости от	1	1
191	есть вместе	1	1
192	это время	1	1
193	вопрос об	1	1
194	в отличие	1	1
195	что его	1	1
196	с его	6	1
197	отличие от	1	1
198	в свои	2	1
199	в истории	3	1
200	в центре	2	1
201	и к	5	1
202	духа и	3	1
203	с душой	1	1
204	от этого	1	1
205	в этот	1	1
206	это показывает	1	1
207	человек не	1	1
208	жизнью и	1	1
209	оно должно	1	1
210	и которые	1	1
211	с собой	1	1
212	в основу	1	1
213	через женщину	2	1
214	не будет	7	1
215	человек а	1	1
216	этом он	1	1
217	них не	1	1
218	это было	3	1
219	который и	1	1
220	это одна	1	1
221	свою противоположность	1	1
222	а это	1	1
223	нее входит	1	1
224	для них	1	1
225	в них	4	1
226	в высшей	6	1
227	пришла и	1	1
228	не всегда	1	1
229	посвящения в	1	1
230	с ужасом	1	1
231	не будут	2	1
232	но я	2	1
233	в своей	3	1
234	предстоит быть	1	1
235	что такое	3	1
236	к одному	1	1
237	есть еще	1	1
238	по себе	1	1
239	нас к	1	1
240	и очень	1	1
241	одна сторона	1	1
242	с миром	1	1
243	не менее	4	1
244	можно вернуться	1	1
245	быть признан	1	1
246	в познании	1	1
247	эти формы	3	1
248	в то	2	1
249	в религии	2	1
250	во всем	1	1
251	в глубину	1	1
252	в каком	1	1
253	у нас	1	1
254	как существо	1	1
255	и оно	1	1
256	не могут	1	1
257	во все	1	1
258	на путь	1	1
259	в эти	1	1
260	всегда есть	1	1
261	на это	1	1
262	ни одно	1	1
263	характер и	1	1
264	чтобы быть	1	1
265	то нужно	1	1
266	очень долго	1	1
267	к тем	1	1
268	мира и	2	1
269	разлагаются и	1	1
270	приобщается к	1	1
271	с ним	1	1
272	погружается в	1	1
273	царь или	1	1
274	и русской	1	1
275	под этим	1	1
276	вот почему	2	1
277	и во	1	1
278	а во	1	1
279	все в	1	1
280	нуждается в	1	1
281	века и	2	1
282	так будет	1	1
283	может иметь	1	1
284	вся жизнь	1	1
285	значит что	4	1
286	но наряду	1	1
287	должен быть	5	1
288	который в	2	1
289	для всех	1	1
290	переходит в	1	1
291	уже не	2	1
292	свидетельствует о	1	1
293	слишком далеко	1	1
294	него и	1	1
295	от других	1	1
296	человека на	1	1
297	то они	1	1
298	в прошлом	3	1
299	они сами	1	1
300	должны стать	1	1
301	уже нет	1	1
302	друг друга	1	1
303	социальная жизнь	1	1
304	и начал	1	1
305	ее на	1	1
306	не были	1	1
307	не хочет	1	1
308	ней и	1	1
309	связаны с	2	1
310	нельзя сказать	1	1
311	в природе	2	1
312	что не	1	1
313	а на	1	1
314	ничем не	1	1
315	своего рода	1	1
316	жизнь в	1	1
317	а по	1	1
318	одну из	1	1
319	далеко еще	1	1
320	и ему	1	1
321	не осталось	1	1
322	и потому	4	1
323	xix века	5	1
324	по своему	4	1
325	к жизни	3	1
326	в той	1	1
327	приобщиться к	2	1
328	выразить свое	1	1
329	это значит	1	1
330	быть не	1	1
331	в это	1	1
332	пр в	1	1
333	и дух	1	1
334	только для	1	1
335	через них	1	1
336	можно назвать	2	1
337	в наше	3	1
338	в более	1	1
339	только одна	1	1
340	окончательно и	1	1
341	находит она	1	1
342	особого рода	1	1
343	огромную роль	1	1
344	бы он	1	1
345	ни к	2	1
346	еще по	1	1
347	все они	2	1
348	человека не	1	1
349	и начали	1	1
350	вернуться но	1	1
351	в свою	1	1
352	но можно	1	1
353	она сама	1	1
354	в самом	1	1
355	людей но	1	1
356	в тайны	1	1
