N	2gram	Tiupa_Narr_1	StatiiOP
1	и в	11	25
2	в этом	12	24
3	в том	8	20
4	что он	3	19
5	может быть	15	19
6	тем что	1	19
7	что в	3	19
8	что это	1	16
9	том что	7	15
10	в этой	6	14
11	не только	31	12
12	в его	6	12
13	то что	9	12
14	в этих	2	11
15	таким образом	1	10
16	прежде всего	4	10
17	и не	23	10
18	у него	7	9
19	но и	27	9
20	и т	1	8
21	все это	1	8
22	о том	4	8
23	это было	2	8
24	с этим	1	7
25	у карамзина	3	7
26	это не	3	7
27	в то	4	7
28	не может	8	7
29	что касается	2	7
30	точки зрения	5	7
31	и на	5	6
32	как в	4	6
33	из этих	4	6
34	не в	6	6
35	в русской	3	6
36	между тем	3	6
37	только в	12	6
38	в конце	2	6
39	в области	2	6
40	как бы	6	6
41	а в	13	6
42	в году	2	5
43	то же	8	5
44	ответ на	1	5
45	но в	7	5
46	на то	2	5
47	он не	3	5
48	об этом	6	5
49	мы имеем	3	5
50	в котором	1	5
51	потому что	5	5
52	так и	5	5
53	с другой	2	5
54	связано с	1	5
55	а не	13	5
56	такого рода	10	5
57	того что	4	5
58	другой стороны	2	5
59	например в	1	4
60	в которой	1	4
61	из которых	1	4
62	в чем	2	4
63	точка зрения	5	4
64	в центре	3	4
65	все же	4	4
66	не было	3	4
67	и к	1	4
68	то в	4	4
69	в целом	3	4
70	состоит в	10	4
71	лишь в	3	4
72	на протяжении	7	4
73	и тем	4	4
74	в жизни	3	4
75	с тем	1	4
76	как и	13	4
77	у нас	3	4
78	по крайней	1	4
79	с точки	1	4
80	ничего не	2	4
81	к ней	1	4
82	этом отношении	3	4
83	отличается от	1	4
84	в ней	4	4
85	и с	3	4
86	если бы	7	4
87	можно сказать	5	4
88	а также	6	4
89	к нему	4	4
90	в качестве	14	4
91	в начале	3	4
92	всяком случае	2	4
93	отношение к	1	4
94	крайней мере	1	4
95	в особенности	2	4
96	действующих лиц	5	4
97	в речи	4	4
98	связь с	1	4
99	и для	2	4
100	но это	1	4
101	сказать что	2	4
102	была бы	1	4
103	в своей	5	4
104	во всяком	2	4
105	по мнению	1	3
106	карамзина в	1	3
107	подчеркнуть что	1	3
108	он был	1	3
109	с его	4	3
110	своего рода	10	3
111	в творчестве	1	3
112	и наконец	1	3
113	гораздо раньше	1	3
114	что этот	1	3
115	в другом	1	3
116	в их	1	3
117	что я	1	3
118	тому что	1	3
119	во время	1	3
120	же время	4	3
121	ср в	1	3
122	связи с	2	3
123	и здесь	1	3
124	со стороны	8	3
125	у которого	1	3
126	и его	10	3
127	уже не	8	3
128	уже в	1	3
129	для него	4	3
130	так как	1	3
131	как раз	6	3
132	не является	3	3
133	что для	1	3
134	одной стороны	1	3
135	до конца	2	3
136	в рассказе	8	3
137	что мы	2	3
138	его как	1	3
139	в связи	2	3
140	в мировой	1	3
141	тем более	1	3
142	обращается к	3	3
143	все они	1	3
144	к этому	1	3
145	речь идет	3	2
146	самом деле	3	2
147	к своей	1	2
148	той же	1	2
149	в сущности	2	2
150	того же	1	2
151	значит и	1	2
152	не имел	1	2
153	во всех	1	2
154	тем как	1	2
155	но как	3	2
156	если в	2	2
157	к слову	1	2
158	с которыми	1	2
159	не просто	1	2
160	что именно	1	2
161	в самом	6	2
162	во многих	1	2
163	и тот	1	2
164	так сказать	2	2
165	т д	1	2
166	не как	1	2
167	и по	1	2
168	но все	1	2
169	а по	2	2
170	то есть	9	2
171	а с	1	2
172	он и	2	2
173	жизни но	2	2
174	мы не	3	2
175	и тогда	2	2
176	не мог	6	2
177	в которых	1	2
178	точку зрения	1	2
179	тем не	3	2
180	для этого	1	2
181	произведения и	1	2
182	не менее	3	2
183	но они	3	2
184	важно что	1	2
185	как можно	1	2
186	что эта	1	2
187	дело не	2	2
188	одна из	4	2
189	не имеет	2	2
190	этот тип	1	2
191	никогда не	4	2
192	бы между	1	2
193	слова как	1	2
194	этих двух	2	2
195	начиная с	3	2
196	могут быть	1	2
197	к тому	6	2
198	не встречается	1	2
199	для его	1	2
200	любопытно что	1	2
201	для того	3	2
202	должен быть	1	2
203	как мы	2	2
204	не совсем	1	2
205	с ее	2	2
206	в виду	1	2
207	говорит и	1	2
208	свидетельство о	1	2
209	что у	4	2
210	на нее	1	2
211	или в	6	2
212	времени и	9	2
213	он писал	1	2
214	нас к	1	2
215	до нас	1	2
216	произведения как	1	2
217	внимание на	4	2
218	одного из	6	2
219	с одной	1	2
220	он его	1	2
221	а потому	1	2
222	в форме	2	2
223	и только	2	2
224	все время	1	2
225	еще не	4	2
226	и ее	3	2
227	ряде случаев	1	2
