N	3gram	Vygotskiy__5	OGranits
1	с точки зрения	9	5
2	не может быть	3	4
3	по отношению к	12	3
4	одно и то	1	3
5	и т.п и	1	3
6	что иное как	1	2
7	в самом деле	2	2
8	слов и их	1	2
9	в зависимости от	2	2
10	с одной стороны	3	2
11	и то же	1	2
12	с другой стороны	2	2
13	того или иного	1	2
14	ничего общего с	2	2
15	есть не что	1	2
16	с самого начала	5	2
17	не что иное	1	2
18	в том что	11	2
19	и не является	1	2
20	наметить хотя бы	1	1
21	точки зрения и	1	1
22	в другом месте	4	1
23	том что в	2	1
24	один и тот	3	1
25	тот же самый	1	1
26	в одном ряду	1	1
27	что в этом	1	1
28	еще долгое время	1	1
29	само собой разумеется	1	1
30	этой точки зрения	4	1
31	более или менее	1	1
32	на самом деле	1	1
33	подобно тому как	4	1
34	те же самые	1	1
35	то же самое	4	1
36	мы можем установить	1	1
37	и не может	2	1
38	в достаточной мере	1	1
39	тесно связана с	1	1
40	в отличие от	2	1
41	не было бы	1	1
42	в этом отношении	5	1
43	в собственном смысле	1	1
44	и т.д и	2	1
45	можно было бы	3	1
46	но мы должны	1	1
47	с этой точки	4	1
48	и в области	2	1
49	для того чтобы	14	1
50	так же как	7	1
51	все эти три	2	1
52	и тот же	3	1
53	состоит в том	3	1
54	мы в другом	1	1
55	тем не менее	1	1
56	и вместе с	1	1
57	в связи с	1	1
58	а не как	1	1
59	само по себе	2	1
60	это и не	1	1
61	собственном смысле слова	1	1
62	в тех случаях	1	1
63	собой разумеется что	1	1
64	мы не можем	1	1
65	так же точно	1	1
66	таким образом мы	1	1
67	хотя бы в	2	1
68	те или иные	1	1
69	и никогда не	1	1
70	включает в себя	2	1
71	за пределы только	1	1
72	есть одно и	1	1
73	на всем протяжении	2	1
74	здесь и там	1	1
75	тех случаях когда	1	1
76	в то же	1	1
77	эту точку зрения	1	1
78	к тому что	1	1
79	тех или иных	1	1
80	теперь мы можем	1	1
81	и письменной речи	4	1
82	и подобно тому	1	1
