N	2gram	Ircho_Kome_2	Problemy
1	и в	26	34
2	и не	14	29
3	как бы	2	27
4	что он	5	23
5	в его	4	22
6	в нем	6	19
7	может быть	11	19
8	не может	3	19
9	и все	2	19
10	как и	4	18
11	о себе	1	18
12	к себе	1	17
13	в этом	10	16
14	но в	3	16
15	и его	12	16
16	все это	3	16
17	он не	2	15
18	и с	5	15
19	прежде всего	4	15
20	то же	3	14
21	к нему	3	14
22	самом деле	1	13
23	человека из	1	13
24	для него	1	13
25	и к	2	12
26	в то	6	12
27	же время	3	12
28	потому что	6	12
29	но и	10	12
30	т е	1	12
31	в сущности	1	11
32	вовсе не	2	11
33	то что	6	11
34	не только	7	10
35	не в	2	9
36	героя и	1	9
37	а не	1	9
38	и т	2	8
39	с самого	2	8
40	самого начала	1	8
41	никогда не	1	8
42	в речах	2	8
43	с ним	1	8
44	в другом	1	8
45	в самом	4	8
46	так же	1	8
47	что же	1	8
48	о мире	1	8
49	и для	4	8
50	точки зрения	4	8
51	как будто	4	7
52	как мы	4	7
53	человек из	1	7
54	и даже	1	7
55	что не	1	7
56	с которым	2	7
57	там где	1	7
58	все же	4	7
59	что в	9	7
60	и на	7	6
61	с его	5	6
62	отношение к	2	6
63	в пределах	1	6
64	что у	4	6
65	самим собой	1	6
66	для себя	1	6
67	так и	12	6
68	в себе	1	6
69	только в	4	6
70	т п	2	6
71	с ними	2	6
72	не знает	1	6
73	отношению к	3	6
74	в чем	1	5
75	по отношению	3	5
76	и у	2	5
77	что это	4	5
78	в целом	4	5
79	в диалоге	1	5
80	но все	3	5
81	на протяжении	10	5
82	с тем	5	5
83	он и	1	5
84	не мог	1	5
85	в конце	2	5
86	даже в	2	5
87	это слово	4	5
88	таким образом	6	5
89	к тому	12	5
90	и сам	3	5
91	и что	2	5
92	что и	7	5
93	это не	2	5
94	все время	2	5
95	так что	5	5
96	из них	7	5
97	всяком случае	2	5
98	в одном	2	5
99	к своему	1	5
100	и от	4	5
101	ни одного	1	5
102	хотя бы	2	5
103	а в	3	5
104	во всяком	2	5
105	из его	2	4
106	еще не	6	4
107	бы то	2	4
108	но не	3	4
109	как в	3	4
110	бы и	2	4
111	все эти	1	4
112	на его	1	4
113	на этом	2	4
114	то ни	2	4
115	в мире	2	4
116	его в	4	4
117	этом смысле	2	4
118	ни в	5	4
119	рядом с	2	4
120	с точки	1	4
121	друг другу	3	4
122	ничего не	1	4
123	как раз	1	4
124	его с	1	4
125	и это	2	4
126	если бы	9	4
127	только на	1	4
128	в начале	4	4
129	не принимает	1	4
130	в общем	1	4
131	так как	4	4
132	не о	1	4
133	у него	4	4
134	на меня	1	4
135	протяжении всего	1	4
136	с другой	2	4
137	тем что	3	4
138	вместе с	9	4
139	да и	3	4
140	как к	1	4
141	бы он	1	4
142	ни было	2	4
143	бы его	1	4
144	за собой	2	3
145	б и	4	3
146	говорить о	2	3
147	в виду	2	3
148	теперь на	1	3
149	в ней	3	3
150	что его	3	3
151	нет и	2	3
152	в одной	2	3
153	хотя и	4	3
154	и как	1	3
155	уже в	4	3
156	как он	3	3
157	их в	1	3
158	в каждом	3	3
159	знает что	1	3
160	это было	4	3
161	этого не	1	3
162	мы видели	1	3
163	в своей	3	3
164	в котором	3	3
165	не менее	4	3
166	по себе	1	3
167	как можно	1	3
168	том что	9	3
169	в ее	2	3
170	еще в	4	3
171	сводится к	1	3
172	и во	2	3
173	между тем	4	3
174	быть даже	1	3
175	наконец в	2	3
176	к концу	3	3
177	в том	11	3
178	человека с	1	3
179	большинстве случаев	1	3
180	нуждается в	1	3
181	к самому	1	3
182	а с	1	3
183	до конца	1	3
184	в творчестве	1	3
185	со словом	1	3
186	по своему	2	3
187	в реальном	1	3
188	если не	2	3
189	это как	1	3
190	бы в	2	3
191	другой стороны	1	3
192	жизни и	3	3
193	например в	3	2
194	и этот	1	2
195	той же	3	2
196	для его	1	2
197	себе как	1	2
198	та же	1	2
199	того же	3	2
200	столь же	9	2
201	во всех	3	2
202	отличие от	2	2
203	с этим	5	2
204	по которому	1	2
205	в своем	6	2
206	и слова	1	2
207	когда он	1	2
208	не удалось	2	2
209	да еще	2	2
210	в которой	5	2
211	мне не	1	2
212	в большинстве	1	2
213	тому же	11	2
214	пределах одного	1	2
215	и если	2	2
216	друг с	2	2
217	же не	2	2
218	входит в	1	2
219	было в	1	2
220	много раз	1	2
221	было бы	8	2
222	уж не	1	2
223	в жизни	1	2
224	мог бы	1	2
225	по всему	3	2
226	в них	4	2
227	в отличие	2	2
228	признать что	2	2
229	которые в	2	2
230	тем не	1	2
231	однако в	2	2
232	в той	2	2
233	тому что	4	2
234	во время	6	2
235	своего героя	1	2
236	и без	1	2
237	такая же	2	2
238	как на	1	2
