N	2gram	Tiupa_Narr_1	Istorich
1	в сказке	1	36
2	и в	19	24
3	не только	32	21
4	что он	6	21
5	может быть	25	14
6	не может	10	14
7	что в	3	13
8	мы имеем	2	12
9	как в	7	12
10	в этом	17	12
11	и здесь	1	12
12	но и	23	11
13	это не	2	10
14	том что	14	10
15	у него	4	10
16	а в	11	10
17	все же	7	9
18	с другой	8	9
19	не в	14	9
20	о том	6	9
21	потому что	1	9
22	то же	4	8
23	еще не	7	8
24	что и	1	8
25	другой стороны	4	8
26	а не	12	8
27	или в	2	8
28	во всех	1	7
29	то что	11	7
30	в первую	1	7
31	таким образом	1	7
32	мы видели	1	7
33	одна из	3	7
34	к нему	5	7
35	один из	3	7
36	в том	18	7
37	что это	3	6
38	но не	5	6
39	в нем	4	6
40	он не	3	6
41	об этом	1	6
42	как и	7	6
43	для нас	1	6
44	и все	2	6
45	а именно	3	6
46	того что	1	6
47	только в	4	6
48	ответ на	1	6
49	тем что	3	6
50	так же	2	6
51	с этой	1	6
52	мы увидим	1	6
53	в чем	1	5
54	с одной	7	5
55	отношение к	2	5
56	но в	6	5
57	здесь мы	1	5
58	не менее	3	5
59	от героя	2	5
60	с ним	1	5
61	в русской	1	5
62	дело не	1	5
63	ничего не	2	5
64	так и	9	5
65	представляют собой	2	5
66	одной стороны	7	5
67	в тех	1	5
68	героя и	4	5
69	же как	3	4
70	он может	1	4
71	мы уже	1	4
72	мы не	1	4
73	представляет собой	13	4
74	первый взгляд	2	4
75	как бы	4	4
76	при этом	9	4
77	мы можем	1	4
78	но все	4	4
79	от отца	1	4
80	не всегда	2	4
81	на первый	2	4
82	точки зрения	10	4
83	в их	1	4
84	своего рода	12	4
85	тем не	3	4
86	по существу	2	4
87	не имеет	2	4
88	никогда не	3	4
89	что у	2	4
90	то и	1	4
91	вовсе не	1	4
92	если не	4	4
93	в данном	5	4
94	в состоянии	1	4
95	и не	20	4
96	случаях когда	1	4
97	жениха и	1	4
98	одной из	4	4
99	например в	2	3
100	к сыну	1	3
101	видеть в	1	3
102	к зятю	1	3
103	и он	3	3
104	в различных	1	3
105	с его	6	3
106	тогда как	12	3
107	тоже не	1	3
108	что они	3	3
109	к себе	5	3
110	хотя и	3	3
111	когда он	3	3
112	и наконец	1	3
113	из этих	3	3
114	том чтобы	1	3
115	и по	1	3
116	его в	2	3
117	отца к	1	3
118	в них	1	3
119	в конце	1	3
120	как мы	3	3
121	не все	5	3
122	и его	5	3
123	связи с	4	3
124	данном случае	4	3
125	не столько	4	3
126	еще одна	3	3
127	приходит к	2	3
128	не знаю	1	3
129	в качестве	21	3
130	уже в	3	3
131	не случайно	2	3
132	и даже	3	3
133	после смерти	2	3
134	этой точки	2	3
135	что мы	2	3
136	сих пор	1	3
137	но это	1	3
138	обращается к	1	3
139	от него	1	3
140	в герое	1	3
141	здесь и	2	2
142	по его	1	2
143	героя но	1	2
144	на себя	3	2
145	и ее	2	2
146	того же	1	2
147	и на	3	2
148	если в	3	2
149	со стороны	9	2
150	как условие	1	2
151	перед нами	4	2
152	что по	2	2
153	в действительности	1	2
154	в самом	1	2
155	та же	2	2
156	все эти	2	2
157	к месту	1	2
158	рассказ о	1	2
159	и тот	2	2
160	на его	1	2
161	в силу	4	2
162	на земле	1	2
163	жить в	1	2
164	не будет	3	2
165	на ту	1	2
166	вместе со	1	2
167	было бы	4	2
168	должен был	1	2
169	и тем	4	2
170	ни в	3	2
171	может идти	1	2
172	в один	1	2
173	их на	1	2
174	в котором	1	2
175	не от	2	2
176	но он	1	2
177	что этот	1	2
178	она не	2	2
179	вплоть до	2	2
180	в то	3	2
181	на него	3	2
182	не по	1	2
183	в основе	5	2
184	вытекает из	1	2
185	к ней	1	2
186	и после	2	2
187	солнцем и	1	2
188	не могут	1	2
189	как только	1	2
190	но по	1	2
191	в ее	3	2
192	стоят в	1	2
193	на том	3	2
194	и когда	2	2
195	с героем	1	2
196	там же	1	2
197	восходит к	3	2
198	в ряд	1	2
199	в форме	5	2
200	только там	1	2
201	тем более	2	2
202	если это	1	2
203	герой в	1	2
204	здесь не	4	2
205	тот же	1	2
206	небо и	1	2
207	вступление в	1	2
208	уже не	5	2
