N	2gram	Savitsky_E_1	FransuaR
1	и в	37	41
2	то есть	6	24
3	во всех	6	17
4	таким образом	2	17
5	в нем	1	16
6	и с	2	16
7	и его	1	13
8	но и	14	13
9	в этом	12	12
10	как мы	5	12
11	все эти	1	11
12	в самом	4	10
13	не только	18	10
14	так как	7	10
15	прежде всего	9	10
16	то что	6	10
17	и на	6	9
18	кроме того	1	9
19	о том	3	9
20	и все	2	9
21	но в	14	8
22	в этой	2	8
23	никогда не	3	8
24	и до	1	7
25	в них	3	7
26	как и	7	7
27	том что	6	7
28	в его	2	7
29	вовсе не	6	7
30	как бы	6	7
31	что в	21	7
32	также и	7	6
33	например в	1	6
34	в то	16	6
35	один из	1	6
36	мы видим	2	6
37	вместе с	2	6
38	или в	2	6
39	сказать что	4	6
40	с его	1	5
41	в ее	8	5
42	в своем	14	5
43	что это	2	5
44	в себе	9	5
45	то же	15	5
46	той же	1	5
47	рядом с	1	5
48	еще в	1	5
49	во всем	1	5
50	тем что	3	5
51	так и	10	5
52	и что	2	5
53	а также	7	5
54	же время	14	5
55	из них	3	5
56	в одном	2	5
57	большинстве случаев	3	5
58	там где	3	5
59	так же	9	5
60	в той	5	5
61	того же	3	4
62	в ней	4	4
63	меньшей степени	2	4
64	как в	3	4
65	и как	2	4
66	и наконец	2	4
67	та же	1	4
68	а затем	1	4
69	не в	5	4
70	даже в	4	4
71	но они	1	4
72	в основе	1	4
73	того чтобы	6	4
74	все же	1	4
75	у нас	1	4
76	и вообще	1	4
77	с ним	1	4
78	тот же	1	4
79	с одной	8	4
80	уже в	1	4
81	в большинстве	2	4
82	в результате	3	4
83	в котором	2	4
84	и даже	6	4
85	с другой	7	4
86	именно в	4	4
87	одной стороны	8	4
88	более того	1	4
89	большей или	1	4
90	и от	3	4
91	о котором	1	4
92	в большей	1	4
93	а в	2	4
94	не может	9	4
95	все что	1	4
96	вместо того	1	3
97	существенное значение	1	3
98	он сам	2	3
99	людей в	1	3
100	мы будем	1	3
101	в одной	1	3
102	с этим	2	3
103	при этом	1	3
104	и сам	1	3
105	с другими	2	3
106	было бы	8	3
107	весь мир	1	3
108	и их	1	3
109	также что	1	3
110	потому что	3	3
111	этом отношении	3	3
112	есть только	1	3
113	народа и	1	3
114	котором мы	1	3
115	те же	1	3
116	к нему	2	3
117	во втором	2	3
118	человеческого рода	2	3
119	того что	7	3
120	в ряде	1	3
121	одной из	5	3
122	мы увидим	1	3
123	только в	9	3
124	конечно не	1	3
125	в начале	1	3
126	есть в	2	3
127	выходит за	1	3
128	или меньшей	1	3
129	что не	1	3
130	связано с	3	3
131	в данном	3	3
132	и не	14	3
133	с этой	6	3
134	но это	1	3
135	и для	3	3
136	в третьем	1	3
137	между ними	2	3
138	жизни и	2	3
139	как известно	1	2
140	связана с	1	2
141	и то	2	2
142	тех же	1	2
143	с точки	17	2
144	ведь и	2	2
145	должна быть	2	2
146	мы не	4	2
147	с более	3	2
148	есть нечто	1	2
149	говорить о	1	2
150	а для	1	2
151	из того	2	2
152	но не	5	2
153	в новом	1	2
154	за пределы	1	2
155	сущности к	1	2
156	в истории	2	2
157	в центре	1	2
158	точки зрения	23	2
159	дает нам	1	2
160	стороны и	6	2
161	хотя и	2	2
162	и отчасти	2	2
163	за свои	1	2
164	он в	1	2
165	и тот	1	2
166	и те	1	2
167	на его	1	2
168	он не	2	2
169	всех этих	1	2
170	в корне	1	2
171	на этом	1	2
172	находит себе	1	2
173	как они	1	2
174	что все	2	2
175	значение в	1	2
176	лишь в	1	2
177	заключается в	2	2
178	мы видели	3	2
179	в развитии	2	2
180	одного и	1	2
181	был бы	1	2
182	но если	5	2
183	и сейчас	2	2
184	в своей	8	2
185	представление о	2	2
186	мы находим	1	2
187	в другие	1	2
188	для этого	1	2
189	тогда когда	2	2
190	для всего	1	2
191	находятся в	1	2
192	связи с	1	2
193	не могут	2	2
194	в области	11	2
195	где этот	1	2
196	данном случае	2	2
197	литературы и	1	2
198	и когда	1	2
199	внимание на	1	2
200	холодные и	1	2
201	в значительной	2	2
202	связанной с	1	2
203	между тем	8	2
204	и во	2	2
205	кажется что	2	2
206	тем более	4	2
207	а именно	2	2
