N	2gram	Voloshinov_1	VrazhdaK
1	не только	27	9
2	в этом	10	8
3	и в	38	8
4	и что	1	8
5	но и	13	7
6	и все	4	7
7	то что	8	7
8	что в	1	7
9	все же	7	6
10	но в	5	6
11	в нем	4	6
12	как и	10	6
13	в котором	3	6
14	и с	5	6
15	в начале	3	6
16	и даже	3	6
17	в романе	1	6
18	то же	14	5
19	об этом	3	5
20	в то	9	5
21	же время	7	5
22	между тем	3	5
23	у него	1	5
24	не было	2	5
25	и не	14	5
26	х годов	1	4
27	в ней	8	4
28	что он	2	4
29	в истории	1	4
30	целый ряд	3	4
31	при этом	9	4
32	это не	3	4
33	несмотря на	2	4
34	все это	4	4
35	в виду	3	4
36	с ним	2	4
37	о том	4	4
38	для нас	3	4
39	у достоевского	1	4
40	уже в	5	4
41	может быть	13	4
42	как бы	28	4
43	в своих	2	4
44	так же	4	4
45	одним из	1	3
46	я не	1	3
47	в чем	1	3
48	с его	7	3
49	в своем	1	3
50	и как	9	3
51	на то	1	3
52	его в	4	3
53	он не	2	3
54	и уже	3	3
55	том что	3	3
56	в русской	1	3
57	и его	7	3
58	связи с	3	3
59	человека в	2	3
60	и о	1	3
61	что у	3	3
62	и во	1	3
63	русской литературе	1	3
64	в его	6	3
65	в том	2	3
66	чтобы он	1	3
67	в конце	6	3
68	тем что	2	3
69	в связи	2	3
70	в те	1	3
71	эти слова	8	3
72	наряду с	1	3
73	к этому	2	3
74	отношения к	3	2
75	же как	1	2
76	и то	3	2
77	и он	2	2
78	столь же	1	2
79	но как	2	2
80	ответ на	2	2
81	в эти	1	2
82	человека с	2	2
83	отнюдь не	10	2
84	в той	5	2
85	в этой	6	2
86	в себе	9	2
87	время и	1	2
88	о которой	1	2
89	в нашей	1	2
90	их в	3	2
91	нашего времени	1	2
92	таким образом	7	2
93	в мире	2	2
94	а с	5	2
95	своих литературных	1	2
96	не мог	3	2
97	на первый	1	2
98	точки зрения	10	2
99	в своей	2	2
100	с точки	5	2
101	место в	2	2
102	не менее	1	2
103	том же	1	2
104	одна из	1	2
105	никогда не	7	2
106	хотел было	1	2
107	к типу	1	2
108	его с	1	2
109	на это	4	2
110	и это	7	2
111	еще не	3	2
112	тем более	1	2
113	уже не	4	2
114	при помощи	1	2
115	из них	3	2
116	его и	3	2
117	для него	3	2
118	отношение к	2	2
119	как раз	1	2
120	его личность	1	2
121	и т.п	21	2
122	как же	1	2
123	о чем	1	2
124	не может	12	2
125	вместе с	5	2
126	в него	1	2
127	но это	2	2
128	что я	1	2
129	же в	1	2
130	а в	5	2
131	в свою	6	2
132	к людям	1	1
133	вряд ли	3	1
134	можно говорить	1	1
135	также и	2	1
136	доступ в	1	1
137	человека и	1	1
138	постепенно в	1	1
139	того же	1	1
140	к своей	1	1
141	это и	1	1
142	и есть	1	1
143	что слово	1	1
144	несколько позже	2	1
145	которую они	1	1
146	в их	1	1
147	из всех	1	1
148	той же	5	1
149	именно к	1	1
150	еще до	1	1
151	равно как	2	1
152	говорить о	1	1
153	ему в	1	1
154	с исторической	1	1
155	в числе	1	1
156	имя и	1	1
157	служит для	1	1
158	по своему	3	1
159	одним словом	1	1
160	и всего	2	1
161	но не	2	1
162	же на	1	1
163	в сторону	1	1
164	если в	1	1
165	и т.д	21	1
166	каком направлении	1	1
167	к сожалению	1	1
168	как говорит	1	1
169	из которого	1	1
170	первый взгляд	1	1
171	независимо от	5	1
172	как в	2	1
173	с этим	2	1
174	для создания	1	1
175	дает нам	1	1
176	для всех	2	1
177	почувствовал что	2	1
178	как к	1	1
179	как нам	1	1
180	в мысли	1	1
181	героев достоевского	1	1
182	и наконец	5	1
183	не являются	1	1
184	разрыва не	1	1
185	себе не	1	1
186	роль играет	2	1
187	их другими	1	1
188	то в	1	1
189	человеком в	2	1
190	в самом	4	1
191	же быть	1	1
192	что это	4	1
193	в целом	4	1
194	не был	1	1
195	что же	8	1
196	выражение в	3	1
197	еще один	1	1
198	тому же	2	1
199	но ведь	6	1
200	как он	1	1
201	не могла	1	1
202	да и	4	1
203	одному из	1	1
204	которой не	1	1
205	в первой	2	1
206	ключ к	1	1
207	при виде	1	1
208	всех этих	1	1
209	в силу	1	1
210	этот процесс	2	1
211	сказал что	1	1
212	и этот	1	1
213	однако в	2	1
214	одно и	4	1
215	это конечно	1	1
216	не будет	3	1
217	общественное положение	1	1
218	ввел в	1	1
219	конечно в	1	1
220	говорить не	1	1
221	дома и	1	1
222	было бы	7	1
223	был очень	1	1
224	в жизни	2	1
225	действительной истории	1	1
226	не всегда	2	1
227	во внимание	1	1
228	которой он	1	1
229	несколько минут	1	1
230	их общий	1	1
231	в развитии	1	1
232	он сказал	2	1
233	одного и	1	1
234	этот материал	1	1
235	в этих	2	1
236	и их	5	1
237	сказав что	1	1
238	на свою	1	1
239	вышел из	1	1
240	и уж	1	1
241	в поэме	1	1
242	не будем	1	1
243	тем не	1	1
244	по крайней	1	1
245	через несколько	1	1
246	что этот	1	1
247	вот так	3	1
248	нетрудно заметить	1	1
249	и какая	1	1
250	раз и	1	1
251	всех их	1	1
252	но они	1	1
253	тем самым	7	1
254	что эта	1	1
255	человека но	1	1
256	отражает и	2	1
257	знаком и	1	1
258	это дает	1	1
259	в процессе	6	1
260	также что	1	1
261	только не	1	1
262	следовательно и	1	1
263	все свои	1	1
264	ничего не	8	1
265	того как	1	1
266	и лишь	1	1
267	вне его	1	1
268	иными словами	2	1
269	того в	1	1
270	по своей	2	1
271	ему и	1	1
272	это слово	2	1
273	потому что	5	1
274	что самые	1	1
275	до того	3	1
276	этом отношении	2	1
277	в каком	2	1
278	конечно гораздо	1	1
279	похож на	1	1
280	глаза в	1	1
281	ли не	2	1
282	взял в	1	1
283	не есть	1	1
284	россию и	1	1
285	не забудем	4	1
286	не совсем	1	1
287	у себя	2	1
288	свою очередь	4	1
289	но при	3	1
290	это будет	1	1
291	в ее	3	1
292	но мы	2	1
293	роль в	3	1
294	и сам	2	1
295	так и	6	1
296	не с	3	1
297	ясно что	2	1
298	было в	4	1
299	еще в	1	1
300	именно этот	1	1
301	вошел в	2	1
302	во второй	3	1
303	быть может	3	1
304	короче говоря	3	1
305	и вообще	2	1
306	и эстетический	1	1
307	внимание к	1	1
308	может в	1	1
309	приближается к	2	1
310	до сих	1	1
311	но об	2	1
312	к нему	2	1
313	во всех	6	1
314	в форме	6	1
315	крайней мере	1	1
316	в другой	1	1
317	вслед за	1	1
318	творческой фантазии	1	1
319	в литературе	1	1
320	к которому	1	1
321	более всего	1	1
322	один из	4	1
323	и разнообразных	1	1
324	которым он	1	1
325	ли он	2	1
326	то он	3	1
327	он уже	1	1
328	в предшествующей	1	1
329	это же	2	1
330	в качестве	4	1
331	же он	1	1
332	себя в	4	1
333	истории человечества	1	1
334	указания на	1	1
335	своим собственным	1	1
336	только слова	1	1
337	в душе	2	1
338	что для	1	1
339	забудем что	3	1
340	искать в	1	1
341	в одном	3	1
342	ее не	1	1
343	друг друга	2	1
344	каждый из	2	1
345	и никогда	1	1
346	не просто	2	1
347	от того	3	1
348	в особенности	1	1
349	из двух	2	1
350	связан с	1	1
351	нужно было	2	1
352	о своей	4	1
353	с другой	1	1
354	именно в	1	1
355	что тот	1	1
356	все равно	1	1
357	такое же	1	1
358	души и	1	1
359	прежде всего	21	1
360	в стиле	1	1
361	у человека	2	1
362	на этот	1	1
363	целым рядом	1	1
364	из героев	2	1
365	в подобных	1	1
366	с помощью	6	1
367	нет ничего	2	1
368	в частности	3	1
369	людей было	1	1
370	человека к	1	1
371	этот мотив	1	1
372	из которых	3	1
373	предположить что	1	1
374	может как	1	1
375	и первым	2	1
376	несравненно более	1	1
377	того что	4	1
378	вы только	1	1
379	и почувствовал	1	1
380	еще раз	1	1
381	и другом	1	1
382	сих пор	2	1
383	в основном	1	1
384	но для	3	1
385	ближе к	1	1
386	и выражение	1	1
387	уж конечно	1	1
388	которых он	1	1
389	и ушел	1	1
390	заявляет о	1	1
391	и от	7	1
392	о котором	1	1
393	это как	1	1
394	эту историю	1	1
395	хотя и	3	1
396	бы в	5	1
397	писателя не	1	1
398	еще более	2	1
399	у которого	5	1
400	конце концов	3	1
401	но зато	1	1
402	позволяет нам	1	1
403	но вот	3	1
404	брата и	1	1
405	был похож	1	1
406	нам не	1	1
407	а о	1	1
408	о своем	3	1
409	движением руки	1	1
410	только как	1	1
411	другой стороны	1	1
412	они как	1	1
413	следует искать	2	1
414	только о	1	1
415	жизни и	3	1
416	он у	1	1
417	в таком	1	1
418	все что	1	1
