N	2gram	Tiupa_Disk_1	Psycholo
1	то что	5	32
2	и в	16	31
3	в том	23	30
4	то есть	20	26
5	что в	4	23
6	может быть	17	22
7	таким образом	3	20
8	при помощи	1	20
9	при этом	13	19
10	не может	9	17
11	как и	16	16
12	том что	19	16
13	и не	11	16
14	точки зрения	3	15
15	только в	7	14
16	не только	28	13
17	что и	3	13
18	а не	22	13
19	мы не	1	12
20	в этом	15	12
21	в самом	3	11
22	не в	7	11
23	в области	1	11
24	могут быть	4	11
25	в сущности	2	10
26	на то	1	10
27	того что	3	10
28	потому что	4	10
29	самом деле	1	9
30	искусства в	1	9
31	по себе	3	9
32	как в	10	9
33	произведение искусства	1	8
34	и что	2	8
35	никогда не	2	8
36	вместе с	1	8
37	во всяком	2	8
38	том чтобы	2	7
39	заключается в	3	7
40	сказать что	3	7
41	и его	2	7
42	о том	8	7
43	есть в	2	7
44	тому как	3	7
45	что он	4	7
46	что это	1	6
47	очевидно что	1	6
48	отнюдь не	8	6
49	целый ряд	2	6
50	из этих	1	6
51	что она	1	6
52	было бы	1	6
53	если бы	1	6
54	в его	7	6
55	вслед за	1	6
56	всяком случае	1	6
57	и даже	3	6
58	одной стороны	9	6
59	до конца	1	6
60	а в	5	6
61	художественного творчества	1	6
62	и есть	2	5
63	то же	7	5
64	х годов	2	5
65	в ее	3	5
66	с одной	9	5
67	что всякое	1	5
68	в целом	4	5
69	подобно тому	2	5
70	несмотря на	1	5
71	иначе говоря	2	5
72	искусства не	1	5
73	в то	3	5
74	в процессе	5	5
75	как будто	1	5
76	не является	4	5
77	с другой	10	5
78	в какой	2	5
79	как бы	5	5
80	все же	3	5
81	и все	2	5
82	другой стороны	3	5
83	в котором	5	4
84	мы имеем	2	4
85	в которой	1	4
86	совпадает с	2	4
87	в виду	2	4
88	столь же	3	4
89	точка зрения	2	4
90	со всеми	1	4
91	отличие от	5	4
92	в себе	7	4
93	различие между	2	4
94	к тому	5	4
95	те же	1	4
96	со стороны	7	4
97	прежде всего	11	4
98	между тем	4	4
99	один из	3	4
100	для всех	1	4
101	мы можем	1	4
102	как это	1	4
103	как нельзя	1	4
104	этого слова	1	4
105	с этой	1	4
106	и о	4	4
107	в результате	1	4
108	в этих	1	4
109	указывает на	2	4
110	и другие	1	4
111	в своих	3	4
112	к этому	2	4
113	речь идет	1	3
114	например в	2	3
115	это и	1	3
116	тем же	1	3
117	той же	1	3
118	вопрос о	1	3
119	себе а	1	3
120	в которых	4	3
121	но не	11	3
122	конечном счете	1	3
123	с этим	3	3
124	стороны и	2	3
125	в своем	6	3
126	хотя и	2	3
127	и к	4	3
128	себе не	3	3
129	но в	8	3
130	в произведении	3	3
131	уже в	2	3
132	в этой	2	3
133	его и	1	3
134	тому же	5	3
135	состоит в	9	3
136	в силу	5	3
137	и по	2	3
138	в каждом	2	3
139	не будет	1	3
140	может стать	1	3
141	с тем	1	3
142	в слове	1	3
143	в своей	5	3
144	представление о	1	3
145	в отличие	5	3
146	чистом виде	1	3
147	литературной традиции	3	3
148	во всем	1	3
149	что на	1	3
150	не могут	1	3
151	когда мы	1	3
152	и другой	1	3
153	не есть	2	3
154	возникает как	1	3
155	и это	1	3
156	но только	1	3
157	только при	1	3
158	роль в	7	3
159	так и	8	3
160	он не	1	3
161	в конечном	1	3
162	эстетическое переживание	1	3
163	в частности	9	3
164	дело с	2	3
165	только на	1	3
166	и других	1	3
167	это обстоятельство	1	3
168	а потому	1	3
169	слова в	2	3
170	в конце	1	3
171	от того	1	3
172	на примере	1	3
173	до сих	1	3
174	не было	7	3
175	в одной	3	3
176	из его	1	3
177	евгении онегине	1	3
178	исходя из	2	3
179	сих пор	1	3
180	но это	1	3
181	должны быть	3	3
182	в таком	1	3
183	таком случае	1	2
184	того же	3	2
185	и то	1	2
186	и без	2	2
187	на самом	1	2
188	идет о	1	2
189	мысли а	1	2
190	которое может	1	2
191	как мы	2	2
192	быть в	1	2
193	в чем	1	2
194	только то	1	2
195	в область	1	2
196	но как	2	2
197	а только	1	2
198	не то	1	2
199	и всякий	1	2
200	отношение к	4	2
201	что они	1	2
202	как говорит	1	2
203	независимо от	1	2
204	как к	2	2
205	когда он	2	2
206	и художественного	1	2
207	к числу	1	2
208	более или	2	2
209	в себя	5	2
210	к чему	1	2
211	бы и	1	2
212	представляет собой	17	2
213	в известном	1	2
214	в нем	9	2
215	из виду	1	2
216	личного авторства	5	2
217	или иных	1	2
218	русском языке	1	2
219	совпадают с	1	2
220	на почве	1	2
221	этом смысле	1	2
222	и тем	2	2
223	в них	4	2
224	далеко не	10	2
225	в формуле	1	2
226	то чтобы	1	2
227	не всегда	2	2
228	или менее	2	2
229	к чему-то	1	2
230	что такое	1	2
231	с точки	1	2
232	мысли и	2	2
233	тем не	1	2
234	том и	1	2
235	не менее	2	2
236	тем самым	1	2
237	в науке	2	2
238	в центр	1	2
239	в основе	7	2
240	мы все	1	2
241	принадлежат к	3	2
242	легко показать	1	2
243	тех или	1	2
244	личного творчества	1	2
245	с достаточной	1	2
246	и теперь	1	2
247	к работе	2	2
248	этом отношении	1	2
249	есть к	1	2
250	с исчерпывающей	1	2
251	же самое	2	2
252	отказаться от	1	2
253	если же	1	2
254	приводит к	2	2
255	том случае	1	2
256	зрения на	3	2
257	утверждает что	1	2
258	там же	1	2
259	но и	14	2
260	нас в	1	2
261	в евгении	1	2
262	этих двух	1	2
263	и во	2	2
264	самому себе	2	2
265	что с	2	2
266	тем или	1	2
267	отметить что	1	2
268	наконец в	1	2
269	к нему	1	2
270	что здесь	1	2
271	и потому	3	2
272	в разные	2	2
273	по мнению	1	2
274	в качестве	34	2
275	уже не	4	2
276	в жизни	1	2
277	произведении и	1	2
278	чем-то другим	1	2
279	из них	3	2
280	ту или	1	2
281	и их	1	2
282	в одном	2	2
283	к ним	3	2
284	как раз	1	2
285	что всякая	1	2
286	в каком	1	2
287	себя и	1	2
288	говорит о	1	2
289	то и	1	2
290	и составляет	3	2
291	о чем	2	2
292	когда она	1	2
293	в связи	1	2
294	мы видели	1	2
295	разные эпохи	1	2
296	целом ряде	1	2
297	что же	2	2
298	в изучении	1	2
299	отличается от	2	2
300	к другим	2	2
301	в книге	1	2
302	это новое	1	2
303	одного и	2	2
304	и состоит	1	2
305	и может	1	2
306	не существует	1	2
307	и от	1	2
308	или иным	1	2
309	и как	6	2
310	будто бы	2	2
311	или не	1	2
312	не обладает	1	2
313	имеет место	3	2
314	всех других	1	2
315	что даже	2	2
316	только о	1	2
317	это в	2	2
318	полнотой и	1	1
319	для построения	1	1
320	области литературы	1	1
321	которое мы	1	1
322	определить как	2	1
323	в первом	3	1
324	по преимуществу	1	1
325	едва ли	2	1
326	он уже	1	1
327	например то	1	1
328	в первый	1	1
329	эти эстетические	1	1
330	только благодаря	1	1
331	но она	1	1
332	принадлежит к	1	1
333	в полной	1	1
334	я не	1	1
335	и ее	2	1
336	которое не	1	1
337	ему в	2	1
338	со времен	1	1
339	свою очередь	3	1
340	к рассмотрению	1	1
341	еще не	14	1
342	и на	5	1
343	взгляде на	1	1
344	а смысл	1	1
345	служит для	2	1
346	с его	4	1
347	во всех	5	1
348	как таковая	1	1
349	по своему	3	1
350	это слово	1	1
351	в сторону	4	1
352	общая для	1	1
353	тогда как	19	1
354	традиции в	1	1
355	его характером	1	1
356	нет и	1	1
357	за пределы	2	1
358	и чем	1	1
359	в особом	2	1
360	в различные	1	1
361	в известной	1	1
362	и нет	1	1
363	перед нами	3	1
364	это отнюдь	1	1
365	тех случаях	1	1
366	бы я	1	1
367	как уже	3	1
368	с понятием	2	1
369	не являются	1	1
370	его к	1	1
371	в непосредственной	1	1
372	или иную	1	1
373	точкой зрения	2	1
374	которое будучи	1	1
375	в тех	2	1
376	учение о	1	1
377	с их	1	1
378	имеются только	1	1
379	можно определить	2	1
380	и те	1	1
381	всей его	2	1
382	вследствие этого	3	1
383	одно и	1	1
384	на его	4	1
385	значения слова	1	1
386	по словам	2	1
387	к искусству	2	1
388	не следует	2	1
389	время и	1	1
390	человек не	1	1
391	различные формы	1	1
392	в понимании	1	1
393	к одному	1	1
394	что ни	1	1
395	основе своей	2	1
396	мы обратимся	1	1
397	одному и	1	1
398	но все	1	1
399	человека в	2	1
400	сказать словами	1	1
401	введение в	1	1
402	мы его	1	1
403	могла бы	2	1
404	и слушателей	2	1
405	этом он	1	1
406	есть все	1	1
407	в мире	1	1
408	об этом	2	1
409	полной мере	1	1
410	на все	1	1
411	времени и	3	1
412	для своей	1	1
413	только своим	1	1
414	а как	1	1
415	по выражению	2	1
416	чрезвычайно важную	1	1
417	общества в	1	1
418	особенно в	1	1
419	это не	3	1
420	живет в	1	1
421	и мы	1	1
422	могу не	1	1
423	чаще всего	1	1
424	включая в	1	1
425	в большей	1	1
426	изучения всех	1	1
427	которой он	1	1
428	и вне	1	1
429	исчерпывающей полнотой	1	1
430	задач в	1	1
431	для себя	4	1
432	ведет к	3	1
433	на пересечении	1	1
434	автора и	1	1
435	и тому	1	1
436	как таковой	1	1
437	и того	3	1
438	мысли что	1	1
439	для него	4	1
440	и при	1	1
441	одним и	1	1
442	что вся	1	1
443	мы называем	1	1
444	стоит в	1	1
445	произведение есть	1	1
446	должны были	1	1
447	результате этого	1	1
448	в памяти	1	1
449	образом и	1	1
450	читателя или	1	1
451	возникающих в	1	1
452	и более	1	1
453	не могли	1	1
454	есть некий	1	1
455	однако в	3	1
456	не должна	1	1
457	мере и	1	1
458	новое и	1	1
459	вплоть до	1	1
460	немецкой философии	1	1
461	как можно	1	1
462	своих теоретических	1	1
463	виду что	1	1
464	самого начала	1	1
465	для каждого	1	1
466	дело не	2	1
467	то чего	1	1
468	дело в	1	1
469	пока еще	6	1
470	при отсутствии	1	1
471	хх столетия	1	1
472	исследования на	1	1
473	имеем дело	2	1
474	здесь совершенно	1	1
475	время к	1	1
476	эстетический объект	1	1
477	своей природе	2	1
478	столетия и	1	1
479	связи с	4	1
480	здесь же	1	1
481	каждом литературном	1	1
482	и делает	1	1
483	перед ним	1	1
484	точке зрения	1	1
485	существенно для	1	1
486	всего выступают	1	1
487	исходить из	1	1
488	и заключается	1	1
489	во все	1	1
490	лежит в	1	1
491	ли не	3	1
492	числе и	2	1
493	уже было	1	1
494	нашего рассмотрения	1	1
495	авторства и	2	1
496	она же	1	1
497	они и	3	1
498	все еще	1	1
499	подход к	1	1
500	оно не	2	1
501	как не	3	1
502	но при	3	1
503	на нем	1	1
504	не могу	1	1
505	в буквальном	1	1
506	языка и	2	1
507	характер и	2	1
508	мысль о	1	1
509	с самого	1	1
510	в пределах	2	1
511	мнение что	1	1
512	из двух	2	1
513	не трудно	1	1
514	в психологических	1	1
515	здесь как	1	1
516	том как	1	1
517	мыслью и	1	1
518	понятно что	1	1
519	строго говоря	2	1
520	основана на	1	1
521	поэтому в	1	1
522	в эпоху	5	1
523	другое дело	1	1
524	и вообще	2	1
525	громадное значение	1	1
526	сводится к	5	1
527	о нем	2	1
528	о генезисе	1	1
529	то они	1	1
530	поэзии в	1	1
531	вразрез с	1	1
532	одного из	2	1
533	можно сказать	5	1
534	в различных	2	1
535	а также	8	1
536	аналогии с	1	1
537	в значительной	2	1
538	не заключает	1	1
539	в эстетической	1	1
540	и вследствие	1	1
541	и повседневное	1	1
542	во втором	4	1
543	теории в	1	1
544	человека как	1	1
545	и существенно	1	1
546	известном смысле	1	1
547	они хотят	1	1
548	нечто вторичное	1	1
549	о двух	1	1
550	одной из	4	1
551	и предполагает	2	1
552	том или	1	1
553	как нечто	1	1
554	и действительно	1	1
555	непосредственно из	1	1
556	одни и	1	1
557	теперь уже	1	1
558	ее а	1	1
559	а напротив	1	1
560	в нашей	1	1
561	оно в	1	1
562	которых можно	1	1
563	если в	1	1
564	за счет	1	1
565	в данной	3	1
566	за ним	1	1
567	к содержанию	3	1
568	цели и	1	1
569	которая может	1	1
570	сами по	2	1
571	не совпадают	1	1
572	может служить	1	1
573	было выдвинуто	1	1
574	открывает перед	1	1
575	только изменение	1	1
576	заметить что	2	1
577	или ином	1	1
578	в готовом	1	1
579	должны рассматриваться	1	1
580	быть сведено	1	1
581	в особенности	4	1
582	жизни в	2	1
583	выходит за	1	1
584	связаны с	1	1
585	что человек	1	1
586	именно в	3	1
587	здесь в	2	1
588	оказывается и	1	1
589	в свою	3	1
590	представляет собою	1	1
591	еще и	1	1
592	а с	5	1
593	только через	1	1
594	и др	2	1
595	или словами	1	1
596	в воображении	1	1
597	соответствии с	2	1
598	к более	1	1
599	существенную роль	3	1
600	на которых	1	1
601	в рассказе	2	1
602	зависит от	2	1
603	своего рода	8	1
604	его как	2	1
605	искусств в	1	1
606	основных и	1	1
607	одну из	2	1
608	остается и	1	1
609	понятие о	3	1
610	действия в	1	1
611	суть не	1	1
612	было в	2	1
613	выступают в	1	1
614	в творчестве	1	1
615	своей основе	1	1
616	обычно как	1	1
617	их к	1	1
618	представления о	2	1
619	он говорит	1	1
620	его взгляд	1	1
621	в той	1	1
622	лежат в	1	1
623	народная поэзия	1	1
624	в литературе	2	1
625	не за	1	1
626	быть только	1	1
627	для понимания	2	1
628	является вопрос	1	1
629	смысл в	2	1
630	всем что	1	1
631	и восприятие	1	1
632	слова и	1	1
633	быть признано	1	1
634	установки и	1	1
635	как предмет	1	1
636	оба они	1	1
637	о его	1	1
638	природу и	1	1
639	не к	1	1
640	но для	1	1
641	между собой	2	1
642	есть она	1	1
643	от прочих	1	1
644	при таком	1	1
645	и само	1	1
646	от субъекта	1	1
647	или в	2	1
648	его с	1	1
649	а к	1	1
650	форм в	1	1
651	мы должны	1	1
652	истории литературы	1	1
653	хотя бы	3	1
654	в мировом	1	1
655	различные эпохи	1	1
656	личности и	1	1
657	целью и	3	1
658	традиции но	1	1
659	функций и	1	1
660	в системе	1	1
661	произведением и	1	1
662	в их	5	1
663	и составляют	1	1
664	легко заметить	1	1
665	с ними	1	1
666	одновременно и	2	1
667	людей но	1	1
668	в действительности	3	1
669	но эти	1	1
670	в роли	1	1
671	случае если	1	1
672	это понятие	3	1
673	очевидно в	1	1
674	том числе	2	1
675	событий в	1	1
