N	2gram	Tiupa_Lite_2	Problema
1	то есть	5	46
2	в его	4	43
3	и не	11	42
4	и в	19	38
5	эстетического объекта	1	37
6	не может	9	27
7	может быть	17	26
8	как бы	2	22
9	по отношению	4	21
10	в художественном	2	20
11	отнюдь не	4	19
12	отношению к	3	19
13	и с	3	17
14	и его	3	16
15	в этом	9	15
16	в нем	3	15
17	и т	2	14
18	т п	2	13
19	прежде всего	4	13
20	но не	5	12
21	за пределы	1	12
22	художественного творчества	2	12
23	в единстве	1	12
24	в искусстве	4	12
25	к материалу	1	11
26	во всех	3	11
27	в области	4	11
28	и для	3	11
29	таким образом	1	10
30	в их	3	10
31	художественном творчестве	1	10
32	не только	8	9
33	в поэзии	3	9
34	не имеет	1	9
35	его в	1	9
36	но и	10	9
37	и как	3	8
38	было бы	2	8
39	точки зрения	4	8
40	место в	1	8
41	произведения как	1	8
42	в том	10	8
43	и др	3	8
44	то что	7	8
45	еще не	2	7
46	в самом	1	7
47	как и	10	7
48	не в	4	7
49	как мы	1	7
50	художественное творчество	1	7
51	с другой	8	7
52	как форма	1	7
53	слова в	1	7
54	в своей	1	7
55	что в	4	7
56	отношения к	1	6
57	самом деле	1	6
58	на основе	1	6
59	и наконец	2	6
60	в пределах	1	6
61	не к	2	6
62	не всегда	1	6
63	с точки	3	6
64	ничего не	3	6
65	дело с	1	6
66	все же	2	6
67	а в	3	6
68	только как	1	6
69	себя как	2	5
70	отличие от	1	5
71	в своем	1	5
72	все эти	1	5
73	объекта в	1	5
74	при этом	6	5
75	то же	12	5
76	это не	1	5
77	в них	2	5
78	рядом с	1	5
79	далеко не	1	5
80	в отличие	1	5
81	так и	7	5
82	в основе	2	5
83	и о	1	5
84	никогда не	3	5
85	с ним	2	5
86	и прежде	1	5
87	дело и	1	5
88	а не	20	5
89	со словом	1	5
90	могут быть	2	5
91	эстетическим объектом	1	5
92	на самом	1	4
93	должна быть	1	4
94	в виду	2	4
95	в ней	4	4
96	конечном счете	5	4
97	относится к	1	4
98	как в	1	4
99	но в	2	4
100	к художественному	1	4
101	в нашем	2	4
102	в себе	6	4
103	перестает быть	3	4
104	в данном	3	4
105	с миром	1	4
106	не менее	6	4
107	но они	1	4
108	тем самым	3	4
109	в то	9	4
110	здесь не	1	4
111	в ее	2	4
112	данном случае	3	4
113	можно было	1	4
114	не с	3	4
115	о том	2	4
116	направленной на	1	4
117	дела с	1	4
118	в конечном	5	4
119	от всех	1	4
120	в других	1	4
121	и только	2	4
122	к которому	1	4
123	что не	2	4
124	в романе	1	4
125	более того	1	4
126	только по	1	4
127	и потому	1	4
128	хотя бы	2	4
129	другой стороны	4	4
130	едва ли	4	3
131	эстетики и	1	3
132	бы то	1	3
133	сказать и	1	3
134	в эстетическом	1	3
135	нет и	1	3
136	и к	2	3
137	и художественного	1	3
138	в целом	2	3
139	он не	5	3
140	то ни	1	3
141	в мире	9	3
142	с другими	1	3
143	в слове	1	3
144	том что	7	3
145	тем не	2	3
146	имеем дело	1	3
147	же время	9	3
148	языка в	1	3
149	все то	1	3
150	и от	1	3
151	приводит к	1	3
152	мы в	1	3
153	искусства и	1	3
154	и сделать	1	3
155	основе своей	1	3
156	творчества в	1	3
157	но с	3	3
158	одной из	2	3
159	с одной	7	3
160	со всеми	1	3
161	вопроса о	1	3
162	слова не	1	3
163	и даже	8	3
164	жизненной практики	1	3
165	себя и	2	3
166	одной стороны	6	3
167	есть лишь	1	3
168	на фоне	5	3
169	и на	6	3
170	слова и	7	3
171	но это	3	3
172	не является	2	3
173	за его	1	3
174	культуры и	1	3
175	от него	1	3
176	и все	1	3
177	ни было	2	3
178	не знает	2	3
179	в таком	1	3
180	все что	2	3
181	они не	1	3
182	его не	1	2
183	есть не	1	2
184	можно и	1	2
185	мы имеем	1	2
186	не вполне	2	2
187	я не	5	2
188	и он	3	2
189	столь же	5	2
190	в чем	1	2
191	но как	2	2
192	не все	1	2
193	бы ничего	1	2
194	в истории	2	2
195	от содержания	1	2
196	как к	3	2
197	эстетической деятельности	3	2
198	я должен	1	2
199	себе не	2	2
200	что это	1	2
201	за их	1	2
202	и те	1	2
203	на то	1	2
204	а к	2	2
205	не следует	1	2
206	не отменяет	1	2
207	он должен	1	2
208	на этом	2	2
209	всех своих	3	2
210	человека в	4	2
211	в каждом	2	2
212	здесь мы	1	2
213	входя в	1	2
214	и других	4	2
215	искусства в	1	2
216	не путем	1	2
217	не его	1	2
218	войти в	1	2
219	случае мы	1	2
220	и вся	1	2
221	одна из	5	2
222	того чтобы	1	2
223	в форму	1	2
224	во всем	1	2
225	связи с	1	2
226	так называемый	1	2
227	этом отношении	3	2
228	у нас	5	2
229	не могут	1	2
230	же самое	1	2
231	для того	2	2
232	не слова	1	2
233	самим собою	1	2
234	объектом в	1	2
235	в себя	3	2
236	поэтому в	1	2
237	здесь все	1	2
238	движения и	1	2
239	в другом	3	2
240	и что	2	2
241	словесного творчества	1	2
242	в него	2	2
243	мир в	1	2
244	того что	5	2
245	что он	3	2
246	в какой	2	2
247	себя в	6	2
248	не можем	1	2
249	в начале	3	2
250	ни с	1	2
251	что и	2	2
252	вовсе не	2	2
253	тем что	4	2
254	поступающего сознания	1	2
255	лишь для	1	2
256	в особенности	1	2
257	или иной	1	2
258	души и	1	2
259	и определяет	1	2
260	не было	2	2
261	но лишь	3	2
262	для эстетики	1	2
263	в россии	2	2
264	человек в	1	2
265	в частности	4	2
266	как это	2	2
267	в строгом	1	2
268	из которых	2	2
269	характера и	1	2
270	к своему	2	2
271	нет а	1	2
272	по существу	3	2
273	можно сказать	1	2
274	в культуре	3	2
275	и поэт	1	2
276	той или	1	2
277	не более	2	2
278	как явление	1	2
279	ни к	1	2
280	но зато	1	2
281	в этих	1	2
282	в равной	3	2
283	в новый	1	2
284	в свою	1	2
285	к его	1	2
286	в своих	2	2
287	и эта	1	2
288	к этому	1	2
289	в сфере	4	1
290	зависимость от	2	1
291	это и	1	1
292	и закон	1	1
293	от самого	1	1
294	от своей	1	1
295	в первом	1	1
296	исходит из	1	1
297	мышления но	1	1
298	и за	2	1
299	обойтись без	1	1
300	из всех	1	1
301	который в	1	1
302	этому движению	1	1
303	что уже	1	1
304	классического искусства	1	1
305	на себя	2	1
306	с ее	2	1
307	общего для	1	1
308	жизни как	2	1
309	искусства есть	2	1
310	над словом	3	1
311	в каждой	2	1
312	поэзия как	2	1
313	меньшей степени	1	1
314	на своих	1	1
315	словами как	1	1
316	то он	1	1
317	данной художественной	1	1
318	в противовес	3	1
319	искусство в	1	1
320	в новом	1	1
321	постановка проблемы	1	1
322	себе и	3	1
323	которые не	1	1
324	назовем его	1	1
325	это самое	1	1
326	идет о	3	1
327	пути в	8	1
328	стороны и	1	1
329	и где	1	1
330	в полном	1	1
331	как уже	2	1
332	что по	1	1
333	в противоположность	2	1
334	то в	2	1
335	их объединяет	1	1
336	лежит на	1	1
337	в литературном	1	1
338	ни один	1	1
339	и я	1	1
340	принципиальное различие	2	1
341	в специальной	1	1
342	в этой	3	1
343	человек то	1	1
344	но он	1	1
345	как он	2	1
346	всем что	1	1
347	всех этих	1	1
348	в принципе	5	1
349	и вот	1	1
350	свое время	2	1
351	свершения с	1	1
352	подобно тому	2	1
353	образа и	1	1
354	актуализации в	1	1
355	нашем случае	1	1
356	и иных	2	1
357	и мы	1	1
358	характер не	1	1
359	свобода от	1	1
360	понятий в	1	1
361	нет в	2	1
362	она и	1	1
363	все равно	2	1
364	творческий акт	2	1
365	с тем	2	1
366	от языка	1	1
367	и прямо	1	1
368	автора и	1	1
369	был бы	2	1
370	которую он	1	1
371	поэтического творчества	1	1
372	где мы	1	1
373	до слова	1	1
374	ей но	1	1
375	равной мере	1	1
376	слово он	1	1
377	себе а	1	1
378	мысли и	2	1
379	этого чувства	1	1
380	художественная деятельность	1	1
381	искусства на	1	1
