N	2gram	Losev_Dial_1	Analitik
1	не только	13	22
2	и в	18	18
3	как и	2	14
4	так и	9	14
5	в этом	12	14
6	и его	1	13
7	но и	7	13
8	том что	9	12
9	в качестве	2	12
10	и не	30	12
11	в частности	2	12
12	при этом	1	11
13	то есть	1	10
14	а в	5	10
15	как бы	11	10
16	что в	13	9
17	может быть	17	9
18	со стороны	2	9
19	а не	14	9
20	в том	9	9
21	и даже	13	8
22	как раз	4	7
23	в его	3	7
24	с другой	6	7
25	но не	4	7
26	и самого	1	6
27	еще не	2	6
28	в этой	1	6
29	он не	3	6
30	в их	3	6
31	не в	6	6
32	к тому	4	6
33	для него	2	6
34	о том	4	6
35	той же	1	5
36	мы имеем	2	5
37	в самом	3	5
38	в мире	2	5
39	или иной	3	5
40	что и	3	5
41	между тем	1	5
42	уже не	2	5
43	в конце	4	5
44	никогда не	9	5
45	прежде всего	10	5
46	я в	2	5
47	не является	3	5
48	в результате	1	5
49	другой стороны	4	5
50	столь же	1	4
51	что он	11	4
52	отнюдь не	9	4
53	в своем	5	4
54	и как	7	4
55	что по	1	4
56	и к	1	4
57	таким образом	1	4
58	по себе	25	4
59	тем самым	1	4
60	имеем дело	1	4
61	не менее	2	4
62	и сам	1	4
63	можно сказать	6	4
64	крайней мере	4	4
65	себя в	1	4
66	не есть	40	4
67	далеко не	1	4
68	по крайней	4	4
69	о чем	2	4
70	в данном	3	4
71	все же	5	4
72	перед нами	1	4
73	я и	1	3
74	по его	1	3
75	его не	6	3
76	мы не	1	3
77	говорить о	5	3
78	уже в	1	3
79	здесь не	1	3
80	но как	2	3
81	если в	3	3
82	что они	3	3
83	как в	2	3
84	с этим	2	3
85	что касается	2	3
86	из этих	2	3
87	с их	1	3
88	тому же	2	3
89	у пушкина	4	3
90	то же	10	3
91	в каждом	2	3
92	не будет	1	3
93	его в	1	3
94	точки зрения	17	3
95	и без	1	3
96	все это	11	3
97	до известной	1	3
98	в то	6	3
99	дело не	2	3
100	ничего не	17	3
101	же время	4	3
102	той или	7	3
103	указывает на	3	3
104	говорит и	1	3
105	в ее	1	3
106	так в	1	3
107	жизнь и	3	3
108	мысль о	1	3
109	именно в	2	3
110	было бы	12	3
111	во всем	2	3
112	этом отношении	2	3
113	были бы	2	3
114	в особенности	5	3
115	еще и	3	3
116	что не	7	3
117	не было	6	3
118	не всегда	1	3
119	он и	2	3
120	его как	1	3
121	как это	4	3
122	известной степени	1	3
123	к этому	2	3
124	отношения к	3	2
125	например в	1	2
126	самом деле	3	2
127	мере в	1	2
128	по преимуществу	1	2
129	уже по	1	2
130	есть не	3	2
131	на себя	1	2
132	и он	5	2
133	в ней	3	2
134	во всех	1	2
135	со всеми	1	2
136	это и	4	2
137	сама по	8	2
138	и той	1	2
139	когда он	1	2
140	могли бы	1	2
141	но в	6	2
142	в противоположность	5	2
143	бы и	2	2
144	все эти	2	2
145	в себе	11	2
146	не могла	1	2
147	что она	7	2
148	в нем	16	2
149	не как	2	2
150	и вот	6	2
151	одной и	1	2
152	и по	1	2
153	могла бы	2	2
154	это не	9	2
155	в жизни	1	2
156	в них	3	2
157	о которых	2	2
158	пушкина и	1	2
159	несмотря на	10	2
160	с точки	12	2
161	тем не	1	2
162	но они	2	2
163	им что	1	2
164	даже в	3	2
165	чистом виде	1	2
166	вплоть до	3	2
167	дело в	1	2
168	как формы	1	2
169	по своей	1	2
170	могут быть	3	2
171	сравнении с	1	2
172	е о	2	2
173	в дальнейшем	5	2
174	не с	5	2
175	об этом	4	2
176	на примере	1	2
177	любви к	1	2
178	один из	3	2
179	но с	3	2
180	вступить в	1	2
181	только в	3	2
182	то в	7	2
183	который как	1	2
184	с одной	2	2
185	все они	1	2
186	вопроса о	1	2
187	всяком случае	2	2
188	нуждается в	3	2
189	не для	1	2
190	мы можем	4	2
191	на меня	1	2
192	указание на	1	2
193	одной стороны	2	2
194	который не	1	2
195	говорит о	5	2
196	одну из	1	2
197	там где	1	2
198	что мы	1	2
199	не может	12	2
200	о себе	1	2
201	о своих	2	2
202	вместе с	1	2
203	и потому	3	2
204	в той	1	2
205	когда мы	1	2
206	да и	6	2
207	я с	1	2
208	и для	2	2
209	и от	2	2
210	мира и	1	2
211	хотя и	4	2
212	и все	3	2
213	не более	1	2
214	не должен	1	2
215	второй и	1	2
216	в сравнении	1	2
217	хотя в	1	2
218	то что	13	2
219	о своем	2	2
220	сказать что	10	2
221	совершенно не	8	2
222	тогда не	1	2
223	а также	1	2
224	в искусстве	1	2
225	во всяком	4	2
226	гораздо более	3	2
227	а между	1	1
228	как известно	1	1
229	речь идет	1	1
230	говоря о	2	1
231	неотделима от	1	1
232	категорий и	1	1
233	себе этот	1	1
234	сам по	6	1
235	на самом	3	1
236	ее до	1	1
237	и есть	16	1
238	перед лицом	1	1
239	тем же	1	1
240	сказано что	1	1
241	из самых	1	1
242	к другому	1	1
243	автора то	1	1
244	и до	1	1
245	переносном смысле	1	1
246	исторических фактов	1	1
247	мы уже	1	1
248	отметить и	1	1
249	и само	1	1
250	что между	1	1
251	что если	2	1
252	вопрос о	2	1
253	никак не	6	1
254	что иное	1	1
255	тоже можно	1	1
256	оно есть	2	1
257	в полной	2	1
258	я не	5	1
259	бы ни	1	1
260	мы и	2	1
261	но напротив	1	1
262	проявляется в	1	1
263	говорил о	1	1
264	во мне	1	1
265	в таком	1	1
266	он сам	5	1
