N	3gram	Bakhtin_sl_2	Dialekti
1	и т д	2	19
2	с точки зрения	3	12
3	сама по себе	3	8
4	в том что	4	7
5	в нем есть	1	6
6	то же время	4	4
7	с другой стороны	1	4
8	на то что	1	4
9	в то же	4	4
10	более или менее	2	3
11	в нем нет	1	3
12	может быть и	2	3
13	иметь в виду	1	3
14	не может и	1	3
15	не может быть	15	3
16	той или иной	5	3
17	никогда не может	2	2
18	одной стороны и	3	2
19	до сих пор	2	2
20	не с точки	1	2
21	и в то	1	2
22	что он не	1	2
23	но все это	1	2
24	если она не	2	2
25	в этом отношении	3	2
26	и т п	33	2
27	самого по себе	1	2
28	может и не	1	2
29	с одной стороны	5	2
30	как один из	1	2
31	и в нем	1	2
32	друг к другу	1	2
33	во всяком случае	2	2
34	ни в чем	2	2
35	с той или	1	2
36	по себе а	1	2
37	о том что	1	2
38	мы можем сказать	1	2
39	и ни в	1	2
40	и даже не	1	2
41	и с другой	1	2
42	в данном языке	1	1
43	не стремится к	1	1
44	как например в	1	1
45	точка зрения на	1	1
46	в чем не	2	1
47	хотя и не	1	1
48	в той или	3	1
49	в какой мере	1	1
50	в чем же	1	1
51	а не с	1	1
52	дальше и дальше	1	1
53	и в особенности	2	1
54	то прежде всего	1	1
55	и как он	1	1
56	с которым они	1	1
57	до известной степени	1	1
58	сами по себе	1	1
59	значение может иметь	1	1
60	вместе с ним	1	1
61	бы она ни	1	1
62	она может быть	1	1
63	и не в	1	1
64	свой смысл и	1	1
65	жизни и в	1	1
66	бы и не	1	1
67	все дальше и	1	1
68	но в то	3	1
69	может быть очень	3	1
70	отношении к нему	1	1
71	в отношении к	4	1
72	во всех этих	1	1
73	с ним и	1	1
74	как бы она	1	1
75	она ни была	1	1
76	в связи с	2	1
77	это не значит	1	1
78	если они не	1	1
79	в последнем случае	1	1
80	те или иные	1	1
81	это и не	1	1
82	в новое время	2	1
83	не было у	1	1
84	а в том	1	1
85	сих пор не	2	1
86	и наконец даже	1	1
87	а не только	1	1
88	и в них	1	1
89	с самого начала	1	1
90	т д если	1	1
91	но все же	4	1
92	в этом его	1	1
93	в этих случаях	1	1
94	и может быть	1	1
95	тех или иных	1	1
96	точки зрения так	1	1
97	тем не менее	1	1
98	не только два	1	1
99	для того чтобы	2	1
100	в них не	1	1
101	она не может	1	1
