N	2gram	Propp_Isto_6	Psycholo
1	в том	12	37
2	и в	26	32
3	и что	5	22
4	то есть	1	21
5	том что	10	21
6	потому что	13	21
7	таким образом	12	21
8	то что	6	21
9	что в	12	20
10	может быть	11	18
11	так же	2	18
12	точки зрения	1	17
13	что и	4	17
14	не может	6	17
15	что она	3	16
16	того чтобы	1	14
17	то же	5	13
18	в этом	12	13
19	при этом	3	13
20	для того	1	13
21	что он	9	13
22	не только	10	12
23	если мы	1	12
24	так как	18	12
25	на то	2	11
26	было бы	2	11
27	с тем	4	11
28	в основе	1	11
29	и т	10	10
30	когда он	3	10
31	при помощи	3	10
32	но и	9	10
33	как и	5	10
34	и не	10	10
35	как в	6	9
36	никогда не	13	9
37	что при	2	9
38	тем что	5	9
39	что все	1	9
40	в своих	3	9
41	что это	2	8
42	не в	3	8
43	не менее	1	8
44	дело с	1	8
45	того что	2	8
46	совершенно ясно	4	7
47	что они	2	7
48	и как	2	7
49	все эти	8	7
50	ясно что	1	7
51	такой же	3	7
52	и его	7	7
53	как будто	3	7
54	к тому	2	7
55	можно было	2	7
56	только в	5	7
57	мы знаем	2	7
58	а не	2	7
59	сказать что	3	7
60	что если	1	6
61	в этой	2	6
62	целый ряд	2	6
63	он не	2	6
64	если бы	3	6
65	те же	1	6
66	о том	7	6
67	все время	2	6
68	и из	1	6
69	как бы	4	6
70	и на	12	5
71	что его	1	5
72	что у	2	5
73	на все	1	5
74	далеко не	3	5
75	сейчас же	1	5
76	все это	1	5
77	в то	5	5
78	есть только	1	5
79	в ней	5	5
80	и даже	1	5
81	до сих	4	5
82	он говорит	1	5
83	сих пор	4	5
84	как на	3	5
85	ту же	2	4
86	же как	3	4
87	есть не	1	4
88	мы имеем	14	4
89	из которого	1	4
90	с этим	2	4
91	все же	8	4
92	с той	1	4
93	в целом	1	4
94	и те	2	4
95	в нем	8	4
96	к одному	1	4
97	и по	4	4
98	и с	6	4
99	и тем	4	4
100	в жизни	1	4
101	несмотря на	1	4
102	в данном	3	4
103	знаем что	2	4
104	образом и	2	4
105	которые в	2	4
106	и более	1	4
107	тому что	1	4
108	не имеет	2	4
109	того как	3	4
110	ничего не	2	4
111	как она	1	4
112	и до	2	4
113	что на	1	4
114	и для	1	4
115	могут быть	3	4
116	тем не	1	4
117	утверждать что	2	4
118	и это	8	4
119	данном случае	3	4
120	и когда	1	4
121	и сам	2	4
122	о ней	1	4
123	и поэтому	1	4
124	никак не	1	4
125	между тем	1	4
126	говорит он	2	4
127	мы видим	5	4
128	от того	3	4
129	а на	1	4
130	когда она	1	4
131	как это	5	4
132	наряду с	3	4
133	с этой	2	4
134	случае если	1	4
135	а в	3	4
136	из этого	3	4
137	жизни и	2	4
138	например в	7	3
139	и то	3	3
140	полагают что	1	3
141	приходит к	3	3
142	мы не	6	3
143	или же	2	3
144	время как	3	3
145	то это	5	3
146	и он	4	3
147	во всех	1	3
148	но как	4	3
149	если оно	1	3
150	относится к	2	3
151	которые не	1	3
152	нашего сознания	1	3
153	как говорит	1	3
154	что именно	1	3
155	и к	1	3
156	но в	7	3
157	та же	3	3
158	формы в	1	3
159	он в	1	3
160	главным образом	3	3
161	не как	1	3
162	и вот	3	3
163	на этом	1	3
164	об этом	1	3
165	показывает что	3	3
166	и сейчас	2	3
167	в своей	3	3
168	это только	1	3
169	представление о	9	3
170	в которых	2	3
171	человеком и	2	3
172	но он	2	3
173	что с	1	3
174	мы можем	7	3
175	не могут	1	3
176	с ее	1	3
177	то время	3	3
178	так и	5	3
179	жизнь и	1	3
180	для этого	1	3
181	образом в	1	3
182	с другой	10	3
183	мы должны	2	3
184	значит что	2	3
185	один из	3	3
186	этот вопрос	1	3
187	и ее	3	3
188	так что	3	3
189	что не	2	3
190	и других	3	3
191	но совершенно	1	3
192	может служить	1	3
193	были бы	1	3
194	ссылается на	1	3
195	что тот	1	3
196	тому как	1	3
197	в частности	3	3
198	того или	1	3
199	видит в	1	3
200	что же	2	3
201	по существу	1	3
202	это значит	1	3
203	должны быть	2	3
204	в свою	1	3
205	же мы	5	3
206	точно так	2	3
207	также и	1	2
208	того же	2	2
209	только потому	1	2
210	не имеют	1	2
211	все те	1	2
212	и этот	1	2
213	еще не	9	2
214	при анализе	1	2
215	ни у	1	2
216	выходит из	1	2
217	эта форма	1	2
218	но даже	1	2
219	же что	1	2
220	частный случай	1	2
221	бы с	1	2
222	к своему	3	2
223	с его	4	2
224	в ее	1	2
225	но не	2	2
226	это делается	1	2
227	отличие от	1	2
228	однако не	1	2
229	в очень	4	2
230	увидим что	2	2
231	и тот	1	2
232	в себе	3	2
233	как он	6	2
234	имеем в	4	2
235	т д	8	2
236	же с	1	2
237	на его	4	2
238	подобно тому	1	2
239	здесь мы	4	2
240	который уже	1	2
241	это не	4	2
242	роль что	1	2
243	в них	3	2
244	но так	3	2
245	не значит	1	2
246	не так	2	2
247	и при	1	2
248	всяком случае	2	2
249	и эти	5	2
250	надо сказать	1	2
251	их в	3	2
252	и наоборот	1	2
253	в этих	2	2
254	что этот	2	2
255	быть дано	1	2
256	и другое	2	2
257	считает что	1	2
258	принадлежат к	1	2
259	на него	2	2
260	в уме	1	2
261	казалось бы	1	2
262	это то	2	2
263	не вполне	2	2
264	ли это	1	2
265	не потому	3	2
266	ни в	2	2
267	когда мы	2	2
268	как только	3	2
269	в полном	1	2
270	отличается от	2	2
271	для такого	1	2
272	что оно	4	2
273	его с	3	2
274	это происходит	1	2
275	оно не	1	2
276	она не	3	2
277	на вопрос	1	2
278	из их	1	2
279	сводится к	2	2
280	то или	2	2
281	в особенности	1	2
