N	2gram	Tiupa_Teor_1	Analitik
1	литературного произведения	7	41
2	в качестве	24	31
3	может быть	17	29
4	в том	16	27
5	не может	4	22
6	и не	13	21
7	в частности	16	19
8	и в	18	18
9	но и	9	17
10	а не	9	17
11	представляет собой	9	16
12	отнюдь не	3	15
13	не только	16	15
14	тогда как	15	14
15	художественного впечатления	5	14
16	не в	7	14
17	коммуникативного события	1	14
18	художественной реальности	5	14
19	в этом	8	13
20	как и	4	13
21	в его	6	13
22	при этом	12	12
23	том что	9	12
24	текста в	3	12
25	литературное произведение	1	12
26	художественного текста	11	12
27	в себе	9	11
28	то есть	12	11
29	состоит в	17	11
30	произведения в	1	11
31	эстетического объекта	2	11
32	но не	9	10
33	художественного целого	4	10
34	то же	7	9
35	иначе говоря	4	9
36	в то	6	9
37	а в	13	9
38	произведение искусства	5	9
39	есть не	1	8
40	в принципе	4	8
41	в мире	19	8
42	эстетического отношения	12	8
43	но в	9	8
44	художественная реальность	1	8
45	нуждается в	1	8
46	в той	2	8
47	значении этого	3	7
48	тем самым	4	7
49	к тому	2	7
50	художественного смысла	1	7
51	художественного восприятия	1	7
52	этого слова	3	7
53	особого рода	2	7
54	я и	2	6
55	перед лицом	2	6
56	мы имеем	7	6
57	факторов художественного	3	6
58	в сущности	1	6
59	по отношению	4	6
60	отличие от	6	6
61	в самом	4	6
62	в случае	1	6
63	это не	2	6
64	далеко не	2	6
65	точки зрения	9	6
66	в своей	6	6
67	в отличие	6	6
68	в основе	3	6
69	по своей	3	6
70	эстетический объект	3	6
71	той или	1	6
72	должен быть	1	6
73	в себя	3	6
74	времени и	2	6
75	же время	5	6
76	только в	6	6
77	себя в	6	6
78	то что	3	6
79	или иной	4	6
80	прежде всего	2	6
81	художественного произведения	4	5
82	в их	2	5
83	что иное	1	5
84	и на	1	5
85	иное как	1	5
86	и как	2	5
87	в произведении	3	5
88	в целом	3	5
89	в этой	3	5
90	внутренней речи	13	5
91	лишь в	6	5
92	и его	8	5
93	имеет место	2	5
94	о том	1	5
95	сводится к	5	5
96	художественный текст	4	5
97	в тексте	14	5
98	и того	3	5
99	между тем	5	5
100	и т.п	4	5
101	воспринимающего сознания	3	5
102	такого рода	8	5
103	как бы	5	5
104	художественное произведение	1	5
105	отношению к	4	5
106	и состоит	1	5
107	что в	9	5
108	того же	3	4
109	не что	1	4
110	всего лишь	6	4
111	из того	1	4
112	в широком	1	4
113	столь же	2	4
114	более чем	1	4
115	сознания в	1	4
116	внутреннего я	4	4
117	не следует	4	4
118	с другими	5	4
119	с точки	3	4
120	и более	1	4
121	по себе	1	4
122	и соответственно	2	4
123	имеем дело	2	4
124	в области	4	4
125	ни в	2	4
126	могут быть	4	4
127	текста а	1	4
128	так и	10	4
129	не с	3	4
130	как правило	4	4
131	в другом	3	4
132	на вопрос	1	4
133	с другой	7	4
134	в конечном	6	4
135	искусства в	2	4
136	того что	4	4
137	эстетическое переживание	1	4
138	субъекта и	2	4
139	дело с	1	4
140	эстетической деятельности	1	4
141	уже не	4	4
142	конечном счете	6	4
143	для того	1	4
144	именно в	3	4
145	данного художественного	1	4
146	себя и	1	4
147	во времени	3	4
148	вместе с	2	4
149	человека к	3	4
150	в литературе	2	4
151	эстетическим объектом	1	4
152	собственно говоря	1	4
153	не более	1	4
154	истории литературы	1	4
155	ни было	1	4
156	художественном тексте	1	4
157	одним из	2	3
158	мере в	1	3
159	между двумя	3	3
160	говоря и	2	3
161	место в	5	3
162	в полной	1	3
163	внутреннее я	1	3
164	бы то	1	3
165	во внешнем	1	3
166	если в	2	3
167	в рамках	7	3
168	в художественном	3	3
169	и к	3	3
170	автора и	1	3
