N	2gram	Tiupa_Hudo_1	Hudozhes
1	в мире	3	23
2	в качестве	9	19
3	состоит в	2	16
4	и не	2	16
5	не только	12	15
6	и в	14	15
7	в том	12	15
8	тогда как	7	13
9	может быть	5	13
10	в частности	5	13
11	при этом	12	12
12	и его	5	12
13	а в	7	12
14	но не	3	11
15	в этом	11	11
16	в себе	11	11
17	я в	1	11
18	то же	9	10
19	по отношению	8	10
20	как бы	7	10
21	так и	13	10
22	а не	12	10
23	отношению к	8	10
24	но и	5	10
25	такого рода	3	9
26	литературного произведения	1	9
27	точки зрения	5	9
28	в его	8	9
29	в рамках	2	8
30	своего рода	7	8
31	сводится к	1	8
32	себя в	4	8
33	я и	2	7
34	отличие от	1	7
35	но в	5	7
36	в отличие	1	7
37	в то	8	7
38	с другой	1	7
39	с его	5	6
40	отношение к	1	6
41	модус художественности	1	6
42	художественного письма	2	6
43	том что	16	6
44	не в	7	6
45	в основе	1	6
46	же время	8	6
47	по своей	4	6
48	в ее	3	6
49	приводит к	3	6
50	не сводится	1	6
51	в тексте	3	6
52	не может	7	6
53	что в	6	6
54	в их	2	5
55	более или	1	5
56	в самом	4	5
57	то что	8	5
58	художественной реальности	3	5
59	ни в	5	5
60	тем самым	1	5
61	художественной деятельности	1	5
62	могут быть	1	5
63	с ее	2	5
64	по сути	1	5
65	картина мира	4	5
66	можно сказать	4	5
67	а также	3	5
68	того что	4	5
69	только в	5	5
70	уже не	7	5
71	и т.п	1	5
72	или менее	1	5
73	художественности в	2	5
74	в нем	3	5
75	героя и	5	5
76	и то	1	4
77	место в	1	4
78	высказывания в	1	4
79	говорить о	3	4
80	жизни как	2	4
81	еще не	7	4
82	а только	4	4
83	внутреннего я	2	4
84	как к	3	4
85	хотя и	2	4
86	сознания в	1	4
87	и как	1	4
88	он не	4	4
89	в другом	2	4
90	и тем	1	4
91	в слове	1	4
92	в этих	5	4
93	в ходе	3	4
94	в своей	10	4
95	не столько	2	4
96	личности в	7	4
97	и т.д	1	4
98	входит в	1	4
99	между тем	8	4
100	в форме	2	4
101	организации художественного	1	4
102	художественного восприятия	2	4
103	во времени	1	4
104	для него	10	4
105	со стороны	3	4
106	прежде всего	11	4
107	не знает	2	4
108	как это	1	4
109	например в	2	4
110	к тому	7	4
111	по пути	1	4
112	сказать что	1	4
113	со своей	1	3
114	авторской позиции	2	3
115	и ее	1	3
