N	3gram	Kanaev_Sov_1	PoTuStor
1	с точки зрения	5	6
2	на самом деле	1	4
3	с самого начала	3	4
4	в этом смысле	1	3
5	до сих пор	1	3
6	по крайней мере	1	3
7	во всяком случае	2	3
8	не может быть	4	3
9	и может быть	1	2
10	друг на друга	1	2
11	по аналогии с	1	2
12	так же как	1	2
13	в самом деле	1	2
14	не могут быть	1	2
15	но отнюдь не	1	2
16	в конечном счете	1	2
17	и в этом	1	2
18	теперь мы должны	1	1
19	уже знаем что	1	1
20	не дает нам	1	1
21	дело в том	1	1
22	мы по крайней	1	1
23	через некоторое время	2	1
24	он может быть	1	1
25	то же самое	2	1
26	а потом и	1	1
27	давая себе даже	1	1
28	сведен без остатка	1	1
29	бы то ни	1	1
30	и та же	1	1
31	а может быть	1	1
32	а в конце	1	1
33	совершенно так же	1	1
34	можно было бы	1	1
35	все же в	1	1
36	что же делает	1	1
37	но мы знаем	1	1
38	может быть только	1	1
39	так как он	2	1
40	со всеми его	1	1
41	в данном случае	1	1
42	никакому сомнению что	1	1
43	то ни было	1	1
44	шаг за шагом	1	1
45	с одной стороны	1	1
46	а в некоторых	1	1
47	ничего общего не	1	1
48	в связи с	1	1
49	всяком случае не	1	1
50	могут быть поняты	1	1
51	может быть сведен	1	1
52	в свое время	1	1
53	в том что	1	1
54	не давая себе	1	1
55	быть сведен без	1	1
56	и ни в	1	1
57	вместе с ним	1	1
58	мы не можем	6	1
59	только одна из	1	1
60	одна и та	1	1
61	и прежде всего	1	1
62	по его мнению	1	1
63	что иное как	1	1
64	мы знаем что	1	1
65	на другую и	1	1
66	конечном счете только	1	1
67	зрения может быть	1	1
68	не что иное	1	1
69	но мы уже	1	1
70	друг с другом	2	1
71	мы уже знаем	1	1
72	той или иной	1	1
