N	4gram	Losev_Prob_1	Psycholo
1	в то время как	1	5
2	указывает на то что	3	3
3	заключается в том что	1	3
4	случае не может быть	1	2
5	и в самом деле	1	2
6	и так как они	1	2
7	и тем не менее	8	1
8	что в настоящее время	1	1
9	т д все это	1	1
10	т д и т	3	1
11	дело в том что	3	1
12	по себе никак не	1	1
13	одного и того же	2	1
14	д и т д	2	1
15	могут и не быть	1	1
16	и т д и	4	1
17	но в таком случае	4	1
18	одно и то же	1	1
19	не что иное как	2	1
20	и т д все	1	1
21	точно так же и	2	1
22	и если мы хотим	2	1
23	мы на самом деле	1	1
24	х годов прошлого века	1	1
25	все дело в том	1	1
26	но для того чтобы	1	1
27	так же как и	1	1
28	то же самое и	1	1
29	что имел в виду	1	1
30	в таком случае не	1	1
31	одним и тем же	1	1
