N	2gram	Vinokur_St_2	Vladivir
1	и в	29	40
2	то что	11	28
3	не только	19	25
4	и не	9	25
5	у него	1	24
6	том что	27	18
7	в том	27	18
8	но и	19	18
9	еще и	3	18
10	также и	2	17
11	что в	19	17
12	в этом	21	16
13	в его	13	14
14	так что	3	14
15	не может	2	14
16	точки зрения	5	13
17	вовсе не	6	13
18	только в	2	13
19	в конце	2	12
20	сказать что	2	12
21	едва ли	1	11
22	никогда не	3	11
23	потому что	9	11
24	таким образом	10	11
25	о том	17	11
26	в году	3	10
27	не просто	1	10
28	ни в	3	10
29	тем не	2	10
30	и его	6	10
31	прежде всего	5	10
32	как раз	8	10
33	и потому	2	10
34	и то	1	9
35	что это	3	9
36	в себе	2	9
37	и с	4	9
38	в своей	7	9
39	не менее	3	9
40	что же	1	9
41	как мы	1	8
42	в своем	9	8
43	в этой	2	8
44	он не	9	8
45	не был	3	8
46	и что	6	8
47	а также	2	8
48	для него	4	8
49	может быть	2	8
50	а не	5	8
51	так же	3	8
52	хотя и	4	7
53	и как	2	7
54	и если	1	7
55	что все	1	7
56	с тем	7	7
57	как и	2	7
58	несмотря на	2	7
59	в то	2	7
60	что и	2	7
61	того что	5	7
62	так как	2	7
63	вместе с	7	7
64	к тому	10	7
65	а в	1	7
66	в своих	1	7
67	смысле слова	1	6
68	и на	6	6
69	кроме того	4	6
70	не будет	1	6
71	не мог	3	6
72	с точки	2	6
73	по себе	3	6
74	иной раз	1	6
75	и это	2	6
76	и от	1	6
77	так и	9	6
78	об этом	6	6
79	и здесь	3	6
80	и даже	3	6
81	если не	2	6
82	xix века	3	6
83	да и	1	6
84	но это	3	6
85	хотя бы	3	6
86	в ней	7	5
87	совсем не	1	5
88	тут же	1	5
89	в истории	2	5
90	более или	2	5
91	все эти	2	5
92	тому же	3	5
93	можно было	1	5
94	же касается	1	5
95	можно считать	1	5
96	или менее	2	5
97	но если	1	5
98	в отношении	2	5
99	дело в	4	5
100	тем что	3	5
101	для нас	1	5
102	ничего не	4	5
103	у нас	3	5
104	ничего общего	1	5
105	еще в	2	5
106	с другой	4	5
107	конце концов	1	5
108	что он	13	5
109	только на	1	5
110	в одном	6	5
111	не было	3	5
112	в данном	2	5
113	между прочим	12	5
114	в самом	7	4
115	то же	2	4
116	и о	4	4
117	вопрос о	6	4
118	еще не	1	4
119	но не	3	4
120	все же	6	4
121	но в	8	4
122	на то	2	4
123	было бы	5	4
124	такой же	1	4
125	в котором	7	4
126	даже в	2	4
127	тому что	7	4
128	не имеет	2	4
129	в каком	2	4
130	только при	1	4
131	то время	1	4
132	не с	1	4
133	она была	1	4
134	никак не	2	4
135	по мнению	1	4
136	при помощи	4	4
137	а с	3	4
138	говорит о	2	4
139	до конца	3	4
140	и все	1	4
141	как это	2	4
142	если оно	1	4
143	в течение	6	4
144	такого рода	2	4
145	по существу	2	4
146	в результате	2	4
147	точно так	1	4
148	же как	3	3
149	на самом	3	3
150	на первом	2	3
151	и тут	1	3
152	я не	7	3
153	которое в	1	3
154	здесь не	1	3
155	бы то	2	3
156	в чем	1	3
157	отличие от	2	3
158	себе отчет	1	3
159	за пределы	1	3
160	о необходимости	1	3
161	независимо от	1	3
162	уже в	1	3
163	из этих	1	3
164	с их	1	3
165	в нем	4	3
166	при этом	2	3
167	в россии	3	3
168	но все	7	3
169	то ни	2	3
170	в качестве	5	3
171	это было	2	3
172	этом смысле	1	3
173	нисколько не	1	3
174	разного рода	1	3
175	не столько	7	3
176	i с	1	3
177	в отличие	2	3
178	не в	4	3
179	что этот	2	3
180	что есть	1	3
181	того чтобы	6	3
182	в духе	2	3
183	отличается от	1	3
184	оно не	3	3
185	в виду	7	3
186	если бы	2	3
187	и вообще	2	3
188	говорит здесь	1	3
189	чтения о	1	3
190	настоящее время	1	3
191	но нельзя	1	3
192	говорит в	1	3
193	и тем	1	3
194	по этому	2	3
195	вот что	3	3
196	ни с	2	3
197	не так	1	3
198	всяком случае	3	3
199	церкви и	1	3
200	даже не	1	3
201	именно в	4	3
202	в связи	1	3
203	мы видели	1	3
204	как бы	5	3
205	но для	1	3
206	и для	1	3
207	в настоящее	1	3
208	же в	1	3
209	только о	2	3
210	ее в	2	3
211	как на	9	3
212	в таком	1	3
213	во всяком	3	3
214	сам по	1	2
215	свободен от	2	2
216	не иначе	1	2
217	по преимуществу	1	2
218	не имеют	1	2
219	по его	3	2
220	мы не	1	2
221	совершенно так	2	2
222	в сущности	1	2
223	не вполне	1	2
224	на себя	3	2
225	мы и	1	2
226	можно предполагать	1	2
227	при таких	1	2
228	это время	2	2
229	он был	2	2
230	он сам	1	2
231	не успел	1	2
232	данном случае	1	2
233	а тем	1	2
234	могло быть	3	2
235	но как	1	2
236	в сторону	1	2
237	себе и	1	2
238	и речи	2	2
239	которые не	3	2
240	как говорит	2	2
241	общего с	1	2
242	с этим	3	2
243	сам же	1	2
244	что касается	1	2
245	и к	4	2
246	не очень	1	2
247	в которой	11	2
248	так или	1	2
249	остановиться на	1	2
250	интересно что	3	2
251	иначе и	1	2
252	что она	1	2
253	и еще	1	2
254	не к	2	2
255	не как	1	2
256	и по	3	2
257	одно и	1	2
258	что является	1	2
259	в другом	4	2
260	об этой	1	2
261	те или	1	2
262	отчет в	1	2
263	не стану	1	2
264	должен был	4	2
265	в это	2	2
266	но уже	1	2
267	о которых	2	2
268	с такой	1	2
269	в этих	3	2
270	себя внимание	2	2
271	к тем	1	2
272	имеет ничего	1	2
273	и сейчас	3	2
274	можно найти	1	2
275	ли можно	1	2
276	вне всякого	2	2
277	в их	3	2
278	и более	2	2
279	можно ли	1	2
280	что эта	3	2
281	она не	1	2
282	на него	1	2
283	но что	1	2
284	которые были	1	2
285	иметь в	3	2
286	но только	1	2
287	несомненно является	1	2
288	найти в	1	2
289	и всегда	2	2
290	же время	1	2
291	при всем	1	2
292	связи с	4	2
293	обращает на	3	2
294	что на	3	2
295	нет ни	1	2
296	не могут	1	2
297	и вполне	1	2
298	сравнении с	2	2
299	и найти	1	2
300	он никогда	1	2
301	не существует	1	2
302	в в	1	2
303	что оба	2	2
304	роль в	1	2
305	здесь нет	1	2
306	во многом	2	2
307	к первому	2	2
308	и всякого	1	2
309	больше чем	1	2
310	и вся	2	2
311	его в	2	2
312	видели выше	1	2
313	бы в	1	2
314	в каких	1	2
315	но с	4	2
316	одной из	3	2
317	в какой	2	2
318	он уже	1	2
319	который в	1	2
320	здесь о	1	2
321	это же	1	2
322	то и	1	2
323	в начале	3	2
324	а то	1	2
325	из них	3	2
326	себе в	1	2
327	могло бы	1	2
328	не о	1	2
329	только с	2	2
330	заметить что	1	2
331	с соловьева	1	2
332	и вместе	1	2
333	для того	7	2
334	со стороны	2	2
335	или иначе	1	2
336	вполне самостоятельно	1	2
337	который был	1	2
338	в предисловии	3	2
339	только к	2	2
340	не на	2	2
341	еще до	4	2
342	как не	1	2
343	но оно	1	2
344	к своему	2	2
345	в изображении	1	2
346	на почве	2	2
347	самого себя	1	2
348	таких условиях	1	2
349	для понимания	1	2
350	с этой	2	2
351	еще раз	1	2
352	как например	2	2
353	внимания на	1	2
354	на одной	1	2
355	в книге	1	2
356	не является	3	2
357	которых он	1	2
358	то не	1	2
359	ни к	1	2
360	этом отношении	9	2
361	только что	2	2
362	все они	1	2
363	другой стороны	3	2
364	совершенно не	2	2
365	того же	2	2
366	к его	1	2
367	из этого	1	2
368	с его	2	2
369	к этой	1	2
370	ни на	1	2
371	к этому	4	2
372	а между	1	1
373	как известно	2	1
374	речь идет	4	1
375	например в	3	1
376	до него	2	1
377	по адресу	2	1
378	только потому	2	1
379	это и	1	1
380	думал о	2	1
381	что слово	1	1
382	в чисто	2	1
383	из его	2	1
384	а об	1	1
385	но важно	1	1
386	но кажется	1	1
387	пишет о	1	1
388	решении вопроса	1	1
389	которыми он	1	1
390	из всех	1	1
391	рядом других	1	1
392	и была	2	1
393	для своего	2	1
394	совершенно новой	1	1
395	в защиту	1	1
396	и неужели	1	1
397	что многие	1	1
398	есть нечто	1	1
399	представление о	1	1
400	в составе	1	1
401	конечно и	2	1
402	лет раньше	1	1
403	в каждой	1	1
404	на последнем	1	1
405	зрения но	1	1
406	в последних	1	1
407	конечно это	1	1
408	других источников	1	1
409	точка зрения	1	1
410	в общем	3	1
411	очевидно что	2	1
412	при решении	1	1
413	нет и	2	1
414	никаких иллюзий	1	1
415	отличаются от	1	1
416	что они	2	1
417	от ума	1	1
418	к сожалению	2	1
419	в поисках	1	1
420	о зависимости	1	1
421	как в	3	1
422	внимание его	1	1
423	когда он	1	1
424	т iii	1	1
425	об истории	2	1
426	это просто	1	1
427	как результат	1	1
428	действительностью в	1	1
429	и последний	1	1
430	основана не	1	1
431	два обстоятельства	1	1
432	в известном	3	1
433	им в	1	1
434	не годится	1	1
435	как он	2	1
436	больше всего	2	1
437	в свет	5	1
438	в статье	2	1
439	перестает быть	1	1
440	именно то	1	1
441	в первую	1	1
442	к одному	1	1
443	прочим и	1	1
444	была не	2	1
445	данном отношении	1	1
446	это дело	1	1
447	на совершенно	1	1
448	мало того	1	1
449	его от	1	1
450	различие между	1	1
451	от других	1	1
452	данной статьи	1	1
453	не за	1	1
454	своего совершенства	1	1
455	конечно в	2	1
456	его не	3	1
457	была в	1	1
458	не трудно	1	1
459	и поэтом	1	1
460	на все	1	1
461	на этой	1	1
462	входя в	1	1
463	заключается в	1	1
464	говорит что	1	1
465	ума и	1	1
466	который так	1	1
467	истории и	2	1
468	против этой	1	1
469	знаком с	2	1
470	заимствовал у	1	1
471	который сам	1	1
472	само собою	2	1
473	в них	2	1
474	нетрудно заметить	1	1
475	во внимание	2	1
476	нигде не	2	1
477	и такая	1	1
478	одна с	1	1
479	в один	2	1
480	что собственно	2	1
481	но я	1	1
482	которую он	2	1
483	которая становится	1	1
484	во время	2	1
485	от своего	1	1
486	и их	1	1
487	еще предстоит	1	1
488	и без	1	1
489	в письме	5	1
490	то для	1	1
491	что вся	1	1
492	место в	1	1
493	оно стало	1	1
494	чтобы можно	1	1
495	против него	1	1
496	не раз	2	1
497	не будем	1	1
498	но он	3	1
499	ни было	2	1
500	внимании к	1	1
501	простых и	1	1
502	том же	2	1
503	почти все	2	1
504	ноября года	1	1
505	какие бы	1	1
506	виду что	1	1
507	хотя это	1	1
508	что с	2	1
509	с теми	1	1
510	самого начала	3	1
511	одна из	1	1
512	него была	1	1
513	в основе	1	1
514	но вместе	1	1
515	можно судить	1	1
516	нельзя ли	1	1
517	это еще	2	1
518	для всего	1	1
519	письме к	8	1
520	не составляют	1	1
521	того как	7	1
522	замысла а	1	1
523	в форму	1	1
524	время к	1	1
525	очень мало	2	1
526	предполагать что	1	1
527	не читал	1	1
528	это слово	3	1
529	вернее сказать	1	1
530	и теперь	2	1
531	свидетельствуют о	2	1
532	в процессе	2	1
533	был чужд	1	1
534	до того	4	1
535	доказать что	2	1
536	как будто	1	1
537	ему это	1	1
538	ему не	2	1
539	против тех	1	1
540	исходить из	1	1
541	и такие	1	1
542	которого я	1	1
543	отдавая себе	1	1
544	так а	1	1
545	его за	1	1
546	но также	4	1
547	бы он	1	1
548	наконец что	1	1
549	что при	1	1
550	и он	3	1
551	может совершенно	1	1
552	говоря уже	1	1
553	без всякого	1	1
554	в ее	2	1
555	молодости как	1	1
556	нет стремления	1	1
557	только не	2	1
558	с самого	3	1
559	так в	1	1
560	имеет никакого	1	1
561	слова а	1	1
562	о тех	1	1
563	о самой	1	1
564	и сам	2	1
565	iii в	1	1
