N	2gram	Tiupa_Hudo_1	Narrotol
1	не только	16	26
2	а не	9	17
3	представляет собой	10	16
4	тогда как	13	15
5	но и	10	15
6	при этом	13	14
7	в том	18	14
8	в качестве	24	14
9	и не	15	14
10	в этом	11	13
11	и в	19	13
12	том что	8	13
13	состоит в	16	12
14	такого рода	10	12
15	только в	5	11
16	в частности	13	11
17	с собачкой	1	10
18	может быть	14	10
19	в данном	4	10
20	своего рода	5	9
21	сводится к	7	9
22	так и	11	9
23	то есть	18	9
24	к тому	4	9
25	а в	12	9
26	в себе	9	8
27	то что	4	8
28	не в	7	8
29	коммуникативного события	2	8
30	в тексте	9	8
31	картина мира	5	8
32	не может	7	8
33	дамы с	1	7
34	иначе говоря	4	7
35	не сводится	5	7
36	у него	1	6
37	в рамках	8	6
38	в своем	2	6
39	и к	3	6
40	но в	7	6
41	всего лишь	4	6
42	в жизни	2	6
43	никогда не	2	6
44	коммуникативное событие	2	6
45	и т.п	4	6
46	можно сказать	5	6
47	а также	5	6
48	в его	9	6
49	вслед за	1	6
50	того что	4	6
51	со стороны	2	6
52	прежде всего	4	6
53	как бы	9	6
54	жизни в	2	6
55	героя в	1	6
56	я не	2	5
57	отличие от	7	5
58	что он	3	5
59	как в	2	5
60	хотя и	3	5
61	в нем	5	5
62	тем не	3	5
63	он не	4	5
64	таким образом	3	5
65	по мысли	2	5
66	и тем	2	5
67	далеко не	2	5
68	точки зрения	10	5
69	в котором	1	5
70	место в	4	5
71	не столько	3	5
72	человеческого я	3	5
73	тем самым	4	5
74	в то	6	5
75	о том	2	5
76	в форме	4	5
77	с одной	2	5
78	по отношению	9	5
79	с другой	7	5
80	одной стороны	2	5
81	в той	3	5
82	в отличие	7	5
83	я в	11	5
84	отношению к	9	5
85	то же	10	4
86	и мира	1	4
87	в ее	5	4
88	в этой	2	4
89	отнюдь не	2	4
90	о жизни	1	4
91	перед нами	1	4
92	встрече с	1	4
93	что это	1	4
94	тому же	1	4
95	в силу	1	4
96	уже не	4	4
97	в мире	21	4
98	об этом	2	4
99	войны и	1	4
100	в своей	5	4
101	в конце	1	4
102	не менее	3	4
103	при всей	1	4
104	в себя	2	4
105	читателя в	3	4
106	времени и	2	4
107	если бы	3	4
108	как у	1	4
109	и т.д	3	4
110	в другом	3	4
111	уже говорилось	1	4
112	в какой	2	4
113	свидетельствует о	1	4
114	для него	4	4
115	у нее	1	4
116	следует признать	1	4
117	в рассказе	3	4
118	как и	2	4
119	мира в	2	4
120	как это	5	4
121	в литературе	1	4
122	не является	4	4
123	в герое	1	4
124	с ним	2	4
125	же в	1	4
126	жизни и	1	4
127	что в	6	4
128	все что	1	4
129	поскольку не	2	3
130	субъекта самоопределения	1	3
131	для себя	2	3
132	говорилось выше	1	3
133	едва ли	1	3
134	а как	1	3
135	мы имеем	6	3
136	пребывания в	1	3
137	жизни так	1	3
138	с его	6	3
139	как правило	2	3
140	но не	11	3
141	большей части	2	3
142	что они	1	3
143	в произведениях	1	3
144	как к	2	3
145	в целом	3	3
146	все эти	2	3
147	в известном	1	3
148	и его	12	3
149	не следует	4	3
150	внутренней речи	14	3
151	и по	2	3
152	конечном счете	5	3
153	самим собой	4	3
154	того или	3	3
155	в итоге	2	3
156	соответствии с	1	3
157	в слове	3	3
158	и того	2	3
159	тому что	2	3
160	одна из	2	3
161	того чтобы	2	3
162	же время	5	3
163	по своей	7	3
164	в состав	6	3
165	той или	4	3
166	и сам	1	3
167	мира и	2	3
168	действующих лиц	1	3
169	строго говоря	1	3
170	между собой	2	3
171	о котором	1	3
172	внимание на	1	3
173	за пределами	3	3
174	следует подчеркнуть	3	3
175	в конечном	5	3
176	это не	2	3
177	с матерью	1	3
178	известном смысле	1	3
179	один из	2	3
180	с ними	1	3
181	между тем	4	3
182	или даже	3	3
183	представить себе	1	3
184	для других	1	3
185	как раз	3	3
186	и даже	1	3
187	или иной	7	3
188	по большей	2	3
189	только к	1	3
190	в соответствии	1	3
191	с этой	1	3
192	в аспекте	2	3
193	и для	2	3
194	сказать что	4	3
195	к его	2	3
196	или иного	3	3
197	в таком	1	3
198	мере в	1	2
199	к другому	1	2
200	отношения между	1	2
201	по его	1	2
202	же как	1	2
203	в составе	1	2
204	подчеркнуть что	1	2
205	в каждой	1	2
206	для окружающих	1	2
207	еще не	3	2
208	как субъекта	1	2
209	столь же	1	2
210	в чем	2	2
211	иного рода	1	2
212	внутренней заданности	4	2
213	гуманитарных науках	1	2
214	в центре	1	2
215	жизненной ситуации	1	2
216	могли бы	1	2
217	как уже	2	2
218	со своей	3	2
219	в самом	5	2
220	в нашем	2	2
221	из этих	3	2
222	раз в	1	2
223	роль в	1	2
224	на то	1	2
225	в случае	1	2
226	вследствие этого	1	2
