N	3gram	Vinokur_Ku_3	Literetu
1	то же время	1	9
2	в то же	1	9
3	не может быть	3	7
4	с одной стороны	4	6
5	в конечном счете	1	5
6	в том что	8	5
7	с другой стороны	3	4
8	с точки зрения	16	3
9	в данном случае	4	3
10	в том чтобы	3	3
11	по отношению к	2	3
12	о том что	3	2
13	все ту же	1	2
14	не говоря уже	2	2
15	в этом случае	4	2
16	говоря уже о	2	2
17	и т п	41	2
18	по крайней мере	1	2
19	в свое время	2	2
20	в том числе	2	2
21	тем не менее	9	2
22	тех пор пока	4	1
23	обостренным вниманием к	1	1
24	а не с	1	1
25	ничего не стоит	1	1
26	то же самое	1	1
27	что слово это	1	1
28	что же касается	1	1
29	тем что в	1	1
30	и не может	1	1
31	вместе с тем	1	1
32	что он не	1	1
33	в отличие от	2	1
34	бы то ни	1	1
35	я все время	1	1
36	а так как	1	1
37	только то что	2	1
38	не могут быть	2	1
39	из того что	1	1
40	сама в себе	1	1
41	можно было бы	10	1
42	а то и	1	1
43	до тех пор	4	1
44	с этой точки	1	1
45	положение при котором	1	1
46	и в то	1	1
47	в равной мере	1	1
48	не более чем	1	1
49	не только как	3	1
50	повлечь за собой	1	1
51	не в том	2	1
52	прежде всего в	1	1
53	в целом ряде	1	1
54	не имеет ничего	1	1
55	с тем чтобы	2	1
56	этой точки зрения	1	1
57	а в том	1	1
58	самом деле есть	1	1
59	мы не можем	1	1
60	однако в том	1	1
61	в свою очередь	1	1
62	что в ней	1	1
63	на самом деле	3	1
64	то же в	1	1
65	в одном из	1	1
66	речь шла о	1	1
67	как и следовало	1	1
68	не только не	1	1
69	и прежде всего	1	1
70	той или иной	5	1
71	есть не более	1	1
72	после того как	4	1
73	а с другой	3	1
74	пролегает граница между	1	1
75	к тому что	1	1
76	тех или иных	1	1
77	быть не может	1	1
78	для того чтобы	11	1
79	как мы видели	2	1
